Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time
104.000000, 634.000000, 634.000000, 3931.000000, 0.996845, 0.009780,9029003,1594721,3991079,23,737924,740577,52,998683,969755,330853,851127,875881,4826012,1634476,427980,1799364,8777616,9720760,139477681,598338202,576144560,8527879,1517789,3901588,20,722377,736584,20,923116,949795,261470,839242,834634,4826012,1634476,427980,1506518,8507783,9179968,135172550,597654527,572216447,8896867,1554416,3968451,20,728609,737435,20,949355,958011,292748,844001,840865,4826012,1634476,427980,1650794,8618035,9365979,135488069,597882116,573202729,8938854,1581932,3985889,20,730753,739093,20,974655,965238,313075,849320,882737,4826012,1634476,427980,1888926,8774812,9687149,135728872,598094535,573871854,9180519,1649941,4023032,20,739258,743847,30,1017299,979881,352297,854270,896277,4826012,1634476,427980,1943612,8852415,10083026,136127214,598479754,574621816,9653147,1692179,4106385,41,774533,746011,211,1180709,1010026,509826,872483,939266,4826012,1634476,427980,2005775,9287475,10379882,172864626,599881189,596927041,
105.000000, 715.000000, 715.000000, 3690.000000, 0.997203, 0.007218,10683018,1990144,5067560,20,965291,940224,21,1304570,1217330,451336,1165100,1077395,6137564,2074954,539901,2959246,11521017,12563664,201003201,824197441,848442346,10385673,1867562,4999596,20,940117,926252,20,1191750,1197050,374478,1149543,1054638,6137564,2074954,539901,2471571,10955650,11857137,196396314,821367233,845625847,10425225,1980950,5030302,20,941430,930880,20,1230000,1211486,419831,1154892,1059306,6137564,2074954,539901,2706623,11229033,11929449,196825774,821784830,846433431,10648276,2000586,5051111,20,950732,935298,20,1261077,1219801,432474,1158629,1062587,6137564,2074954,539901,2949704,11471147,12646953,197589447,822450804,847532015,10887855,2022706,5111482,20,973529,944766,20,1361862,1226103,475093,1175189,1095823,6137564,2074954,539901,3219055,11855343,13010276,198922286,823826122,849949732,11203205,2110608,5187712,20,1047765,971325,30,1497712,1227987,564246,1190939,1150754,6137564,2074954,539901,3520780,12235332,13178865,227845430,839462112,855289353,
106.000000, 73.000000, 73.000000, 225.000000, 0.972603, 0.042222,155596,103559,306359,20,34281,33512,30,24875,19647,4190,16631,16733,64244,24406,7981,16954,337865,274199,362497,1524019,1147567,51945,38651,69538,20,10490,10188,20,13054,14026,2485,12774,11952,64244,24406,7981,6963,134487,140098,270187,903981,987365,82010,59559,115503,20,11401,10670,20,18624,15188,3076,13615,13195,64244,24406,7981,7814,168489,192033,318986,998695,1072701,92415,66091,123997,20,12468,14697,30,27149,16840,4032,14692,14402,64244,24406,7981,9051,199691,219213,363292,1053265,1151430,103110,79896,166987,20,20588,19726,30,28783,26499,5370,19937,22281,64244,24406,7981,12212,225685,236314,421815,1159480,1184968,753224,444397,1143871,21,119520,202682,60,33783,31548,7023,24515,23904,64244,24406,7981,84806,1658727,837428,443976,5747451,1420981,
107.000000, 838.000000, 838.000000, 5424.000000, 0.997613, 0.007724,15782809,2656874,6724216,20,1260029,1306105,48,1785779,1656177,727403,1528365,1574554,8430284,2844196,736279,3465027,15999406,17092872,315197757,1366851950,1309239963,15294803,2443680,6493361,20,1232975,1259003,20,1660221,1610208,507302,1449033,1487313,8430284,2844196,736279,3053220,15245884,16559587,308330816,1359586743,1307477046,15509537,2549013,6610537,20,1237805,1261317,20,1741700,1623804,602186,1478296,1495277,8430284,2844196,736279,3303490,15590336,16661134,309954690,1361113729,1308400402,15636786,2610937,6681316,20,1247376,1271040,25,1756928,1650848,645716,1526660,1524185,8430284,2844196,736279,3436419,15869529,16978998,311287543,1364888484,1308626252,15916506,2716241,6837733,20,1270735,1295882,40,1804576,1679977,756470,1563573,1597074,8430284,2844196,736279,3672077,16447731,17178424,314423451,1367143829,1309144840,16540261,3102771,7136824,20,1328741,1570496,141,2091303,1730249,1436880,1614466,1822769,8430284,2844196,736279,3830018,17218417,18175556,345546788,1381573552,1313162472,
108.000000, 96.000000, 96.000000, 432.000000, 0.979167, 0.046875,92175,56956,113773,20,18233,17485,20,23217,23819,4445,22392,21913,110980,40920,12696,12748,223566,240449,590858,2097835,2176724,87441,56204,111004,20,17883,16861,20,22180,23052,4258,21870,20077,110980,40920,12696,11892,213332,225094,565239,2053684,2128120,89605,56604,112667,20,18164,17472,20,22592,23634,4348,21981,20377,110980,40920,12696,12052,219814,238127,575948,2073160,2171520,92109,56829,114180,20,18288,17557,20,22767,23819,4398,22496,20908,110980,40920,12696,12332,223871,241829,584163,2108875,2181538,93803,57015,114981,20,18353,17642,20,23934,23974,4628,22602,21399,110980,40920,12696,13374,228440,244389,593380,2119525,2191246,99924,58036,115402,20,18364,17673,21,24886,24304,4668,22922,31428,110980,40920,12696,14637,230574,247605,658610,2131227,2209250,
109.000000, 54.000000, 54.000000, 291.000000, 0.962963, 0.099794,25885,25765,45214,20,6335,5986,20,8426,8715,1650,7573,7018,35212,13956,4884,3754,83158,89777,127104,391177,411162,23463,24596,43810,20,6221,5911,20,7915,8536,1453,7364,6873,35212,13956,4884,3296,80257,87931,111575,384616,406497,24415,25396,44632,20,6261,5951,20,8395,8716,1572,7454,6963,35212,13956,4884,3366,82160,88763,113138,386921,408250,25687,25862,45313,20,6272,5991,20,8421,8731,1633,7524,7003,35212,13956,4884,3571,82902,89479,124192,393703,410469,27541,26288,45854,20,6361,6021,20,8476,8746,1743,7664,7043,35212,13956,4884,4068,84375,90135,139797,394255,412437,28061,26418,46025,20,6642,6051,21,8916,8796,1953,8025,7264,35212,13956,4884,4728,86509,93331,154544,395967,422366,
110.000000, 1005.000000, 1005.000000, 4813.000000, 0.998010, 0.004765,26687522,3691623,9474767,20,1859112,1793768,80,2552908,2424338,837622,2222153,2097460,12124324,4082334,1051056,6279311,23536351,24934333,558511652,2242890446,2306258768,24816859,3515469,9250416,20,1807491,1772697,20,2364274,2328939,675270,2194763,2009172,12124324,4082334,1051056,5729427,21892216,23031940,549191550,2231304683,2299249466,24948531,3579267,9292674,20,1818762,1774731,20,2422060,2344868,760717,2204631,2048224,12124324,4082334,1051056,6086353,22751133,24523891,552187325,2236216899,2302160865,25601445,3655056,9384248,20,1831660,1792493,20,2481655,2370035,840569,2218531,2067889,12124324,4082334,1051056,6353403,23685114,25147682,555601253,2240783254,2304165930,26328507,3713683,9558724,20,1881027,1806269,120,2521634,2440634,902629,2239996,2128852,12124324,4082334,1051056,6472813,24069636,25562680,558568129,2250718844,2309442535,35595524,4070440,10117350,21,2008120,1827959,350,3263416,2664956,988446,2255534,2305877,12124324,4082334,1051056,6516193,25287244,26331271,589435486,2255144687,2325426084,
111.000000, 1007.000000, 1007.000000, 4791.000000, 0.998014, 0.004725,22278842,4183205,10459732,24,2171792,2181881,29,2772969,2902592,879107,2593569,2382245,12172620,4098514,1054731,7103575,23816708,24279649,567771678,2306171276,2384178989,21255316,3576902,10134602,20,1945374,1820706,20,2491298,2581102,718160,2293363,2141474,12172620,4098514,1054731,6255564,21921820,23279004,564253806,2291972796,2378620835,21628812,3781478,10290468,20,1983364,1966934,20,2574510,2755794,776737,2364344,2178924,12172620,4098514,1054731,6853302,22457755,23535535,566705431,2304100500,2380074397,22240580,4193254,10454229,20,2072948,2190460,25,2670998,2908088,840509,2594907,2320614,12172620,4098514,1054731,6967572,22989692,23892740,567617116,2305813281,2381665099,22940041,4275616,10583617,20,2368572,2286472,30,2868080,3010922,954424,2777834,2557169,12172620,4098514,1054731,7236747,23920432,25076086,568121453,2307970611,2388974900,23276218,5132010,10866286,41,2493231,2556898,50,3370082,3339246,1151376,3130382,2766294,12172620,4098514,1054731,8101386,30881723,25924414,572303106,2320542962,2396563163,
112.000000, 1242.000000, 1242.000000, 5834.000000, 0.998390, 0.003782,40498761,5758764,15739081,20,2940930,2786951,44,4119073,3767229,1201680,3473766,3264501,18515740,6222444,1592981,8754606,39093967,40334323,1137389802,4259503022,4410965939,39996630,5505136,15283746,10,2907363,2744273,20,3743950,3639608,1026948,3453266,3117820,18515740,6222444,1592981,8237197,37719425,39363989,1122482662,4256154444,4402178235,40153148,5620378,15470315,20,2914015,2752878,20,3875271,3684030,1095303,3453757,3136083,18515740,6222444,1592981,8376503,38495822,40064004,1127589651,4256502339,4403025672,40367732,5662180,15729936,20,2936957,2784772,20,3928860,3764251,1178055,3466806,3155408,18515740,6222444,1592981,8586573,38929650,40253798,1134588222,4258851054,4407170319,40773589,5756568,15884310,20,2966782,2799193,20,4234923,3811414,1334232,3484263,3184973,18515740,6222444,1592981,8891459,39730221,40718337,1141327156,4263267785,4420785389,41140092,6552461,16243807,30,2993230,2848955,160,5327750,4008025,1455384,3539724,4049943,18515740,6222444,1592981,10099470,40621138,41210540,1170176606,4264087532,4426113740,
113.000000, 162.000000, 162.000000, 672.000000, 0.987654, 0.025606,321875,134114,297111,20,49882,48418,19,63181,65953,15887,62409,57934,315580,111804,32100,37810,577442,629094,2616069,9702971,10005955,301554,126353,288069,20,48700,46626,10,60291,63467,12473,59660,55222,315580,111804,32100,34303,562724,566130,2547902,9515476,9896837,308497,129628,293820,20,48940,48369,20,61373,65270,12864,60922,56073,315580,111804,32100,35204,573153,622704,2571265,9644253,9943022,315985,131371,297050,20,49460,48519,20,63787,65725,13440,61648,56363,315580,111804,32100,37289,577566,635122,2581739,9720538,9993880,343771,133685,300933,20,50413,48820,20,63918,67033,18774,62454,56614,315580,111804,32100,39693,581910,640246,2663174,9755056,10050550,352147,152750,303277,20,52076,49131,21,68346,69318,25327,70669,72102,315580,111804,32100,43490,590255,663970,2729044,9829814,10207438,
114.000000, 193.000000, 193.000000, 1843.000000, 0.989637, 0.049478,485831,208722,456726,21,89239,87664,26,106729,103348,23734,99265,99807,447764,157126,44221,69580,876728,973074,4413723,16996834,17744443,441982,185881,417076,20,72774,69417,20,89074,91168,17973,86609,79707,447764,157126,44221,47697,839072,933135,4310721,16611977,17531827,447212,189228,418368,20,75589,69557,20,92149,92019,19095,87020,79947,447764,157126,44221,52516,847437,936481,4378015,16757956,17625690,469152,200664,449992,20,84189,85477,25,99918,102508,24169,95931,95400,447764,157126,44221,62574,874236,951262,4395342,16786943,17722372,495030,226527,496512,20,103260,97549,30,122826,108098,28232,111434,111786,447764,157126,44221,77873,903350,977216,4467790,16831520,17774623,627794,266821,504858,30,111575,125280,40,141039,128987,30106,125951,145537,447764,157126,44221,132634,916314,1121921,4548368,17994508,18140616,
115.000000, 198.000000, 198.000000, 795.000000, 0.989899, 0.020279,511016,188685,430761,22,76733,73096,20,107376,105741,23274,96032,86659,471244,165156,46356,78044,849026,937429,4741704,18250335,20883938,476125,182025,417237,20,74777,71912,20,88854,95375,19065,90596,83593,471244,165156,46356,51595,822611,854330,4636581,18031255,18611411,487185,183758,423659,20,76491,72623,20,92380,95696,19596,91909,84124,471244,165156,46356,54410,831939,927945,4688356,18202319,18648449,503475,185751,430646,20,76741,73139,20,96127,97839,22711,92856,84380,471244,165156,46356,61923,848419,931977,4737892,18255416,18825950,542798,196872,434699,20,77192,73575,20,109331,99323,27721,93292,85227,471244,165156,46356,88613,859980,937743,4792126,18299408,19000035,552346,198154,455246,30,78534,73906,20,164102,179700,30697,127595,105343,471244,165156,46356,145648,899553,1008784,4855573,18453331,31090153,
116.000000, 209.000000, 209.000000, 976.000000, 0.990431, 0.022344,589821,209729,473968,20,83025,81741,22,105400,107934,24438,101680,93724,525012,183526,51229,86093,976487,1052749,5457465,21281208,22597098,558376,200919,462250,20,82051,80137,20,98351,105514,20818,100134,92270,525012,183526,51229,60852,941981,976415,5370499,21045685,21703603,569697,203093,465445,20,82341,80929,20,100685,106305,21219,100675,93071,525012,183526,51229,63066,958401,1054357,5418027,21272071,21772791,576184,205337,471231,20,82566,81624,20,104402,108183,22867,101626,93582,525012,183526,51229,68636,977270,1065633,5454268,21293650,21804504,623546,213563,481675,20,83824,82391,20,106837,109040,27851,102509,94273,525012,183526,51229,81009,987475,1070477,5484298,21337191,21824315,635277,238488,496372,20,85607,83464,41,119760,110714,32179,103971,95797,525012,183526,51229,162148,1015456,1076268,5591355,21433847,29874279,
117.000000, 221.000000, 221.000000, 925.000000, 0.990950, 0.018939,716777,236110,524436,20,95490,90675,23,119088,122370,28587,115336,104892,586980,204670,56821,114368,1055810,1167278,6375791,25202676,26164678,671564,215186,504017,20,93632,87992,20,110263,116725,24014,113108,100975,586980,204670,56821,65601,1018922,1058295,6210793,24940492,25805641,688455,215516,516569,20,94052,88943,20,112477,119670,25527,113578,103440,586980,204670,56821,76480,1022800,1115380,6265904,25046827,25894765,696580,227498,525250,20,94534,90401,20,116163,123653,28697,115377,105042,586980,204670,56821,84425,1051457,1171087,6368428,25260359,26032488,760667,242997,530775,20,96768,91869,30,127594,124439,31748,115943,107017,586980,204670,56821,135909,1083371,1214842,6422232,25272913,26427054,801153,285745,547647,20,99373,95165,30,133525,127174,33632,119008,108118,586980,204670,56821,254157,1103859,1250959,6605028,25431394,26796963,
118.000000, 234.000000, 234.000000, 534.000000, 0.991453, 0.009752,740118,246333,575835,21,108301,101783,20,139862,139011,30197,131827,121143,658012,228876,63204,117266,1136102,1242544,7731990,30095693,31110448,698022,232728,570268,20,104552,100635,20,125200,132503,26849,127865,116164,658012,228876,63204,81048,1083962,1136158,7441895,29899355,30866582,706699,237456,571700,20,107437,101737,20,127784,133615,27010,130720,116874,658012,228876,63204,85728,1125317,1231674,7583817,30036807,31061821,731484,243462,574440,20,107723,101992,20,136871,135063,28097,131226,118002,658012,228876,63204,92720,1137269,1240299,7723548,30128961,31127081,765537,248757,579124,20,108569,102168,20,142782,141961,34123,133566,119250,658012,228876,63204,137072,1145676,1283298,7848823,30187053,31232704,823493,286486,583913,30,114019,102368,20,177065,155957,35856,136390,135629,658012,228876,63204,206970,1191349,1300730,8169352,30217640,31251330,
119.000000, 245.000000, 245.000000, 853.000000, 0.991837, 0.014211,963167,362692,785448,24,122095,130250,47,170742,178122,50603,159369,151676,721284,250414,68869,132805,1429398,1562742,9335485,37287570,34801575,847738,267091,653220,20,108529,111054,20,140939,145117,28803,128305,125400,721284,250414,68869,87160,1262630,1280243,8774534,35897196,34497585,853920,280956,699906,20,110644,112477,20,147131,146279,37209,130891,127224,721284,250414,68869,97289,1325636,1411013,9044641,36044438,34629788,895716,343096,757837,20,111530,116449,20,151929,147817,47652,149760,130590,721284,250414,68869,110267,1389644,1604608,9337324,36357758,34825697,977426,412959,894414,30,123627,148313,20,188807,227027,57255,188747,160946,721284,250414,68869,143845,1542455,1726983,9569926,36470841,34946390,1271587,508294,1004936,40,167909,183928,271,238008,245211,106566,203173,228470,721284,250414,68869,260679,1657065,1793916,10049628,46373949,35122814,
120.000000, 2680.000000, 2680.000000, 13853.000000, 0.999254, 0.001929,246578407,25639121,70871282,22,12963033,13186993,37,21964722,17513720,5401575,15311609,16039165,86199524,28842184,7295064,62444187,298409472,304794646,12467767320,45208095046,43142169401,243366476,24437954,70002530,20,12844733,13046743,20,18496408,17021247,5144673,15128789,15727369,86199524,28842184,7295064,58867669,292731936,296532780,12403396345,45184795226,43069731157,244918940,24762922,70107473,20,12923828,13087428,20,18659897,17122784,5197049,15165647,15908822,86199524,28842184,7295064,60983988,292889976,300240303,12420053994,45186365210,43125610365,245426816,24961877,70445644,20,12959217,13145910,25,22883143,17404405,5455299,15222371,16045990,86199524,28842184,7295064,61673976,296890267,303858997,12485752095,45205187236,43139037873,247816494,25862757,71748077,20,13004967,13229880,30,24947211,17931780,5555890,15256444,16148744,86199524,28842184,7295064,65160702,299139179,308303930,12497998110,45227207017,43179569125,254615948,28531216,72192334,30,13098409,13609800,130,25704116,18115227,5669808,16106215,16485092,86199524,28842184,7295064,65987632,311120405,316634307,12531916483,45236334767,43189672740,
121.000000, 307.000000, 307.000000, 1415.000000, 0.993485, 0.015013,1362762,431833,1006597,21,176944,174297,21,222483,231023,71366,218351,205373,1132220,389914,105558,189161,1992205,2206460,18418667,67578006,68171504,1286764,413550,969942,20,170894,172337,20,207371,223881,48479,216217,196441,1132220,389914,105558,163330,1916892,2061277,16575528,66201766,67894736,1309286,417026,978538,20,175202,172878,20,209495,225004,52427,216959,199135,1132220,389914,105558,166486,1970080,2099588,16852216,66275491,67992005,1330900,427651,988521,20,176965,173879,20,214930,227993,60295,218090,199661,1132220,389914,105558,185060,1988659,2207962,17064421,66412047,68072303,1409190,441611,998375,20,177416,174942,20,230283,235953,86770,218572,200799,1132220,389914,105558,214854,2041671,2229277,17636377,66509752,68458012,1506438,475905,1179959,30,182575,179550,30,259497,253446,136260,223721,231065,1132220,389914,105558,225094,2057631,2545267,29561059,78226562,68632814,
122.000000, 310.000000, 310.000000, 1379.000000, 0.993548, 0.014350,1401869,431236,1001432,20,197729,178957,22,223551,233882,64136,225311,201700,1154444,397444,107566,211185,1991850,2152745,17323572,67997845,70271158,1345382,404213,984869,20,182175,173258,20,209636,226907,46325,220225,200128,1154444,397444,107566,167307,1904229,1994826,16903160,67858871,69959061,1354910,413519,988646,20,184018,175061,20,210496,227739,54490,220835,200779,1154444,397444,107566,199807,1920989,2133720,17083861,67912760,70090592,1360665,426413,995809,20,186237,175202,20,214829,228394,62374,221662,201440,1154444,397444,107566,204947,2000927,2165053,17353252,68010154,70136045,1442250,435811,1005468,20,187474,175944,20,226977,233379,69908,223140,202893,1154444,397444,107566,227979,2050738,2192329,17537365,68078414,70530470,1631809,495400,1046232,20,249088,206139,31,262362,275075,102769,255149,203814,1154444,397444,107566,272490,2083207,2244805,17656894,68186853,70789166,
123.000000, 346.000000, 346.000000, 1786.000000, 0.994220, 0.014919,1828370,523582,1251568,21,226906,219004,23,278046,286995,82866,280294,260857,1437980,493420,132659,255756,2569004,2768066,23425218,93796359,97005495,1709371,498836,1205055,20,219263,216978,20,261150,282650,59168,272230,249248,1437980,493420,132659,225896,2467515,2650039,23031000,93442130,96329475,1749305,518193,1223929,20,223882,218402,20,264776,283701,64589,273322,250280,1437980,493420,132659,231425,2496567,2694842,23233482,93533889,96635008,1757730,525926,1229819,20,226501,219268,20,266649,286797,78439,275902,251738,1437980,493420,132659,244715,2529407,2754471,23477089,93689770,96786195,1897176,528160,1243575,20,231525,219563,30,285124,290584,95014,280636,252564,1437980,493420,132659,275527,2550566,2820202,23619331,94135224,96986934,2142847,553547,1438833,30,233148,220175,30,326490,291886,129989,317203,314639,1437980,493420,132659,318175,3025018,2962915,23811173,94357362,99007026,
124.000000, 361.000000, 361.000000, 1657.000000, 0.994460, 0.012715,1895006,555484,1334291,20,254771,236644,21,300958,310531,99994,299819,282477,1565300,536470,143881,326856,2609358,2872075,26310651,106806251,110204167,1807662,534161,1303506,20,249118,234091,20,282229,304820,63878,295614,270827,1565300,536470,143881,246263,2527535,2645732,25981451,106376898,109916833,1856471,536035,1310478,20,249779,236594,20,285074,308257,69047,297857,273844,1565300,536470,143881,253426,2580642,2807990,26091393,106586773,110076475,1870206,557404,1322670,20,251642,236880,20,291020,309333,89730,300026,275606,1565300,536470,143881,302295,2596786,2880693,26335441,106820173,110225800,1936429,565409,1343489,20,255098,237396,20,302316,314207,112868,300893,282359,1565300,536470,143881,372896,2652845,2962674,26466282,106912893,110371789,2108114,580357,1446598,21,278682,237446,30,378736,315400,188706,305331,313446,1565300,536470,143881,559357,2700642,3018446,26634981,107495624,110427190,
125.000000, 419.000000, 419.000000, 1991.000000, 0.995227, 0.011341,3234641,773359,1809539,22,363560,340115,32,417508,449555,173189,414646,393024,2108412,719866,191408,529446,3783766,4150302,41492571,168179131,177293621,2975898,728118,1759653,20,336027,317944,20,387963,416285,108148,400495,366083,2108412,719866,191408,390718,3620692,3782301,41139494,167811525,173999114,3054432,742374,1779290,20,344353,324656,20,392832,432155,132013,407028,380650,2108412,719866,191408,401958,3699027,4068737,41306260,168034414,174116370,3090725,777399,1790640,20,349677,337510,20,404373,448624,150766,411075,384552,2108412,719866,191408,500660,3756652,4195644,41514162,168129553,174306339,3429913,794970,1842015,20,368357,352958,30,437654,458603,177286,422437,394205,2108412,719866,191408,609289,3810422,4268544,41711596,168415684,174668313,3657230,817923,1894411,30,444076,387592,120,489530,491273,356174,434037,458543,2108412,719866,191408,837219,4017612,4302616,41734828,168505449,191105137,
126.000000, 492.000000, 492.000000, 1824.000000, 0.995935, 0.007535,4464581,969799,2506626,21,442646,450938,33,571158,604972,177327,522911,521880,2906740,988944,260956,724585,5228302,5686579,65586799,281296712,270545622,4065291,910893,2357131,20,436502,442163,20,532699,571460,137012,508594,499959,2906740,988944,260956,529673,4872364,5158028,64846636,280344154,268712350,4377363,926663,2392436,20,437995,445619,20,544660,572682,164833,516138,504768,2906740,988944,260956,622494,5047265,5331076,64898131,280501643,268972448,4440349,947300,2481400,20,440083,446571,20,557439,575427,174090,517996,511610,2906740,988944,260956,708271,5206387,5712206,65680328,281177429,269652532,4545813,1005968,2626015,20,442613,455927,30,587369,635298,210076,533741,543840,2906740,988944,260956,790172,5431490,6052402,65742613,281869566,269879395,4825387,1103047,2657763,30,465966,471346,130,674950,703072,213312,542957,552946,2906740,988944,260956,933986,5547944,6189964,67584777,282886596,281049088,
