Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time
165.000000, 343.000000, 343.000000, 1435.000000, 0.993676, 0.012197,1726580,549117,1309369,22,240654,256443,24,284261,315421,77617,293343,265069,1413164,485780,130860,265062,2487713,2783847,23937650,93123295,95731788,1603868,499067,1219161,20,219373,214624,20,257934,280927,57395,271649,246643,1413164,485780,130860,212120,2308943,2628540,23096664,92640383,95219282,1647748,505769,1302633,20,222970,237296,20,258786,292247,60782,274645,248928,1413164,485780,130860,241003,2384752,2669476,23694373,92992391,95379256,1667865,524454,1311921,20,234064,262036,20,275521,315405,79195,284913,262422,1413164,485780,130860,273076,2472268,2741042,23939593,93060264,95482601,1810597,608718,1346575,20,259266,269055,30,303137,340856,93281,314028,274534,1413164,485780,130860,293520,2573530,2896313,24264070,93260203,96001480,2021465,630889,1378363,40,265879,325217,31,333964,351076,100775,331429,297737,1413164,485780,130860,299991,2721682,3042742,24618340,93571605,97137237,
166.000000, 512.000000, 512.000000, 2192.000000, 0.995834, 0.008362,4617631,1064283,2662208,20,504288,493694,84,675515,645950,206265,684078,594227,3147780,1070988,282255,1364402,5381697,6002258,74547469,314101437,300189133,4079728,988877,2561858,20,472989,474542,20,585967,613578,167178,554169,572432,3147780,1070988,282255,1145926,5013543,5482204,72980885,313617359,299108767,4233619,1019524,2591232,20,475694,476706,20,611093,621112,178608,568685,573514,3147780,1070988,282255,1182012,5228488,5707238,73459255,313793643,299722013,4575123,1056231,2630589,20,488177,487536,20,641919,636394,199171,676613,584038,3147780,1070988,282255,1352370,5376415,5890679,74345168,313969326,300304814,4946290,1077961,2699080,20,519575,507091,30,723379,659182,207341,778711,589203,3147780,1070988,282255,1410723,5553305,6370226,75409108,314311234,300587253,5500448,1178916,2845439,20,599021,531216,631,864790,733528,332852,862345,664791,3147780,1070988,282255,1735569,5787856,6529038,76950280,315189598,301222571,
167.000000, 434.000000, 434.000000, 4710.000000, 0.979815, 0.025006,2886157,1176194,2719571,21,353068,362352,22,481563,462382,143678,427025,410635,2262012,809818,236926,576895,5057468,5556733,44993662,196338147,189217099,2619934,1137481,2685695,20,348621,357477,20,439337,449426,95466,406126,402510,2262012,809818,236926,397951,4824596,5297254,44183045,195738545,188654958,2776452,1139213,2697157,20,349863,357758,20,463932,459214,129939,408450,405655,2262012,809818,236926,412448,4960466,5460895,44674908,195943833,188995293,2811727,1147805,2714764,20,351481,360322,20,481274,465335,139641,410764,407794,2262012,809818,236926,569816,5056617,5559256,44887944,196331044,189267528,2965279,1228788,2733002,20,357436,361895,21,492014,467028,145017,463241,409612,2262012,809818,236926,682795,5156666,5668698,45105109,196664176,189489411,3312597,1265947,2774018,30,357898,373998,31,546134,473610,235302,470725,429329,2262012,809818,236926,809137,5335996,5821879,46713865,197169505,189579467,
168.000000, 32.000000, 32.000000, 126.000000, 0.937500, 0.123047,7633,12204,19217,20,2286,2225,20,3632,3602,578,2837,2721,12420,5464,2200,1497,33732,36540,28709,83978,86428,7003,11701,18333,20,2174,2134,20,3326,3566,531,2705,2635,12420,5464,2200,1272,30726,34273,24916,83183,83594,7354,11852,18955,20,2244,2174,20,3556,3587,541,2755,2655,12420,5464,2200,1333,32119,35606,25537,83363,83814,7564,12222,19105,20,2274,2224,20,3601,3601,566,2860,2700,12420,5464,2200,1458,33887,36091,26609,83989,84274,8115,12382,19656,20,2284,2244,20,3666,3607,621,2885,2765,12420,5464,2200,1693,35014,37379,28633,84485,84685,8245,13104,20207,21,2605,2365,21,4118,3657,651,2946,2896,12420,5464,2200,1814,36647,39612,43440,84906,106596,
171.000000, 207.000000, 207.000000, 572.000000, 0.983524, 0.013349,579759,300303,624932,28,84009,100004,25,130131,114536,26083,117077,112310,515020,183910,53245,75495,1073512,1259537,5807473,22853828,22059912,498065,215797,498146,20,81711,80007,20,100966,105173,21079,101526,92059,515020,183910,53245,59279,961156,1005969,5306321,21054742,21590437,519986,225424,533500,20,82051,81449,20,115222,108139,21690,102999,93862,515020,183910,53245,60071,1003764,1099650,5363797,21267473,21847690,566371,279638,582115,20,83483,81950,20,125184,109942,27180,109341,95485,515020,183910,53245,64093,1065047,1335625,5808409,21325329,22149854,577371,390297,658430,40,84025,130139,30,140027,118107,29664,135029,122094,515020,183910,53245,74527,1108798,1398039,6083029,21557766,22215775,816089,420192,1004335,50,89124,133836,50,188246,142652,32190,153592,161958,515020,183910,53245,150316,1260737,1465333,6357993,34093062,22472287,
172.000000, 59.000000, 59.000000, 312.000000, 0.910945, 0.089629,31460,41152,76928,21,7643,7919,20,11595,11049,1859,9161,9060,42012,18922,7549,5037,109229,120774,151764,567736,563119,28543,38050,71562,20,7514,7804,20,9988,10850,1683,8957,8836,42012,18922,7549,4227,101647,118217,141350,544090,550331,30205,39543,74507,20,7554,7855,20,10789,10990,1723,9077,9006,42012,18922,7549,4258,108629,118298,144105,560710,555581,31663,41441,77146,20,7594,7905,20,10875,11040,1873,9146,9046,42012,18922,7549,4317,110007,119288,150501,567623,557995,32279,42638,78404,20,7614,7975,20,11070,11110,1954,9217,9167,42012,18922,7549,4719,111314,120732,154544,578524,560270,34263,44000,83744,30,8175,8045,20,16640,11270,2064,9477,9217,42012,18922,7549,10790,113198,130961,176174,582260,595004,
173.000000, 137.000000, 137.000000, 411.000000, 0.981778, 0.021898,181386,116971,235929,23,39240,39017,21,52419,54139,11345,48922,45365,225780,81738,24405,26438,456597,541246,2737860,6601314,6685740,169401,103921,227819,20,36567,35365,20,45904,48730,9307,44792,41496,225780,81738,24405,22492,441882,490081,1592857,6027497,6282225,171194,106155,229121,20,36858,36196,20,46996,48980,9698,44862,41676,225780,81738,24405,23513,448555,494669,1622582,6172373,6296671,180677,107147,233158,20,37088,36522,20,50222,49771,10013,45223,42122,225780,81738,24405,24310,455998,505478,1677613,6184745,6358264,186704,111014,239049,30,37289,36728,20,53127,50983,11371,46695,42969,225780,81738,24405,26328,466637,539221,1999094,6216083,6424897,197944,197974,261541,30,56384,62926,30,65761,93522,19345,65841,72053,225780,81738,24405,41516,469903,805350,11811576,9517189,9530244,
174.000000, 425.000000, 425.000000, 1339.000000, 0.994065, 0.007413,2510654,837163,1994551,22,364858,342191,26,432738,445020,148618,424868,382483,2169204,743260,198903,510337,4025960,4495084,43898767,174929635,181597528,2225119,756931,1876709,20,343541,328543,20,400626,421945,111345,409603,374889,2169204,743260,198903,383686,3625182,4049161,43686271,174362453,180853440,2237952,757522,1902737,20,347118,329996,20,404293,428968,124189,414321,375560,2169204,743260,198903,412558,3836530,4406467,43774243,174615507,181379127,2472789,799714,1915445,20,350724,330342,20,423123,432014,132653,416500,378200,2169204,743260,198903,499182,3970948,4581995,43879436,174883129,181672305,2775571,882181,2128271,20,356094,332601,30,453985,439117,163450,418058,383635,2169204,743260,198903,604411,4162860,4667257,43981925,175191596,181826128,2928612,1044299,2252629,40,472950,432074,50,490111,508014,228520,465315,417748,2169204,743260,198903,678747,4580547,4745050,44282197,175858922,182046654,
175.000000, 225.000000, 225.000000, 1308.000000, 0.972978, 0.025837,644764,386982,805760,21,117754,107466,22,165580,146065,29642,129997,151888,608404,223908,67929,89382,1265408,1419571,7129759,28719708,27692401,597368,319627,741673,20,94343,97819,20,122616,129548,25086,115191,117035,608404,223908,67929,67534,1198102,1317722,6885233,28412383,27444744,615761,351736,779323,20,98251,99724,20,137653,130820,25157,115953,120662,608404,223908,67929,70970,1255407,1364738,6965500,28503350,27695645,647800,379472,798066,20,126307,100469,20,168038,142932,30220,133625,153282,608404,223908,67929,89074,1265325,1444174,7123966,28563881,27724865,677525,403963,846746,20,135660,108900,20,174871,160926,31568,136010,171315,608404,223908,67929,92711,1284380,1472295,7174565,28779919,27759924,684478,473310,868366,31,137232,144656,30,215586,168229,36226,156458,199447,608404,223908,67929,141721,1338741,1506088,7506044,29786398,27873963,
176.000000, 936.000000, 936.000000, 3600.000000, 0.997863, 0.004109,19409652,3258626,8380276,22,1579089,1620170,24,2215473,2100201,759860,1927851,1812754,10516900,3543720,913172,3937098,19165185,20785587,444323810,1906993127,1835527956,18551642,3041789,8076933,20,1545160,1564085,10,2042394,1999364,606384,1807842,1763500,10516900,3543720,913172,3721819,18696358,20162001,438461502,1902373115,1829650765,19255325,3092233,8113430,20,1554777,1573392,20,2125747,2048404,654503,1901444,1770194,10516900,3543720,913172,3755882,18823521,20262977,438779326,1903898839,1830886755,19486535,3232595,8319909,20,1568983,1595997,20,2174385,2070529,765561,1929565,1805462,10516900,3543720,913172,3868308,19056340,20709537,440801858,1905478651,1833177751,19636686,3371155,8531158,20,1606512,1643240,30,2248863,2136797,839944,1980069,1842246,10516900,3543720,913172,4061144,19248022,21232088,442564753,1908786801,1835527264,19841923,3699619,8955908,30,1627241,1741140,40,2630724,2284958,971836,2027837,1900914,10516900,3543720,913172,4440811,19932580,21498357,470593731,1916472014,1855388161,
177.000000, 1009.000000, 1009.000000, 3937.000000, 0.998018, 0.003867,24861174,3812361,9576494,23,1993366,1846531,47,3184219,2458161,829060,2338283,2103540,12221012,4114726,1058290,6573236,22439884,24775802,566211735,2283338560,2362571641,23214601,3466190,9423668,20,1925689,1806370,20,2917101,2376658,685500,2285359,2068901,12221012,4114726,1058290,5947790,21512373,24374683,556361646,2273879586,2359716005,23788064,3628889,9460756,20,1933323,1831636,20,2945483,2401673,752483,2305287,2082577,12221012,4114726,1058290,6241129,22252293,24379091,558075404,2276622115,2361166748,24022901,3698161,9582494,20,1959391,1844895,20,3096104,2429309,810819,2334084,2096012,12221012,4114726,1058290,6570154,22380718,24610335,559912921,2282591875,2361812002,24394019,3920765,9675851,21,1974829,1857493,40,3229825,2455613,920882,2377249,2126618,12221012,4114726,1058290,6924505,22623314,25066695,575395944,2287928803,2363712210,32864774,4401258,9741802,40,2338528,1897728,171,4116795,2767676,1024102,2386065,2156543,12221012,4114726,1058290,7143338,23132009,25848542,596102185,2295640134,2366971769,
178.000000, 1089.000000, 1089.000000, 4225.000000, 0.998163, 0.003563,27620594,4619864,12248409,21,2191542,2124534,31,3077734,2916076,892929,2690860,2468160,14235412,4789446,1229374,7601344,26898899,29498130,726465276,2857640673,2938566148,26413169,4182737,11852521,20,2124885,2066016,20,2742179,2820534,809458,2608444,2383279,14235412,4789446,1229374,6993642,25856165,27822770,721441570,2845018486,2932950988,27483656,4292408,11914515,20,2130435,2080413,20,2935795,2840650,814617,2628690,2389492,14235412,4789446,1229374,7351309,26424931,29024347,722336133,2851562772,2934758108,27642107,4378922,12222856,20,2145127,2102694,20,3015556,2889319,883784,2692447,2401823,14235412,4789446,1229374,7469265,26899463,29436024,724088043,2854549450,2935682528,27913607,4924580,12562175,20,2178013,2118363,20,3125564,2947125,907468,2744704,2596241,14235412,4789446,1229374,7893286,27150484,29925774,724927586,2866940091,2938372521,28277315,5662997,12836990,31,2421199,2282074,130,3790746,3080521,1093409,2798493,2638409,14235412,4789446,1229374,8425815,28137708,31664118,753801917,2874015352,2957013407,
179.000000, 1440.000000, 1440.000000, 5472.000000, 0.998611, 0.002639,52735978,7423947,20708210,21,3809966,3723021,75,5500500,4988759,1737338,4744477,4366881,24888964,8354904,2131179,11580162,53806934,58494348,1885975470,6637707337,6830094543,51297648,7279187,20462684,20,3718193,3659866,20,5000990,4745661,1530332,4546355,4161928,24888964,8354904,2131179,11183492,50638478,54964427,1856694211,6551397989,6752814488,52136861,7333597,20572685,20,3781970,3670134,20,5168919,4909142,1545661,4631652,4225435,24888964,8354904,2131179,11303172,52495179,55598763,1864689024,6560092237,6766800280,52924578,7403235,20676146,20,3805538,3734277,25,5274247,5008970,1731427,4677280,4319178,24888964,8354904,2131179,11418884,53185839,57260436,1888245133,6641190214,6833699714,53116661,7456994,20739834,20,3841430,3752757,131,5440177,5066541,1886698,4818034,4526879,24888964,8354904,2131179,11737810,54719657,59838274,1906595264,6714329244,6893393960,54860636,7730957,21123247,30,3921818,3780618,300,7193489,5178076,2040380,5158290,4709263,24888964,8354904,2131179,12236066,59103904,66663356,1909943426,6716582336,6896113606,
180.000000, 1180.000000, 1180.000000, 4465.000000, 0.998305, 0.003207,34342467,5540928,14679704,24,2578146,2637269,60,3812661,3504918,1125402,3049082,3068551,16713524,5619184,1439315,7879967,33454094,35716556,958128542,3882148222,3709001662,33629230,5178176,14223078,20,2501026,2538716,20,3465598,3358051,960676,2920396,2917711,16713524,5619184,1439315,7036201,32757417,34813756,951777594,3874709359,3699982397,33699378,5328963,14288678,20,2519921,2549706,20,3514699,3450190,981363,2949060,2959548,16713524,5619184,1439315,7682117,33058842,35253014,953458021,3877162428,3703964736,33868284,5347697,14699763,20,2545488,2593240,25,3792069,3510466,1029627,3015882,2996296,16713524,5619184,1439315,7722246,33266207,35550650,957129158,3881329345,3705117324,34191844,5659911,14938653,30,2580642,2618372,51,3909605,3540126,1103919,3095449,3242909,16713524,5619184,1439315,8177938,33756303,36487172,962527188,3886936680,3710701646,37473114,6487612,15482943,40,2875174,2957755,251,4682896,3631794,1868083,3312898,3348543,16713524,5619184,1439315,8646791,35368005,36751307,968009954,3892603393,3729400839,
181.000000, 1377.000000, 1377.000000, 5185.000000, 0.998548, 0.002735,47851761,7011390,19182286,20,3430834,3457776,24,4964143,4580149,1480931,4002563,3985564,22759060,7642374,1951056,12880782,47163183,49992141,1632016018,6121254405,5831226131,47237567,6794957,18796643,20,3372618,3421047,20,4632723,4409313,1306902,3906739,3832413,22759060,7642374,1951056,12327154,45348115,48313214,1609717588,6112577827,5822020255,47485003,6808691,18933263,20,3379300,3441424,20,4732517,4502533,1437081,3936354,3881904,22759060,7642374,1951056,12715577,46617859,49188482,1617280686,6115483748,5827559676,47678503,6840320,19139102,20,3391387,3459363,20,4764375,4578794,1483321,3967356,3905797,22759060,7642374,1951056,12921100,46823281,50065955,1621454772,6117984583,5829578535,48270375,6936887,19308733,20,3418863,3474355,20,4838361,4657579,1549547,3986075,3982659,22759060,7642374,1951056,13071000,48109380,50837373,1644144172,6128810869,5833707673,48755897,7896752,19933291,20,3755271,3495093,40,6650241,4744268,1654470,4414643,4547847,22759060,7642374,1951056,13267532,50307640,51710117,1667171138,6135655167,5843287959,
182.000000, 1138.000000, 1138.000000, 4294.000000, 0.998243, 0.003316,31109061,4920003,13417545,21,2437276,2306879,32,3355290,3166009,991630,2902342,2677588,15545084,5227996,1340358,7040099,30544859,32418441,833692430,3265594735,3382391705,30401057,4677204,12857608,20,2396885,2271013,20,3001266,2963636,880879,2835070,2597994,15545084,5227996,1340358,6676880,29548360,31103018,827910846,3251803037,3374488733,30791365,4735623,13080558,20,2404759,2285841,20,3167581,3036931,919860,2844478,2609595,15545084,5227996,1340358,6950312,29903743,31442872,830715690,3260941120,3377115210,31133709,4806618,13222930,20,2416891,2299430,20,3307448,3110586,989178,2863698,2622383,15545084,5227996,1340358,7078563,30157139,32647340,833117789,3263491712,3379463385,31484869,5017360,13316822,20,2478695,2331024,21,3402332,3172720,1061722,2895581,2669836,15545084,5227996,1340358,7214307,31271828,32958436,834628541,3274439445,3384635139,31798385,5505498,15786711,30,2516916,2366930,121,4333283,3746235,1152177,3266103,2888749,15545084,5227996,1340358,7221552,32412013,33858842,843591542,3276585959,3400649809,
183.000000, 1141.000000, 1141.000000, 4303.000000, 0.998247, 0.003305,32277702,4882125,15866121,21,2500833,2369001,32,3507610,3184791,1076497,2972276,2758209,15627140,5255470,1347184,8746796,31543685,33365010,859754375,3330962436,3459181043,30980493,4713542,13290323,20,2474607,2329280,20,3232170,3038183,877473,2940453,2659818,15627140,5255470,1347184,7626446,30339254,31964761,853268145,3283553223,3412084844,31432313,4797386,13402379,20,2481841,2346743,20,3311816,3146773,969111,2955591,2704700,15627140,5255470,1347184,8641570,30772490,32541621,854294060,3333665293,3461448979,31742027,4866848,13689226,20,2499132,2357417,20,3432884,3173997,1078983,2975157,2725639,15627140,5255470,1347184,8829450,31190162,33051623,857571869,3335671144,3464750751,32302953,4906577,13963009,20,2522135,2373923,20,3513186,3229124,1128274,2986839,2777765,15627140,5255470,1347184,9057575,32381607,34567874,858515397,3337992996,3466235876,36555297,5179248,35874947,31,2532754,2474057,120,4335537,3368520,1400293,3004882,2982110,15627140,5255470,1347184,9120631,33641463,34714264,888341949,3339380616,3469003271,
184.000000, 1349.000000, 1349.000000, 5225.000000, 0.998517, 0.002871,44977018,6567893,18257818,20,3273647,3322541,40,4809379,4391203,1449245,3827650,3793528,21843012,7335886,1873677,12136383,45161818,48689253,1517831750,5730343115,5486589536,43517741,6463759,18136990,20,3223293,3283314,20,4366664,4307296,1215785,3777842,3726068,21843012,7335886,1873677,11386164,42154456,45965390,1496281869,5724051450,5473926901,43589584,6529580,18198934,20,3249732,3290847,20,4543619,4319809,1356603,3802398,3744942,21843012,7335886,1873677,11881895,42838304,47481576,1505434549,5725698527,5479772003,43931391,6552681,18214923,20,3262746,3317391,20,4574431,4381753,1458875,3824769,3760996,21843012,7335886,1873677,12144557,44784605,48002137,1517114718,5729202522,5483704815,44538968,6592174,18303727,20,3298101,3343724,30,4910404,4428448,1502632,3855394,3825860,21843012,7335886,1873677,12342000,47825217,50146634,1531375911,5732077399,5490947329,53815677,6735106,18533890,21,3335189,3382045,201,6314163,4584005,1781193,3901390,3977991,21843012,7335886,1873677,12746464,48222047,51526680,1547919512,5741851300,5508245939,
185.000000, 9.000000, 9.000000, 50.000000, 0.777778, 0.617284,916,2011,2773,20,269,245,19,674,599,108,419,371,1012,726,429,242,4461,5241,2245,2373,2301,761,1703,2585,20,210,210,10,481,441,80,350,300,1012,726,429,190,3867,4118,1623,2254,2214,871,1823,2725,20,221,210,20,621,531,90,361,310,1012,726,429,200,3967,4338,1723,2304,2234,896,1883,2755,20,225,211,20,646,601,95,391,340,1012,726,429,210,4153,5079,1903,2335,2269,931,2024,2816,20,251,231,20,782,621,120,431,391,1012,726,429,221,4859,5490,2064,2374,2314,1122,2665,3046,20,631,441,20,832,842,160,691,671,1012,726,429,531,5931,8545,5631,2725,2605,
186.000000, 11.000000, 11.000000, 76.000000, 0.818182, 0.628099,1787,3425,5174,25,519,519,26,1039,1147,199,765,784,1500,970,541,430,8044,8827,4417,5277,5189,1253,2294,3677,10,290,311,20,561,541,120,461,491,1500,970,541,261,5060,5430,2494,3977,3837,1352,2434,3767,20,300,321,20,672,791,121,511,511,1500,970,541,271,5279,5681,2835,4047,4017,1473,2730,4092,20,310,335,20,796,826,146,556,591,1500,970,541,280,5715,6131,3131,4102,4068,2424,4869,7283,40,731,811,40,1663,1853,260,1192,1142,1500,970,541,571,13174,12684,5350,7604,5991,3105,6091,8105,40,1402,1163,40,1914,2114,371,1543,1563,1500,970,541,1072,15188,19085,11771,8585,8476,
187.000000, 991.000000, 991.000000, 6027.000000, 0.996981, 0.006137,24354777,4039036,10076960,22,1914931,1830406,43,2664386,2504054,807361,2290137,2111610,11788940,3982749,1033215,6444620,24256742,25903820,545522114,2204451448,2289021742,23386988,3883416,9728748,20,1888350,1786182,20,2480128,2408957,673968,2237071,2030051,11788940,3982749,1033215,5624717,22848047,24295547,538053801,2198642213,2285962410,24120716,3929901,10000698,20,1897167,1811379,20,2525772,2424305,723199,2243042,2045649,11788940,3982749,1033215,6312020,23595681,25278223,540447831,2201470841,2286693383,24496667,4007945,10038948,20,1915474,1821562,20,2579605,2448810,768647,2260684,2084386,11788940,3982749,1033215,6379142,23983534,25676800,541129223,2204250058,2288313941,24596220,4128697,10170861,20,1928524,1832007,30,2645451,2633820,933696,2347354,2175147,11788940,3982749,1033215,6761496,25324969,26365181,543220426,2206393297,2290889203,25517373,4257063,10424467,40,1944263,1965953,130,3216892,2662573,1014825,2398327,2261135,11788940,3982749,1033215,7229125,25997756,28006728,578732947,2213389584,2293675615,
188.000000, 131.000000, 131.000000, 536.000000, 0.962007, 0.031234,230509,176530,330449,22,42038,45837,23,63576,57172,11710,53248,54446,206460,79240,25801,30070,506764,538816,1587350,5598487,5712968,210828,154314,308466,20,33642,34113,20,40634,44992,8726,41787,39272,206460,79240,25801,20557,481585,496282,1499556,5391999,5583601,217991,162919,313065,20,34884,39563,20,48309,47147,8826,49291,40804,206460,79240,25801,21539,493437,530345,1508081,5529712,5665591,226942,167553,330096,20,37042,44316,20,64589,52496,11395,53022,48644,206460,79240,25801,23698,507858,533215,1521751,5565077,5698181,235653,192714,342690,20,49591,55181,30,77362,61032,14296,60501,70730,206460,79240,25801,37820,516690,555200,1589912,5572701,5723087,270998,216308,357187,30,55993,60181,31,81650,89635,15839,63116,76421,206460,79240,25801,48980,533240,583232,2063402,6113415,5898139,
189.000000, 3937.000000, 3937.000000, 25407.000000, 0.998110, 0.001639,517637711,71668088,185160832,21,29229357,27948533,25,54904941,39436452,11149215,34842448,32112580,186015380,62443740,15902839,155856320,834886520,859452391,39472331171,136938788123,141639115948,505331177,64995770,179984053,20,28467484,27160813,20,51738970,37395931,10579923,33857589,31427844,186015380,62443740,15902839,150980963,813208478,836079526,38887303658,135068891056,139668717622,515438775,69791073,182587125,20,29187968,27563573,20,54818468,39025526,10957367,34612637,31802802,186015380,62443740,15902839,153847781,816880014,850862994,38995316129,135323867159,140199051182,518405216,72790390,184976505,20,29385770,27865908,20,55332948,39355217,11116378,34899769,32085281,186015380,62443740,15902839,154426520,836884029,857562125,39665570459,137615641267,142291063490,522082845,74106703,188724483,20,29450150,28419376,30,55903953,39805430,11313581,35006289,32378231,186015380,62443740,15902839,155527819,850267930,867640075,39778059702,137781461014,142378091184,525768479,75898938,188851026,30,29487649,28732160,41,56454835,41234475,11665427,35486392,33133558,186015380,62443740,15902839,170025202,855338077,891089838,39892323983,137944118182,142710816404,
190.000000, 511.000000, 511.000000, 2796.000000, 0.987393, 0.010708,4616109,1359623,3390491,23,482750,492894,24,668271,650102,198095,562810,586758,3135500,1095480,304860,1234520,6201948,7038398,73966147,320425415,309305474,4185011,1317562,3337453,20,473090,489088,20,605403,628986,153542,555751,555211,3135500,1095480,304860,916083,5824084,6458469,72896510,319481461,306924305,4379187,1328100,3352751,20,477988,490362,20,630639,633985,175502,560310,562133,3135500,1095480,304860,1003303,6036543,6835581,73524223,319966612,307172461,4541771,1350992,3375067,20,482461,491899,20,656010,637882,188907,561817,580316,3135500,1095480,304860,1287866,6193772,6997324,73591792,320218099,307667496,4945368,1394702,3390570,20,486164,494178,20,686411,646147,218111,565780,598139,3135500,1095480,304860,1378704,6333409,7120966,74925488,320970307,307844136,5289530,1423476,3575060,50,495270,500089,50,752202,761329,255028,570428,658390,3135500,1095480,304860,1636167,6663956,7970748,75750614,321532320,325461681,
