Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSC Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSC InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSC Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSC Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSC Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSC Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSC Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSC Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSC Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSC Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
324,2961,2961,14585,0,0.001664,72616,176280,1217504,1696562,453390,9358,10139,11351,46206,55004,5501,6231,7744,49744,6222,10079,15009,17282,50334,21961,186868,186892,328136,234561,186868,23935,21862256,1174182,1236800,41959,46094787,78449794,77186324,189384417,85100048,6753,9668,11472,44544,25198,5370,10570,21971,44574,6151,9377,9507,12834,44153,6332
324,2961,2961,14585,0,0.001664,90940,176831,1235377,1786882,458971,9518,10259,20418,45826,54773,5491,6332,5941,47369,6312,12473,14547,14307,50024,35787,186868,186892,328136,234561,186868,23975,21438622,1227733,1415826,39805,46139641,76448350,78148699,184799358,84860989,5040,10419,18685,44694,25467,2414,9778,10820,44354,6242,10370,9558,10099,43993,5129
325,900,900,4380,0,0.005407,20118,47209,375865,521509,141194,2836,3006,2945,13746,16451,1773,1873,1693,14096,2004,2826,4167,5680,15809,6252,56164,56188,98904,68898,56164,7283,2042240,309291,374232,12303,3826597,8310969,8905594,18665800,4450557,16872,9287,3947,13475,7804,1443,2886,2966,13726,1763,2855,2856,2956,13866,1573
325,900,900,4380,0,0.005407,21080,49202,351409,494156,207920,2835,3126,5220,13615,16381,1773,1884,1733,14227,1923,2755,4188,4388,15730,6973,56164,56188,98904,68898,56164,7514,2022534,307587,374512,12644,3833982,8480857,8557210,18424357,5161200,1693,8967,2344,13716,7654,812,2896,3647,13876,1794,2816,2855,3286,13636,1583
325,900,900,4380,0,0.005407,23664,48781,355156,494367,155331,2835,2835,2895,13926,16290,1793,1873,1684,14177,1874,2986,4098,4418,15799,7353,56164,56188,98904,68898,56164,7524,2052099,302187,384181,11792,3863206,8425634,8956910,18379854,4329240,1603,3025,3657,20117,7775,742,2905,2905,13666,1443,2835,2886,3266,13555,1473
325,900,900,4380,0,0.005407,20879,48822,354445,488717,140934,2825,2856,2965,13756,16551,1783,1874,1713,14167,1884,2745,3997,4398,15590,6452,56164,56188,98904,68898,56164,7183,2000432,334297,374613,13215,3931884,8840532,8437977,18884170,4471497,1813,3026,2345,13465,7494,1323,2885,3126,13696,1433,2956,2835,2906,13766,1854
325,900,900,4380,0,0.005407,26871,47149,356619,498846,142107,2805,2805,3437,13956,16801,1813,1874,1684,14337,1894,2695,4138,4298,15690,6462,56164,56188,98904,68898,56164,7294,2036410,309631,381656,12944,3831747,8322019,8382212,18441560,4334810,1623,3076,9127,13525,7755,742,2975,2865,13997,1453,2825,2846,2845,13815,1473
328,882,882,3354,0.029035,0.004311,17222,47409,276419,382037,108914,2715,2875,4288,13976,14868,2605,1453,2464,14728,1473,3407,4358,6202,15258,6753,43780,43804,79848,54038,43780,7885,1446854,249869,298590,9097,3257710,5376454,6244062,12813143,4100370,20058,9888,4148,14186,9017,1112,2885,2675,14447,1502,2886,3106,2765,13966,1152
328,882,882,3354,0.029035,0.004311,18274,46187,258645,373570,157967,2705,3817,5781,13706,14878,2534,1453,2355,14346,1503,3146,4779,5420,15108,6783,43780,43804,79848,54038,43780,7815,1459638,247745,296115,11161,3300250,5383488,5799408,12769812,4605118,2675,9477,2746,20639,8526,571,3176,2755,13996,1283,2815,2946,3276,13866,1142
328,882,882,3354,0.029035,0.004311,19326,45365,269004,376487,128111,2605,2735,4138,14156,15068,2554,1453,2374,14297,1502,3196,4759,5480,15409,7334,43780,43804,79848,54038,43780,8506,1435432,246693,299392,11041,3262118,5475721,6334712,12828342,4182815,2675,3196,4729,22462,8365,661,2835,2585,13916,1122,2845,3025,3867,14046,1122
328,882,882,3354,0.029035,0.004311,17092,44954,269145,377538,111259,2685,2796,4368,13826,15088,2535,1473,2315,14417,1463,3236,4378,5260,15859,6783,43780,43804,79848,54038,43780,7935,1433378,255159,303118,12764,3379829,5934671,5817652,13215899,4087788,2594,3196,2825,14047,8415,1473,3236,3136,14076,1804,2866,3396,2715,13866,1132
328,882,882,3354,0.029035,0.004311,23765,44714,272832,384932,111820,2675,2504,4609,14016,14858,2565,1463,2595,14477,1433,3126,4819,5430,15840,6352,43780,43804,79848,54038,43780,8946,1457343,249558,310282,10550,3255226,5430616,5786804,12725819,3953405,2866,3327,10079,14197,8806,661,2806,2855,14387,1122,2785,2926,2615,13726,1112
329,480,480,17088,0.092341,0.074167,72867,207900,2118854,3107158,541496,10820,11211,15850,84598,52188,6212,7244,6202,84678,7234,9558,11802,18515,89118,21912,206980,207004,261636,187952,206980,35377,7548678,1712122,2147878,40425,4687331,7005340,7504436,34378522,3068105,9719,27581,8406,83987,15509,8556,10860,9558,84078,6652,10840,10881,9949,80732,5490
329,480,480,17088,0.092341,0.074167,85540,214382,2087325,2991751,544752,10891,10780,16331,83858,52508,6122,7253,6121,85420,7283,9498,11682,18245,89097,21952,206980,207004,261636,187952,206980,26269,7220203,1723092,2176202,35516,4684988,7031419,7485300,34250772,3273169,8867,27432,8886,84037,15429,4669,10910,9498,83126,5590,10860,10880,9888,81523,5491
329,480,480,17088,0.092341,0.074167,70652,209964,2090050,3033760,549831,10840,10760,15850,87845,54973,6201,7183,6221,86011,7304,9267,12343,18364,95308,22583,206980,207004,261636,187952,206980,26219,7509134,1700841,2187644,35927,4682433,7010980,7590738,36262406,3005467,7675,26469,8626,84118,15399,2745,10980,9397,83897,5450,10920,10951,10028,80622,5470
329,480,480,17088,0.092341,0.074167,73919,212459,2074050,3015446,547066,10870,10911,15660,86202,52588,6121,7243,6232,101279,7264,9248,11882,18425,90169,21971,206980,207004,261636,187952,206980,25137,7468348,1712452,2170010,37952,4738729,7218359,7388337,35632584,3139158,7725,26310,8126,81443,15509,2935,10891,12864,89678,5450,10911,10840,9849,83406,5550
329,480,480,17088,0.092341,0.074167,70683,214271,2073228,3028050,547628,10861,11842,15600,90891,53049,6192,7254,6142,85921,7263,9107,12023,18114,90941,21831,206980,207004,261636,187952,206980,25708,7368982,1707192,2173256,35707,4696960,7025367,7359784,37577903,3042807,7794,26650,9157,81904,15409,2746,11071,9458,87665,5420,11001,10980,9518,74459,5491
330,480,480,17088,0.071755,0.074167,66655,204474,2032332,3075078,512040,10390,10960,14036,79118,49593,6082,6893,5931,82465,7014,9378,11181,17353,82795,21791,206980,207004,265476,191100,206980,34114,7164007,1666585,2088277,34074,4582074,6804623,7280305,34483990,3069447,9027,26640,8476,75942,15699,5010,10429,9127,79288,6542,10470,10550,9578,76173,5270
330,480,480,17088,0.071755,0.074167,69871,198312,1984563,2890822,512060,10529,10259,14247,77335,51126,5841,7043,5981,81233,6963,9007,11451,18064,80902,21090,206980,207004,265476,191100,206980,25658,7193813,1662819,2100240,35026,4532391,6842504,7038181,34599246,3277998,8126,26490,8055,77986,14868,2675,10570,9278,76443,5150,10390,10440,9638,76594,5390
330,480,480,17088,0.071755,0.074167,68328,200166,2013005,2885973,518963,10380,10289,14177,78678,49683,5981,6823,6041,81052,7003,9297,11312,18595,82615,21130,206980,207004,265476,191100,206980,25388,7167343,1614949,2105829,34164,4543091,6840280,7325099,34271411,2878860,7273,25087,8225,79539,14748,2625,10360,9177,77966,5210,10379,10480,9518,76663,5290
330,480,480,17088,0.071755,0.074167,67997,200836,1988630,2905770,517350,10410,10229,14076,78207,50585,5801,6923,6131,82385,6862,8897,11191,16872,82224,20909,206980,207004,265476,191100,206980,24376,7118051,1672697,2084359,36108,4584329,7053670,7119022,35530052,2897955,7414,25167,7935,77636,15178,2966,10479,9197,80241,5129,10410,10490,9578,78367,5280
330,480,480,17088,0.071755,0.074167,68749,197951,1963853,2912843,516749,10580,10540,14177,78567,50525,6001,7023,6021,81854,6973,8836,11611,16411,82505,21059,206980,207004,265476,191100,206980,24787,7204863,1676284,2111530,34545,4544654,6797981,7098575,34588515,2926610,7515,25388,9538,78447,14938,2745,10500,9257,79048,5179,10510,10600,9287,70362,5260
331,2048,2048,12032,0.487305,0.002869,52288,145904,696065,928051,366186,7554,7915,8416,30878,41848,4158,5079,2564,28744,5059,6702,9788,15669,36599,16581,152580,152604,187416,121900,152580,20057,12672629,554510,784040,27963,22903579,39456627,41898356,98179269,54932043,4027,22663,11001,29516,18705,2926,7895,5350,31489,5090,7655,7925,4769,31089,3967
331,2048,2048,12032,0.487305,0.002869,51807,141205,689954,871795,470403,7604,8155,12203,30717,42159,4038,5080,3616,29024,5110,7304,10539,11090,35757,18735,152580,152604,187416,121900,152580,21270,12624419,563607,667922,36308,23145583,40782414,40612244,98564312,55228459,4017,22122,3597,28914,17884,2234,7604,11161,31099,6352,7885,7694,8426,31338,4368
331,2048,2048,12032,0.487305,0.002869,58870,141776,700875,886443,413496,7534,7504,7744,31780,41718,4268,4919,2645,28674,5070,6883,11051,10640,36618,18185,152580,152604,187416,121900,152580,21570,12510556,553929,697088,32311,24065178,39515246,41278995,98639693,55359434,3677,7985,11953,45125,17422,2535,7514,6082,31118,4378,7594,8495,9638,31098,4088
331,2048,2048,12032,0.487305,0.002869,54372,141946,697468,898966,394631,7735,8355,7865,31119,43261,4118,5129,3175,29175,7073,7424,14447,11392,36128,17142,152580,152604,187416,121900,152580,18755,12865521,596408,671710,25307,23858810,40164515,40182198,100098159,55462759,5360,8126,4258,29605,17814,4088,8266,11541,31389,4378,7885,7585,5421,31620,5440
331,2048,2048,12032,0.487305,0.002869,67116,140744,699412,890159,378430,7624,7704,13385,31379,42741,4067,5080,2515,29355,5491,8155,11231,10309,35787,18565,152580,152604,187416,121900,152580,19286,12516266,578075,675086,31800,23036007,39223579,40243182,98787880,55160912,4628,8316,9007,29756,18595,1903,8536,6923,30798,5240,8306,7654,4137,31559,3957
332,5000,5000,29600,0.49192,0.001184,130676,406743,1747588,2281769,921578,18715,19727,24586,75191,102071,10429,12383,6812,68739,12424,16902,23784,34464,87564,42630,375204,375228,458424,301534,375204,46417,75542912,1402831,2234652,61826,143638865,243884581,240446802,594116710,216987702,8485,21811,30557,72616,43552,9237,18345,19386,75882,11451,18585,18565,17052,75612,10079
332,5000,5000,29600,0.49192,0.001184,128030,382307,1723673,2123433,913152,18495,19777,31078,75772,101761,12062,12594,13736,68819,13425,18505,25118,27732,88065,42139,375204,375228,458424,301534,375204,48671,75086746,1447696,1784517,97603,141263891,237024183,243419739,587433596,213375777,10410,19676,19557,71324,42079,8686,19206,29205,74741,13205,19536,18555,28824,76053,11151
332,5000,5000,29600,0.49192,0.001184,142387,362540,1730505,2168507,905228,19667,18655,19506,77936,101720,11621,13295,8456,69139,12343,15850,24987,28162,89859,42840,375204,375228,458424,301534,375204,52478,74937906,1404154,1809554,81333,141189932,235321519,236260270,585397236,209543559,8146,20168,31510,72576,43021,4789,19046,22162,76854,11622,18635,20668,23714,74801,11131
332,5000,5000,29600,0.49192,0.001184,128240,362019,1684108,2137569,919024,18354,20007,18705,75803,103013,9688,12734,13916,68418,12233,18475,23404,39464,86954,41338,375204,375228,458424,301534,375204,45154,74366084,1422538,1694709,75512,138468327,233470807,232029375,583499407,207937567,14347,19246,9118,71093,43101,12403,20218,26429,76744,12053,18545,18635,9959,75391,13285
332,5000,5000,29600,0.49192,0.001184,166342,361708,1694298,2182523,918984,18434,19366,31789,75823,106840,10910,12313,6372,68799,12223,23034,28303,24556,89458,44003,375204,375228,458424,301534,375204,46207,75567718,1388764,1901707,76895,138189604,233577448,234930596,582906033,206288794,8326,21631,34625,71424,42920,5881,20118,14518,76824,13135,20017,19186,9699,76403,9588
333,968,968,5632,0.481405,0.006011,24937,67005,335739,427231,189195,3627,3707,3737,15078,20248,2074,2415,1183,14007,2445,3226,4789,6192,17473,8015,71460,71484,88376,56266,71460,10320,2898196,283882,348844,11061,4776790,8571347,7428744,22061279,5457005,1943,10900,4518,15529,8806,1413,3747,1954,15069,1873,3637,3798,1934,15098,1894
333,968,968,5632,0.481405,0.006011,25067,68930,316304,400882,227717,3607,3968,4689,14768,20228,2013,2394,1112,14146,2475,3196,5019,5029,17262,8035,71460,71484,88376,56266,71460,8917,2859994,286618,338144,15128,4810443,8670282,8673478,21969697,6048535,1853,10780,1753,14317,8626,941,3616,3096,14788,2435,3627,3626,2215,15089,1834
333,968,968,5632,0.481405,0.006011,27241,65943,337353,408546,197160,3646,3607,3677,15078,20077,2024,2415,1173,14016,2414,3436,4960,5000,18205,8576,71460,71484,88376,56266,71460,9788,2862599,282790,344376,11161,4801185,8747998,9286869,22014341,5854060,1864,3938,3517,21520,8576,1022,3657,1914,14888,1833,3617,3947,4940,15068,1864
333,968,968,5632,0.481405,0.006011,25668,68238,319670,409739,178165,3616,3867,3727,15008,20318,2094,2414,1132,13956,2415,3246,4829,5090,17533,7995,71460,71484,88376,56266,71460,8627,2872508,295654,333936,14037,4895602,9275458,8732118,22613054,5478366,2225,3947,1733,14257,8706,1854,3867,2915,15048,2044,3707,3637,1994,14998,2305
333,968,968,5632,0.481405,0.006011,31469,64091,321674,401223,181360,3647,3777,4429,15249,20077,2064,2464,1262,13976,2414,3386,5130,5040,18835,7675,71460,71484,88376,56266,71460,8917,2902545,289032,342563,15389,4805022,8653060,8738570,21909424,5384630,2014,3988,2344,14567,8706,932,4027,1964,15069,1823,3647,3607,1913,15038,1864
334,136,136,479,0.18076,0.025897,2855,13315,38513,44864,16601,421,400,741,1723,2204,451,231,370,1743,250,531,792,1493,2004,4379,6296,6320,10864,6489,6296,1724,47679,34565,33403,1684,57277,79650,157746,273072,57077,3306,2174,922,2184,1683,190,411,381,1833,371,410,411,361,1733,231
334,136,136,479,0.18076,0.025897,8927,5921,37190,44734,22442,401,380,812,1663,2165,340,230,310,1673,230,551,671,942,2014,3326,6296,6320,10864,6489,6296,1433,41959,31589,34675,1543,51066,102352,102672,263704,87574,380,1492,491,2875,1252,180,400,331,1673,200,401,391,451,1663,221
334,136,136,479,0.18076,0.025897,2615,5620,33834,44864,18765,351,390,601,1613,2104,351,230,331,1633,250,491,812,782,1954,3267,6296,6320,10864,6489,6296,1472,42319,30377,33783,1312,48100,80732,135133,259547,66645,450,511,641,2965,1142,120,381,311,1673,200,351,371,351,1663,200
334,136,136,479,0.18076,0.025897,2785,5601,34826,45375,17153,351,401,611,1653,2525,341,211,291,1613,220,461,641,802,2034,2746,6296,6320,10864,6489,6296,1102,48892,32571,32731,9147,48401,116398,104165,290104,65963,430,511,441,1683,1253,120,451,321,1683,331,391,391,321,1693,211
334,136,136,479,0.18076,0.025897,3466,5099,34816,44644,16772,361,361,611,1693,2134,351,321,301,1823,230,471,752,1052,1954,2745,6296,6320,10864,6489,6296,1153,42029,30848,34003,8816,48761,82575,103133,263915,66405,411,571,1382,1744,1212,121,391,381,1713,190,380,390,290,1673,201
335,496,496,1859,0.212366,0.007556,8747,20008,125174,150382,56516,1212,1363,1633,5830,7544,942,772,872,5931,792,1393,1964,2545,7044,3146,24296,24320,40588,25764,24296,3507,446197,115357,112901,4067,975780,1572980,1880207,3741929,1013591,9968,3978,1202,6162,4027,711,1222,992,6031,1122,1283,1242,1052,5851,721
335,496,496,1859,0.212366,0.007556,32020,19637,112852,150883,71805,1192,1162,1923,5760,7454,911,782,792,5871,791,1353,1934,2454,6693,2895,24296,24320,40588,25764,24296,3737,439495,99587,112330,4238,971432,1609118,1746506,3750685,1191174,942,4619,1122,9237,3888,330,1202,981,5711,611,1202,1203,1263,5761,621
335,496,496,1859,0.212366,0.007556,9037,19937,114435,152596,66124,1193,1213,1563,5771,7565,902,782,791,5962,802,1373,2184,2414,6903,3115,24296,24320,40588,25764,24296,3797,441698,100970,115207,4278,974117,1631299,1920021,3760022,1046513,872,1392,1653,10439,3958,321,1222,982,5861,621,1233,1232,1163,5971,662
335,496,496,1859,0.212366,0.007556,8596,19918,114735,152236,58119,1202,1213,1593,5691,7424,922,772,761,5871,791,1372,1904,2254,6662,2815,24296,24320,40588,25764,24296,3397,462307,101691,113923,32120,997772,1740775,1761434,3949878,1050179,1022,1383,1182,5891,3918,321,1173,1002,6001,591,1213,1202,962,5961,621
335,496,496,1859,0.212366,0.007556,12052,18685,114585,151945,57478,1172,1142,1583,5991,7484,942,822,801,5881,801,1343,1914,2325,6652,2855,24296,24320,40588,25764,24296,3567,439905,100809,114234,31369,971653,1583901,1751976,3794037,1030262,902,1413,4649,6081,3957,311,1252,962,5881,611,1232,1162,952,5731,631
336,5151,5151,20199,0.237947,0.000761,90590,276228,1493491,2028535,615845,12393,12754,22202,53450,74871,8185,8065,6913,55424,8206,14407,17823,34254,61115,28784,262996,263020,429216,289332,262996,42350,45899671,1048576,1430323,42801,122008173,212636209,221068997,454087326,255025306,6382,13546,29335,57948,38813,5721,12263,19898,56556,7945,12474,12233,18706,53541,6702
336,5151,5151,20199,0.237947,0.000761,91321,252724,1428830,1759199,595147,12183,13154,29686,53891,74821,9137,8145,13615,55815,8435,12533,17102,25268,61385,30768,262996,263020,429216,289332,262996,34705,46543229,1050661,1192437,52548,123393032,207458017,217959704,450741791,251733492,8015,40877,17783,55664,38182,6753,12273,27602,54482,8616,13295,12263,30146,54222,7615
336,5151,5151,20199,0.237947,0.000761,97252,243407,1439780,1818992,691928,12123,12443,14878,54632,75412,8847,8195,9318,54662,8236,11833,19417,25858,60964,31239,262996,263020,429216,289332,262996,37110,46441187,1044610,1211031,40386,119366078,205122246,224711819,453147984,247479443,6442,13004,33683,88636,38171,3266,12643,24316,54933,8646,12313,13976,25368,54251,7655
336,5151,5151,20199,0.237947,0.000761,91191,243647,1428429,1813180,613551,12253,13645,17242,53320,75782,7705,8105,13656,56756,8235,12664,17844,26761,61916,30227,262996,263020,429216,289332,262996,30578,45606241,1104081,1141551,42299,117512872,203293726,213319111,447740311,246459691,10540,12022,17172,54051,38863,7625,12995,28834,55895,11381,12403,12403,18264,54272,8456
336,5151,5151,20199,0.237947,0.000761,116819,247694,1398943,1774268,603892,12373,17183,29225,53511,75902,7765,8255,6813,56216,8085,15960,18695,20829,61425,31089,262996,263020,429216,289332,262996,32040,46194945,1044519,1267196,41307,118062793,205069657,213846038,449089652,245228200,6592,13796,31940,55414,39074,3536,13004,16341,55224,8786,13705,12403,9538,53921,6453
337,100,100,396,0,0.0396,2535,5690,30076,42169,14226,301,311,350,1232,1753,240,191,211,1303,210,391,601,712,1533,4138,5156,5180,9560,5980,5156,1212,33884,26179,34264,1834,29526,45897,70262,144191,31158,281,421,331,1312,952,150,311,320,1312,601,300,291,310,1223,290
337,100,100,396,0,0.0396,8997,4639,29005,41808,14147,270,291,310,1192,1583,211,200,190,1242,190,340,481,501,1463,2305,5156,5180,9560,5980,5156,1052,29164,28413,34104,1483,30587,47168,57809,145523,40667,190,321,391,1202,821,190,290,310,1203,161,301,291,420,1202,191
337,100,100,396,0,0.0396,2344,4498,29255,41618,12704,281,271,321,1152,1633,220,190,170,1202,190,401,711,481,1553,2445,5156,5180,9560,5980,5156,1132,29856,26169,34304,1292,30006,46448,65934,144641,30307,190,301,281,1192,821,90,291,270,1252,150,280,301,311,1222,170
337,100,100,396,0,0.0396,2434,4388,29635,41248,14207,280,281,301,1212,1693,200,180,150,1252,190,400,501,621,1674,2064,5156,5180,9560,5980,5156,872,35637,27882,33363,8726,30006,58409,61596,155572,31259,320,310,241,1162,812,90,351,291,1193,200,280,281,291,1253,180
337,100,100,396,0,0.0396,9207,3877,29555,40866,13575,270,271,330,1202,1593,220,180,170,1212,201,470,510,491,1503,2184,5156,5180,9560,5980,5156,912,29595,29195,34545,8727,30477,48211,58249,147567,30017,240,310,301,1162,832,91,291,291,1212,150,401,280,281,1222,170
338,1000,1000,3996,0,0.003996,22272,44944,318047,412374,127990,2564,2995,2675,11652,15649,1563,1713,1432,12433,1784,2535,3657,7074,13486,5590,51956,51980,95960,65928,51956,6963,2013777,274334,332503,11151,4164501,7959790,8957421,17887921,5420126,19035,5650,5159,11822,7924,1332,2756,2645,12072,1663,2625,2585,2655,11421,1362
338,1000,1000,3996,0,0.003996,21952,44363,295444,403416,171912,2585,3547,4989,11672,15690,1563,1743,1453,12212,1773,2474,3787,4138,13275,6822,51956,51980,95960,65928,51956,6903,2015350,273924,332654,11432,4185170,7934793,8442525,17662138,5996337,1303,9719,2154,11782,7775,672,2575,3486,11792,1614,2585,2695,3366,11702,1413
338,1000,1000,3996,0,0.003996,23394,41708,305152,398377,144551,2585,2575,2615,11853,15649,1563,1703,1513,12474,1794,2575,3667,4298,13486,8546,51956,51980,95960,65928,51956,7444,2006804,268644,332794,11632,4212541,8007489,8983249,17659654,5263973,1313,2575,4077,19015,7854,772,2575,2625,11852,1322,2575,2634,3757,11642,1353
338,1000,1000,3996,0,0.003996,22392,41277,296556,396464,130164,2575,2715,2665,11762,15739,1563,1713,1413,12293,1783,2605,3636,4368,13746,6342,51956,51980,95960,65928,51956,6693,2008187,285886,333145,12032,4294024,8484344,8385037,18114076,5416890,1503,2595,2244,11782,7694,1664,2715,4268,11772,1312,2665,2585,2625,11732,1533
338,1000,1000,3996,0,0.003996,28824,41117,300423,406643,136597,2575,2675,4849,11992,15670,1543,1734,1503,12654,1783,2775,3707,4248,13615,6131,51956,51980,95960,65928,51956,6793,2027663,278151,335048,11532,4221508,7875291,8310317,17667278,5226283,1322,2655,3497,11812,7885,671,2806,2645,12033,1353,2906,2585,2605,11762,1503
339,588,588,11003,0.00115,0.031824,44563,154730,1305268,1704878,346921,6953,7864,7374,42600,35457,3937,4669,4248,43030,4678,6141,8105,9558,42059,14226,134392,134416,194708,143810,134392,15770,5163205,844935,1058305,21010,3885297,5548427,6063843,24625879,2882627,5310,13054,5541,40225,11321,3387,7093,7063,41699,4178,7014,7154,7123,40867,3596
339,588,588,11003,0.00115,0.031824,46868,145884,1160206,1595703,499698,6994,6893,8055,41859,35656,3877,4669,4168,42640,4629,5982,8937,8917,41938,13826,134392,134416,194708,143810,134392,15970,5106809,848151,1058776,20628,3857024,5591427,5947676,24651748,3263001,4909,13114,5320,41958,11311,1763,7674,7063,41408,3597,6994,7083,7565,41438,3537
339,588,588,11003,0.00115,0.031824,45415,148048,1151490,1606383,358292,6993,7003,7263,43011,35918,3897,4599,4318,42429,4659,5911,8556,9067,42470,14097,134392,134416,194708,143810,134392,16821,5122278,839485,1066781,20498,3838470,5560470,6190350,24571938,2837372,4258,12283,6011,42429,11030,1773,7053,7014,41307,3466,7083,7124,7384,40637,3527
339,588,588,11003,0.00115,0.031824,44774,145623,1142082,1594430,346901,6963,6923,7323,42600,36328,3917,4649,4248,42590,4589,5871,7824,8807,41979,13896,134392,134416,194708,143810,134392,16050,5143668,850315,1049589,21330,3880628,5774321,5916046,24805055,2891794,4388,12323,5199,41458,11271,2986,7414,7024,41508,3447,7043,7023,7174,40536,3487
339,588,588,11003,0.00115,0.031824,47900,146114,1129829,1577028,345518,7023,6973,7374,42339,35627,3987,4639,4238,42459,4619,5821,8326,9788,42620,13886,134392,134416,194708,143810,134392,16210,5161662,845687,1065088,22953,3822550,5536285,5930373,24576767,2848072,4348,12343,5982,41848,11111,1843,7123,7034,41879,3506,7023,7093,7113,40185,3486
343,8032,8032,181746,0.007416,0.002817,722906,3103842,22882048,31086117,5403074,121087,122590,250300,645030,550763,86142,86292,69190,631775,90119,99697,133200,251031,636594,244188,2213084,2213108,3147572,2466227,2213084,647715,1311336600,15045450,33925392,489869,937871372,1419080378,1610095855,5649557663,820487722,91862,236604,216145,680837,186530,74599,120426,226134,631274,82715,114685,114796,221585,606147,56115
343,8032,8032,181746,0.007416,0.002817,756268,2877687,22144224,28277859,5365304,114184,114615,251071,629331,555191,97293,86002,174296,658976,87354,102423,138540,239970,649148,237125,2213084,2213108,3147572,2466227,2213084,545132,1307574012,16327584,19616383,735269,928201915,1429454847,1539187977,5570212189,815212598,90781,221075,203992,633989,183414,78196,116849,231625,625794,88546,120967,116789,216516,634881,76022
343,8032,8032,181746,0.007416,0.002817,876945,2795123,22998727,29005945,5647663,113703,112351,130174,650741,563287,85801,84809,71895,652484,87434,123341,138931,181371,646293,236804,2213084,2213108,3147572,2466227,2213084,537778,1333776038,15110862,20239492,512281,927167726,1408211101,1530701239,5569449959,813585115,75872,223259,210785,657955,172474,42179,112872,180218,645782,78487,119434,114014,183915,627968,73327
343,8032,8032,181746,0.007416,0.002817,877666,2792337,23402625,28463918,5428542,121999,114344,224030,618310,561333,87594,96331,81173,646733,92062,101781,132969,190477,641643,234370,2213084,2213108,3147572,2466227,2213084,359554,1308873870,19978522,19630710,568346,929679056,1410806399,1534831386,5602958500,807960415,104406,218379,211076,620734,182102,65392,114605,203331,659567,70152,114855,119684,179988,610786,93385
343,8032,8032,181746,0.007416,0.002817,779181,2825500,22519188,28748091,5473175,116779,116689,227446,649798,558809,81703,88376,80671,657003,93445,121027,144471,164218,648276,243727,2213084,2213108,3147572,2466227,2213084,270518,1286489995,17592758,27727467,508043,925419015,1404504789,1525867873,5593007655,808025858,74670,218740,221626,638898,178305,59913,118031,222908,629762,74309,119353,116519,114274,604074,56336
344,588,588,12429,0.005023,0.035949,48441,187773,1682025,2119455,391385,7945,8145,8486,47850,38432,3847,5270,4428,48661,5340,6161,8235,12654,48051,15188,151504,151528,217104,160770,151504,20609,6365600,992141,1237841,26380,4300236,6282053,6836813,27921381,3535842,5540,15438,8546,49353,11592,4178,7985,7995,48450,4929,7985,8015,8105,46728,4018
344,588,588,12429,0.005023,0.035949,51377,165761,1517857,1998939,392175,7955,7845,8856,47580,38762,3807,5310,4388,48852,5300,6221,11080,9979,48050,15509,151504,151528,217104,160770,151504,17313,6242689,1093561,1335135,23825,4165644,6092237,6396016,27602462,3629107,5871,15699,6071,47980,11362,2043,7975,7985,47088,3938,8005,8055,8135,46948,4028
344,588,588,12429,0.005023,0.035949,51717,165090,1534178,1989301,407414,7965,7945,8446,50544,40896,3847,5270,4629,49102,5370,6252,8316,9988,48401,17493,151504,151528,217104,160770,151504,18165,6316818,984577,1242581,21921,4203093,6096405,6693946,27618563,3089745,4378,15379,5961,48361,11291,2054,7954,7995,47569,3988,7975,8045,8175,46547,4008
344,588,588,12429,0.005023,0.035949,49273,167455,1521614,2015139,394651,7955,7945,8516,50275,38823,3757,5300,4518,51456,5280,6262,8025,10009,48411,15389,151504,151528,217104,160770,151504,16912,6309515,1001128,1401249,34294,4209065,6296681,6422827,27841601,3141642,4378,14517,5791,46337,11391,2425,7955,10560,49824,4198,8035,7995,8115,45706,4047
