Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSC Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSC InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSC Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSC Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSC Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSC Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSC Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSC Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSC Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSC Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
344,588,588,12429,0.005023,0.035949,55224,168906,1516304,2013276,398377,7995,10429,8506,49202,38782,3887,5340,4699,48471,5279,6091,8506,10019,54562,15239,151504,151528,217104,160770,151504,16871,6352064,1001568,1256226,25348,4177706,6034709,6468303,27880494,3120403,4389,14998,7003,47319,11421,2044,7995,8025,47459,3978,7985,8045,8035,44884,4047
345,30237,30237,18211,0,0.00002,164979,214633,2233269,2330732,547006,27472,27732,45446,70923,193022,27432,7505,35877,72215,7514,32341,43692,155281,80501,63720,339484,339508,1258984,720301,339484,81483,442250,2458331,2632548,85561,2799490094,4807774999,4789622983,5929735657,7605945598,26159,34785,120406,81653,203652,4960,22522,75071,76905,7734,28484,25037,27803,72186,6212
345,30237,30237,18211,0,0.00002,158417,238066,2007375,2068259,542197,27561,28574,117430,70532,192591,27582,7484,49293,72436,7454,31800,44473,51286,80832,75582,339484,339508,1258984,720301,339484,90159,333205,2386075,2160142,100408,2795685998,4722126072,4752358207,5841951154,7576252905,22863,30537,34044,72927,202509,5781,22963,121918,71434,8836,27862,25548,120035,76573,5921
345,30237,30237,18211,0,0.00002,180458,215905,2164520,2158248,545122,27842,27692,28714,71565,192491,29005,7474,47930,73128,7444,32872,45796,44613,88977,77786,339484,339508,1258984,720301,339484,89438,335679,2261431,2137480,79128,2815239023,5040594746,4895457080,5858621762,7569429247,22221,34435,148799,74219,206226,3136,21670,35607,71063,7774,27422,25919,75842,76173,6031
345,30237,30237,18211,0,0.00002,160821,212779,1911916,2082937,567916,27882,28063,27913,70893,195176,27181,7534,53360,73708,7504,32511,45174,58941,87314,62027,339484,339508,1258984,720301,339484,79299,337283,2376528,2001604,83336,2885080160,4775604549,4746559481,5859985461,7536777484,26018,31519,32171,71975,202460,6162,22422,123081,74910,10169,28303,24907,41979,79880,7634
345,30237,30237,18211,0,0.00002,159398,213460,2094920,2121890,563246,27541,27913,136035,73818,199134,27071,7545,48060,72807,7544,33383,45265,49253,91261,90029,339484,339508,1258984,720301,339484,80240,360777,2470714,2232417,83637,2793725181,4784886479,4784275533,5852345560,7538042807,23143,34344,135364,72937,204654,3025,23113,115316,72846,7364,29826,24957,36469,75903,6142
346,23052,23052,166389,0.000937,0.000313,725090,3254344,18659008,26943957,5268301,112541,120587,188042,645371,612900,93666,79899,76984,664185,82866,109956,149270,274485,689113,247144,2088880,2088904,3397548,2526890,2088880,620855,2129254351,16930255,22562439,483497,3580452901,5497517730,5890364691,18491642528,4810471005,97814,193302,217668,638568,270758,62638,114094,227617,658165,67878,114395,112542,190056,642706,59942
346,23052,23052,166389,0.000937,0.000313,800922,2728317,18360227,24907348,5179585,116618,113433,241343,654878,625443,93095,85320,95369,677490,88977,110377,155331,159810,687098,251572,2088880,2088904,3397548,2526890,2088880,455594,2130443361,15235186,17771063,614302,3579284370,5471669107,5893762494,18475406094,4787055537,73779,187431,216897,636594,275106,74640,109576,219692,658124,78117,118954,118973,225042,645520,57208
346,23052,23052,166389,0.000937,0.000313,813816,2761891,18481304,24401468,5216845,114174,109606,126558,653576,624711,104386,105999,82084,655860,83056,147616,147096,187823,704962,259116,2088880,2088904,3397548,2526890,2088880,441208,2126847607,13791287,19302625,493956,3586504432,5551774667,5816204643,18334920404,4787273265,75682,186169,251091,638798,268844,64011,109766,212669,639980,83146,108323,116178,175208,630453,73638
346,23052,23052,166389,0.000937,0.000313,837250,2775756,18440728,24330495,5279192,125405,118302,212789,646332,621916,84208,97042,105388,674775,93776,109115,153929,196619,706906,242455,2088880,2088904,3397548,2526890,2088880,327224,2135337641,15743058,18543802,509195,3569743064,5486561670,5810661456,18455984477,4801580320,93345,184246,216626,624361,273734,68128,110086,229751,658355,74229,118031,112311,178514,641573,75371
346,23052,23052,166389,0.000937,0.000313,765746,2783160,18437372,24252219,5323074,114024,114385,261019,665438,626796,81973,92092,83246,668314,88586,138640,157796,158127,706335,270057,2088880,2088904,3397548,2526890,2088880,285275,2123831740,15935589,18064483,487064,3620314367,5551583649,5832430828,18410528737,4783019427,76203,190818,249268,637226,271610,27432,117030,227076,640762,74801,126076,115166,114365,644990,55184
347,25503,25503,14765,0,0.000023,139432,175199,1651308,1710578,463550,27201,26540,35096,57378,166492,27070,6101,29876,57789,6031,31249,42239,128080,67276,55825,279196,279220,1052360,599709,279196,76533,268674,1982609,2196029,72456,2093215444,3506542983,3510152212,4169948504,5510095512,22903,31329,98986,65653,173355,3947,25578,62527,59201,5952,27141,25017,23824,56305,4799
347,25503,25503,14765,0,0.000023,147587,184416,1551510,1728241,449694,27392,26860,92975,57438,165571,27221,6101,37380,59882,6162,32271,47259,47218,69260,63749,279196,279220,1052360,599709,279196,82675,184096,2007786,1800568,84839,2070998042,3466853409,3468520787,4169342087,5446144763,24506,31068,27983,62087,179236,4679,23494,93345,57928,7063,28393,26239,90891,64551,4899
347,25503,25503,14765,0,0.000023,163146,172634,1730596,1806969,465273,28384,27632,28634,59832,170209,27992,6252,39665,59031,6241,32391,48010,44554,74430,67227,279196,279220,1052360,599709,279196,88246,188774,2022754,1835393,69521,2129969312,3505012111,3564981141,4217845131,5450997785,23865,33493,130024,65132,179937,2585,23454,30327,58991,7454,28082,26550,62979,69190,5079
347,25503,25503,14765,0,0.000023,150632,172714,1552622,1724224,467537,28253,28122,27070,59642,171171,28093,6261,43451,59832,6332,32150,43782,50996,74089,57969,279196,279220,1052360,599709,279196,76463,215454,2079851,1750764,72746,2121734977,3514423092,3521327242,4226083093,5444550001,24275,31028,28273,64021,180469,5080,23775,102923,62116,8536,29115,25779,36007,63039,6242
347,25503,25503,14765,0,0.000023,148057,173205,1701231,1780620,475101,28504,28093,116579,60112,172343,27702,6302,46698,60173,6312,34083,48451,47940,77686,70041,279196,279220,1052360,599709,279196,76794,188463,2086364,1840963,70873,2127601150,3521452087,3572108841,4226325197,5449695482,24426,32732,115968,64060,179637,4588,24987,98835,60945,6613,29184,25938,34364,62667,5039
348,8032,8032,7842,0.001362,0.000122,65062,108523,875993,978135,242665,13325,13646,26871,33262,67196,13085,3256,13145,33643,3427,15520,20218,39804,37650,27982,126236,126260,381692,228806,126236,35367,4520469,854492,1075207,35647,233956589,390459372,408877598,544077966,468186190,15589,55514,35477,37149,62247,2725,12514,26249,35036,3186,13625,13655,18966,34715,3366
348,8032,8032,7842,0.001362,0.000122,69470,112591,837260,971022,240882,13305,13525,31058,33643,67517,13195,3277,23745,33703,3637,16080,21069,28844,38061,28504,126236,126260,381692,228806,126236,38793,4460656,848862,884549,40977,229874873,384878836,397927540,535269525,449810875,13184,15599,22783,35496,62326,3076,12243,31429,33834,3416,15249,14226,32411,34434,3637
348,8032,8032,7842,0.001362,0.000122,75181,104306,856035,995427,243056,13605,13365,15118,33463,67297,13556,3306,12763,33984,3376,15519,20789,21941,39134,28994,126236,126260,381692,228806,126236,38271,4446250,846868,864401,36038,228015114,384831115,395864160,536334191,447805934,13615,15108,35286,36018,62057,1443,12263,12594,33543,3367,13856,14217,24476,35045,2785
348,8032,8032,7842,0.001362,0.000122,67727,107081,826059,977824,251292,13415,14276,15228,33343,67877,13365,3296,13325,34024,3396,15018,20539,21841,40185,27131,126236,126260,381692,228806,126236,35497,4450377,855144,829176,38142,227104818,379537887,390934955,535044462,447182144,13305,14788,13786,34725,63048,2525,13054,33784,35156,2545,14337,13185,13194,35376,3407
348,8032,8032,7842,0.001362,0.000122,105027,103263,856787,992832,255079,13605,13586,33112,34886,67677,13245,3337,12934,34264,3406,15640,20909,21560,40186,28944,126236,126260,381692,228806,126236,35216,4479993,859472,860003,36789,227079430,376036260,395173765,536621911,440274588,13275,15990,69330,35557,62558,1342,12814,26710,36478,3597,13966,13195,12263,34896,2846
350,4875,4875,160383,0.000377,0.006749,621937,2635945,21287989,27103847,4912063,103204,110427,178465,582282,477806,69140,77435,45486,582864,86052,79218,98154,193273,575840,187111,1944100,1944124,2721312,2154293,1944100,494718,912863506,14658004,26566830,329588,433654070,692924899,723638978,2976426163,415942500,56406,214462,164368,563707,138419,70963,99908,177874,573887,67536,106229,101020,180278,560732,62067
350,4875,4875,160383,0.000377,0.006749,665528,2658185,18249369,24652610,4921220,104405,104816,203873,571382,473819,75422,75812,142538,592431,81974,78307,103514,194545,581431,194805,1944100,1944124,2721312,2154293,1944100,421220,918028884,15369628,18537300,637506,428731197,694733563,719174625,2965788741,405900955,73718,231114,170510,567284,154209,69531,102963,174287,571963,76113,108273,100508,182582,561023,66054
350,4875,4875,160383,0.000377,0.006749,1133547,2433625,18731553,24575375,4997974,102963,101581,102803,577924,481202,72807,77625,118853,585237,80110,74119,105868,140093,573346,185558,1944100,1944124,2721312,2154293,1944100,437670,925477244,14551163,24093431,337052,428036644,688467469,721142095,2965297540,406542729,59040,217067,171482,573285,137207,39134,105507,179076,570821,67617,101972,104806,160110,556694,69941
350,4875,4875,160383,0.000377,0.006749,792607,2459513,17826205,24258771,4943502,106620,103895,165260,562796,476855,71965,78006,142568,601959,84809,78597,99176,193573,576801,186810,1944100,1944124,2721312,2154293,1944100,275487,918952677,22337096,17724696,440396,428385258,704995780,713956677,2968685534,400284200,82444,211477,170750,567955,131867,67887,103564,171011,577894,62638,100499,102913,185338,567223,74239
350,4875,4875,160383,0.000377,0.006749,669957,2502554,18398068,24352066,4950375,104656,106760,185578,575329,480321,62458,79368,45676,587161,78998,104426,118112,121829,578455,196018,1944100,1944124,2721312,2154293,1944100,217127,929419469,15892188,18315694,315301,426314033,704418397,712670375,2964308384,400646530,60073,213130,187091,566022,140042,51807,104817,180088,573356,66214,110538,101340,103054,533751,62587
353,4875,4875,55107,0.012122,0.002319,239720,963727,6761222,8763708,1736507,35877,37080,60463,190868,175379,19627,23634,18395,194074,23454,30026,40096,66024,196308,68579,680788,680812,1028268,782888,680788,151224,168043620,4388922,10019373,112471,198687928,316875916,325960385,1106510909,283511306,16431,67767,62847,189505,63359,18235,35326,53451,191439,22251,35356,34925,57718,187271,19006
353,4875,4875,55107,0.012122,0.002319,230953,813726,4974461,6988949,2624653,35676,36738,68679,188764,175019,21370,24105,39234,201308,25508,33002,41248,61035,197361,72466,680788,680812,1028268,782888,680788,94467,170439744,5991588,8328872,147747,194559544,306999782,324355996,1101478200,274312522,24106,62317,49964,187372,64821,17383,36779,60293,187852,22703,36679,35236,64200,187572,21971
353,4875,4875,55107,0.012122,0.002319,275827,752712,6000996,8563843,1847024,35176,36699,45125,188213,176862,19677,25308,25337,196168,24937,27762,43452,61806,200596,72806,680788,680812,1028268,782888,680788,99697,168592048,4427915,8917356,113333,194744521,312974528,321044575,1101577235,276328955,15759,51797,64892,199474,62818,8937,35507,55755,188724,22633,35236,37200,54272,189866,22602
353,4875,4875,55107,0.012122,0.002319,240812,765576,4974801,6929708,1732359,36318,37019,43391,208732,176832,16721,24887,42048,207859,23354,31629,41247,69129,216045,71935,680788,680812,1028268,782888,680788,78017,171535349,6851120,5492282,118071,192376319,305362491,315016208,1101203364,270341695,23624,51146,39143,188163,63279,22733,36198,63168,192000,18615,35356,36339,56336,188393,23304
353,4875,4875,55107,0.012122,0.002319,243948,781035,5012913,6916312,1761003,35216,36929,69290,195586,177002,18795,23945,18645,197120,23805,38182,43401,48992,214001,73307,680788,680812,1028268,782888,680788,80370,169486006,4526360,9999716,116960,191343442,303500389,316120960,1124278465,268977004,16290,51256,68869,187031,64301,13044,38492,50054,206437,22763,37700,35838,35166,199324,20248
354,13965,13965,168435,0.007001,0.000864,741871,3097470,16568627,25105650,5399307,120386,116809,168756,557827,536467,86833,84048,52738,575940,88526,89859,118853,225563,587782,211546,2077084,2077108,3125952,2396387,2077084,547437,1603333892,14973124,21800059,400532,1647630597,2580072165,2642912280,9347865507,2387406332,94057,165450,207068,566322,190617,62998,112301,189696,563828,72396,113573,111539,170940,546595,54853
354,13965,13965,168435,0.007001,0.000864,736381,2606118,16401002,21827080,5332492,111499,112050,203452,558177,538260,77396,91732,63499,576271,83837,90810,122189,140714,596709,217758,2077084,2077108,3125952,2396387,2077084,304762,1604524686,15684709,18242847,449664,1645645173,2562752558,2629445551,9402496797,2381771493,48051,166582,170941,562095,192131,61235,109796,183344,557736,69861,115327,112041,186220,548980,57618
354,13965,13965,168435,0.007001,0.000864,806713,2617008,16547237,22217402,5299260,112982,114094,157826,634180,544852,82935,87233,53921,587682,82605,109075,124614,177813,649479,214121,2077084,2077108,3125952,2396387,2077084,301566,1604186491,14864761,19368578,382427,1633095153,2536992722,2619015207,9499798881,2364870553,54652,162845,195727,570099,186450,38232,110938,161332,565521,72235,108193,112250,164328,560421,65774
354,13965,13965,168435,0.007001,0.000864,744717,2624302,16198964,22028207,5324497,117330,114044,184165,561863,539442,69510,89518,73508,588564,90500,91441,126848,170420,588364,214082,2077084,2077108,3125952,2396387,2077084,263975,1604573617,16284604,20629243,406974,1630525794,2536593534,2610040975,9332488075,2341584005,82595,161053,155902,562385,192251,64561,111890,199444,570751,71073,113493,109666,162394,553168,78898
354,13965,13965,168435,0.007001,0.000864,783129,2695065,16595377,22379115,5413374,114064,114324,209412,573336,546335,69530,87494,62157,595838,85340,116188,138230,182412,595376,220283,2077084,2077108,3125952,2396387,2077084,256051,1613515820,16473228,27171624,369664,1631037374,2582845135,2610684041,9686643895,2347949274,51076,163466,215534,575088,193442,48861,117591,218890,561223,71093,115427,111008,110888,551865,65193
355,24696,24696,304233,0.006312,0.000499,1294518,5863087,39540925,55627166,9469020,207419,216616,346350,1015054,961263,141065,161623,174548,1045731,151164,161834,215996,415770,1067212,384983,3749584,3749608,5632752,4324913,3749584,1023780,5068735869,39023344,52022506,698270,5194062055,8140226698,8260734297,32237759365,6712696181,157826,300603,352381,1140980,345348,142007,205646,431820,1016286,125816,209142,203742,333035,1001098,104877
355,24696,24696,304233,0.006312,0.000499,1437105,5034914,38209097,47860389,9553900,205816,205756,413125,1020273,975841,156273,154119,133730,1055230,163877,166683,233798,282179,1062513,392315,3749584,3749608,5632752,4324913,3749584,570430,5068710992,38774748,46105668,868669,5186527604,8052635038,8255805553,32074418696,6694039788,92954,294603,303810,1020514,340178,101660,198582,373240,1017529,145553,211918,209353,370956,1015043,117470
355,24696,24696,304233,0.006312,0.000499,1514801,4954834,38280120,50417195,9573296,201959,205977,302878,1167750,976051,162715,167404,95379,1061261,146835,228158,251452,381967,1192046,413435,3749584,3749608,5632752,4324913,3749584,571963,5079493286,34630585,46555672,725091,5258115797,8072463559,8239331183,31844881296,6689149225,155622,296296,439905,1037345,341691,112200,200496,320601,1028699,151374,199605,209183,292248,1016917,141655
355,24696,24696,304233,0.006312,0.000499,1363217,4882428,37974818,50107364,9706496,217448,209032,431029,1024421,980299,126647,182212,159199,1073774,177142,165881,231154,365065,1078653,390151,3749584,3749608,5632752,4324913,3749584,502643,5066068034,37623809,45725515,859863,5205382859,8233891180,8237616137,31677637827,6681093005,165401,287519,317115,1028920,349396,133481,205436,411622,1032377,143429,208671,202770,397616,1020845,164628
355,24696,24696,304233,0.006312,0.000499,1552041,4929466,37761698,49182939,9810310,209212,206036,447309,1025183,980879,132579,161523,130876,1051923,168987,226686,249138,353052,1089434,405511,3749584,3749608,5632752,4324913,3749584,453491,5067565193,38493740,46963147,776306,5186840941,8022659414,8234738669,31880411768,6683796275,112320,303760,403677,1015916,357431,108293,210816,399900,1029060,140103,221466,198903,211818,1142112,105648
357,726,726,17622,0.289956,0.033434,72646,230362,1539678,2226697,580439,11552,11511,17583,66765,56516,6042,9007,5019,68148,7594,9508,12363,20588,70743,22733,214372,214396,235440,168119,214372,26429,11416934,1272927,1609289,37010,7549841,10536432,10728764,44043049,5641231,8515,24496,7314,65403,17342,3016,11532,7885,67908,5741,11381,11452,7915,67206,5781
357,726,726,17622,0.289956,0.033434,75862,222016,1506555,2129424,562856,11442,11501,18976,67096,57387,6091,7655,5009,69029,7774,9308,12533,20258,69881,22893,214372,214396,235440,168119,214372,26440,11537190,1285862,1615089,35106,7524854,10649805,11529625,46041818,5999683,7093,24816,6202,66765,17263,2855,11452,8005,66565,6251,11361,11441,8195,65573,5740
357,726,726,17622,0.289956,0.033434,88837,229600,1511224,2175320,595407,11622,11282,16972,70132,56866,6141,7644,5170,71124,7664,9407,12834,20148,72636,25779,214372,214396,235440,168119,214372,33914,11504298,1275142,1811057,35467,7600375,10898802,12063477,46829044,5639818,7114,23654,8626,69119,17483,2956,11411,7744,67747,5791,11492,11631,8426,67367,5841
357,726,726,17622,0.289956,0.033434,74379,226305,1497088,2177424,579717,11411,11371,17843,69089,57177,6171,7665,5100,70071,7644,9778,14207,20418,71284,24986,214372,214396,235440,168119,214372,25097,11413698,1294398,1603888,36178,7659907,11199226,11366279,46980108,5867906,7534,23464,6171,67066,17603,4899,11471,8516,71073,5691,11522,11362,7945,67307,6182
357,726,726,17622,0.289956,0.033434,77275,229731,1491638,2134804,579987,11572,12023,17303,68689,57448,6202,7694,5069,69841,7585,9287,12824,21721,72576,22772,214372,214396,235440,168119,214372,27081,11520679,1279610,1820796,35597,7540834,10660255,11598685,46422462,5542766,7224,23554,7083,68618,17082,3006,11481,7804,68880,5801,11471,11551,7935,63068,5721
358,1050,1050,15103,0.176577,0.013699,67377,232566,1605521,2093577,483867,10290,10400,25378,68869,48320,8977,6462,8336,72536,5841,10980,14618,32501,71785,22603,185440,185464,236596,175358,167692,28163,10498111,1162581,1467903,35176,10812831,16682050,17343860,67890558,8768116,10710,22903,15479,68559,21991,2535,10490,8596,70522,4409,10450,10790,9919,67747,4408
358,1050,1050,15103,0.176577,0.013699,70653,212539,1538055,2039625,475612,10299,10780,27241,69150,48971,8826,6452,8346,70532,5851,10970,15178,29335,70893,23254,185440,185464,236596,175358,167692,29655,10437817,1175755,1480377,42811,10948515,17716129,16721294,69063448,10137996,9748,22101,8907,68669,21440,2415,10430,13365,68949,5420,10459,10760,9658,69060,4508
358,1050,1050,15103,0.176577,0.013699,73688,202129,1566729,2073599,498404,10159,10169,24626,69952,48010,8877,6412,8115,70241,5881,10981,15409,28503,73208,23785,185440,185464,236596,175358,167692,33693,10381573,1155277,1636940,31228,10958263,17578762,17636440,68856270,8838357,9327,17693,15339,73117,21089,2465,10430,8466,69170,4449,10449,11451,15009,66775,4388
358,1050,1050,15103,0.176577,0.013699,69391,220804,1561920,2083298,487775,10359,10720,23795,69441,49142,8797,6423,8245,70061,5771,11762,15399,28363,72285,23724,185440,185464,236596,175358,167692,27191,10358379,1208146,1630909,33232,10922777,17948885,16779993,71751440,8912938,9608,17753,8907,66916,21561,5120,10289,12934,70282,4428,10380,10670,9177,67076,5681
