Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF1 Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF1 InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF1 Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF1 Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF1 Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF1 Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF1 Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF1 Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF1 Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF1 Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,9107,14086,97589,131952,42158,2875,2925,2896,3617,5079,902,531,701,3767,571,1152,1573,1943,4749,6352,4964,4988,9600,5932,4964,2575,108229,88333,105223,26929,29875,191232,190059,527839,30707,802,1062,852,3797,2895,90,60,60,3567,60,972,982,921,3746,461,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,28913,12733,93853,131021,41737,2906,2906,2956,3757,4949,872,551,701,3827,561,1212,1643,1803,4509,6713,4964,4988,9600,5932,4964,2584,92660,93993,110042,26589,25417,160505,184048,472509,28763,712,1052,1042,3727,3066,80,51,60,3767,70,982,892,851,3797,531,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,42788,64619,589002,816571,186313,12684,14597,12684,23303,18704,3817,2194,3566,21419,2244,4628,6001,8696,22491,25557,23212,23236,32280,21086,23212,9788,673047,430350,456870,13925,329495,532408,589533,2630043,472027,10920,6502,4389,21008,8646,70,50,50,22041,50,4548,4108,4127,24375,2244,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,119109,72593,648402,958922,327251,14286,14326,14286,23533,18775,4298,2475,3546,36798,2535,4819,6081,9668,25737,32921,23212,23236,32280,21086,23212,9618,893081,529012,596786,14847,347799,763783,781376,3426857,738978,4368,11942,5010,26599,13515,110,60,70,23794,81,4539,4578,4298,24665,1954,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,46034,96056,521328,740571,223411,12804,12834,13074,28582,28833,3907,2194,3136,26168,2254,5881,6292,10429,30877,35054,23212,23236,32280,21086,23212,11130,647289,367005,595354,18795,309399,670141,777539,2926657,480243,5069,8976,7925,33792,9528,391,50,50,28002,60,4919,7093,4688,21920,1883,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,40124,66212,574927,883794,166536,12803,12924,12703,21119,16801,7293,2204,3166,33501,2254,4227,5510,8525,23292,25637,23212,23236,32280,21086,23212,14056,756680,478660,540303,82522,267291,735351,694216,3024598,580748,3857,12362,7053,21860,8506,70,50,50,20668,51,5380,4068,3597,32861,1823,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,41597,63416,568975,896427,168991,13184,12743,12984,21539,16660,3927,2194,3176,21780,2244,4258,5601,8746,22171,28292,23212,23236,32280,21086,23212,9818,721145,375090,600594,98231,245040,699084,720113,2863051,583332,3847,7995,6952,21399,8706,70,50,50,20508,60,3997,3857,3516,32680,1733,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,26919,57356,342880,485702,128115,9738,9919,10078,15919,13956,3256,1723,2775,16430,1763,4207,4738,6832,17202,20458,16072,16096,23272,14760,16072,8686,475524,286967,333683,11130,190120,539952,640426,2108625,212921,12683,4388,3306,16961,7734,81,50,50,16290,70,3867,3496,3025,16481,1793,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,77833,56243,338913,478499,171154,9758,9758,10018,16119,13615,3326,1723,2705,16711,1763,3597,4468,6402,17201,22923,16072,16096,23272,14760,16072,6582,483969,268894,332762,14497,186313,594683,624658,2126067,233199,2895,6962,3256,18955,7664,80,50,100,15879,100,3497,3406,3075,16099,1422,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,26599,56013,334365,478710,135419,9728,9748,10159,15829,13655,3116,1703,2645,16690,1783,3587,4668,6482,16791,24354,16072,16096,23272,14760,16072,6021,533370,271579,334905,10499,134317,564357,698424,2096482,210647,2755,3998,3526,18554,6292,80,50,50,15749,70,3346,3176,2915,34213,1343,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,26849,56063,349983,483659,132624,9738,9758,10048,15779,13926,3246,1773,2534,16711,1934,3416,4418,6252,17342,20358,16072,16096,23272,14760,16072,6953,504156,274425,366043,67865,152570,619428,614779,2232462,216087,2956,4158,3106,16089,7284,81,50,60,15328,60,3386,3426,2755,16150,1353,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,29704,52607,301945,483508,135128,9738,9778,11321,14637,12202,2805,1703,2405,16370,1763,3546,4198,6071,15359,24004,16072,16096,23272,14760,16072,7504,407789,278942,299220,60340,138294,552244,572072,1979527,206590,2866,4658,5169,16140,7934,70,50,60,14436,61,3055,3086,2554,14738,1332,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,81389,147251,1219311,1581767,352328,27761,27791,27812,45714,35936,8957,4718,6562,46015,4758,9928,11100,14457,47748,19376,51364,51388,78744,54852,51364,22070,3053601,797285,1120108,37639,510378,4921794,5794799,21266399,661896,8035,13264,10289,51685,20157,70,50,60,44792,60,8325,8485,8205,46526,4328,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,76851,141490,1087588,1522878,646929,27741,27871,27781,46015,35886,14056,4718,6612,45504,4769,8556,11271,12763,63636,18033,51364,51388,78744,54852,51364,17733,3184632,813024,1345372,28152,459013,4996030,5329994,19062479,677885,6612,16260,8345,50904,17813,81,50,51,51164,80,7795,8355,10650,45293,3777,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,77052,130970,1103778,1562952,375871,27741,27791,27771,46145,36217,8025,4719,6833,46265,4749,8435,14977,12904,48249,19996,51364,51388,78744,54852,51364,17191,3075852,798818,1018862,30777,442323,4649754,5698140,18964489,550331,6231,11110,12052,51054,17072,80,50,50,45033,80,8646,8605,18715,46515,4047,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,73615,131532,1105020,1557923,357046,27721,27821,27881,46044,36006,7985,4809,6552,46395,4759,9026,11310,13194,48540,19746,51364,51388,78744,54852,51364,18404,2905679,822200,1013161,29865,455787,5086698,5360721,19274348,546174,6752,11281,8726,45664,18083,70,50,50,45142,50,8305,8385,8085,46866,4107,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,83443,130881,1095423,1575064,362856,27751,27951,27771,46445,35706,7824,4698,6612,46425,4759,8456,11050,14507,47637,17512,51364,51388,78744,54852,51364,18825,2975467,810810,1004195,30887,407268,4635278,5235120,18891906,543178,7163,11771,14637,45734,17913,70,50,50,44992,191,8586,8055,7775,46235,3847,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,82932,149054,1293708,1757259,396649,31218,37890,31268,51595,40284,9026,5310,7363,52838,5350,11110,12784,19015,67605,36607,51364,51388,78744,54852,51364,26178,3441635,925631,1253143,32570,513874,4718150,5848878,21366083,606625,9397,13444,12182,51384,20007,90,60,50,49952,70,10940,9407,9097,51404,7153,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,76671,131632,1150324,1549627,488658,27761,27852,27821,45424,35666,8235,4709,6532,46285,4758,8516,10749,12664,48259,17773,51364,51388,78744,54852,51364,16450,3173592,815579,1029081,26278,455888,4856374,5217397,18920198,559368,6361,16270,8315,51064,17762,70,50,50,44882,51,7964,8335,8235,46535,3767,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,75068,130580,1074585,1566990,376191,27761,27761,27731,46125,35645,7975,4828,6642,46496,4759,8516,11681,12783,48489,18575,51364,51388,78744,54852,51364,17091,2996907,801884,1001020,24515,438776,4717219,5627391,18936547,556402,11241,11101,9187,50944,17322,80,60,50,44852,70,8165,8346,8135,46526,3716,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,75148,130489,1084743,1567651,357166,27741,27821,27801,45774,36066,8165,4709,6572,46606,4759,8426,11100,12703,48660,18684,51364,51388,78744,54852,51364,17823,3005513,819255,1048426,32260,404313,4808486,5201689,21949885,548478,8355,11301,8185,45754,19375,80,50,50,62434,60,8395,8315,8025,46115,4057,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,95355,128856,1132522,1560067,487015,27751,27821,28041,45975,35906,8145,4719,6552,46124,4759,8726,11090,14627,47548,17352,51364,51388,78744,54852,51364,18915,3032202,925221,1030724,29584,438375,4828213,5273380,19249754,564237,6642,11651,14356,50012,18013,70,50,50,45344,61,8556,8215,7834,46194,3777,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,173008,279894,1825815,2518108,590144,52817,47257,47688,88613,75689,20278,7925,17042,99713,7965,21891,28062,48649,97940,52837,88504,88528,128952,89726,88504,70539,10027457,1361792,1999946,63066,6825262,26078031,28655808,82114112,11924883,90647,29634,23434,109010,46966,70,60,50,94544,71,30476,24676,17152,91668,6713,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,162158,266640,1776094,2545388,867794,46956,47287,48369,87981,75038,20037,7915,16741,86890,7995,23223,30256,41246,97259,42007,88504,88528,128952,89726,88504,46605,10249634,1364868,1705073,73465,6134583,22379354,28229684,85437869,11509750,20918,52286,23974,91107,57456,80,50,50,97940,60,20177,24004,25116,109862,6232,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,160565,251753,1822550,2601801,650375,46936,46956,47287,86118,75259,20017,7915,16741,87911,7985,21519,29424,38170,97249,42167,88504,88528,128952,89726,88504,56073,9982574,1383082,1724619,59098,7769587,24914333,29216969,83840665,10087878,20398,28473,27250,113589,45895,70,50,50,85126,80,20026,21710,24896,118919,6321,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,174640,253836,1817961,2523177,619278,46937,47708,48138,86539,76741,20097,7925,16721,88342,7965,22211,28332,37899,112517,42218,88504,88528,128952,89726,88504,48269,9562282,1464230,1750387,64289,7357359,29084205,26464581,84523329,9129096,21309,28683,21790,93852,61453,70,50,50,112126,50,21209,21920,17382,107398,7454,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,184619,255720,1862272,2616859,895546,46996,47397,53509,88062,76360,20227,7924,16861,88483,7965,22371,28943,37038,96427,39433,88504,88528,128952,89726,88504,46896,10017178,1421192,1752571,67044,7221240,25784822,27346221,85876886,9065409,21049,29384,50222,90136,46365,70,50,50,112677,290,20197,21339,17181,92791,6312,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,164402,335948,2023739,2647495,814416,65290,65741,65481,79255,76191,13364,10970,7173,78244,11051,14687,19926,23794,85207,43850,121456,121480,164704,116586,121456,72503,17300862,1459832,2027245,62114,1187101,30574674,35326836,102802759,1209052,8796,27371,15839,89053,32540,70,50,50,73245,50,17332,16861,13194,78234,8987,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,166055,328925,1891035,2599116,1084824,65280,65400,68305,77522,75960,13345,10970,6892,78755,11060,15098,21199,22051,86268,34223,121456,121480,164704,116586,121456,35755,16646209,1531313,1880997,72724,997573,29994467,34142810,101433183,1039941,8165,39573,15278,79386,31819,70,50,50,74056,60,17783,16801,16700,79216,8797,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,167247,326380,1917293,2735006,854720,65320,65280,65360,78083,96217,13344,11010,12142,78514,11180,15298,20577,22381,87270,35034,121456,121480,164704,116586,121456,42137,17135879,1520434,1902125,49331,1293607,34765685,34665091,101692409,989038,8436,22482,17011,96477,31848,100,50,50,72944,70,17943,17071,16871,77913,8635,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,186453,346267,1896045,2932189,813745,73445,65330,65400,78063,78344,13555,12232,7924,95676,11040,18444,19916,24575,93011,36507,121456,121480,164704,116586,121456,42838,18520172,1747100,1877691,74487,1346213,33269426,35314554,102877307,972818,8616,23092,29685,86008,31608,80,50,50,73275,60,19697,16741,15899,88813,9567,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,179680,320388,1929416,2676498,1021908,65280,65670,66873,79126,82813,13374,10980,7043,78905,15759,14176,20849,21920,87752,31949,121456,121480,164704,116586,121456,35796,17113167,1493764,1891145,51936,1131920,30395534,33952440,102213817,998535,9597,23102,32299,79165,32590,70,50,50,73145,340,18214,16711,12933,78915,8576,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,207551,416084,2884530,4126372,953652,77442,78203,77593,105854,89334,16780,13024,11361,108649,13255,19205,23202,30165,115412,44512,143284,143308,220024,162792,143284,89975,20548008,2707205,3262906,76400,1184496,34810096,37207923,133090505,1329243,15218,32390,37018,105864,37619,70,50,50,98060,70,20648,20728,32520,106877,23123,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,208904,387261,2768737,3982108,1396817,77422,77553,79616,107928,88823,16761,13014,11451,104032,13054,17632,24174,26268,109872,41396,143284,143308,220024,162792,143284,48630,20878386,2272275,2862961,88092,959343,34915671,37996903,133250640,1118305,10910,38420,31338,104823,37208,71,50,50,98100,70,29494,20097,24656,106515,10229,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,205428,427966,2879641,4098701,1047995,77463,77663,77412,106265,89404,16811,13024,10890,104362,13044,18023,24676,31618,110403,41987,143284,143308,220024,162792,143284,52497,21011671,2265412,3069381,79726,832650,34434937,39625175,135431277,1168727,11351,28652,25627,115663,37068,70,50,60,101948,70,20588,20348,25697,107948,10669,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,199246,467329,3429663,3996133,1154010,77423,93872,93431,106155,89785,16981,28272,11612,105093,15668,18694,28282,26919,120191,41596,143284,143308,220024,162792,143284,43851,21058757,2343557,3529075,90195,1014354,34513492,39799986,142083250,1339241,11481,29154,24786,105293,36978,70,50,60,100424,70,20808,24916,20427,106386,10990,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,214404,392872,2928691,4025958,990801,77442,77883,77873,106455,101667,17533,13004,11191,104613,13054,27851,24255,25667,115943,38581,143284,143308,220024,162792,143284,42048,20996653,2374884,2916800,84495,1068504,35317319,38375779,135693679,1139905,11461,29213,26098,104793,37970,70,50,50,107527,341,21239,20047,19947,118168,10108,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,325428,578183,4616292,6489394,1517900,119771,119860,119640,186953,138685,26568,19997,19225,186372,20057,28412,36076,54741,193245,109712,220180,220204,328120,245812,220180,156418,46800871,3582895,4859069,123717,2007870,70899594,79342639,287029933,2818188,20337,54680,34493,200088,66031,70,50,50,179901,71,34313,31398,31658,187064,17472,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,321611,590485,4539442,6433482,2178623,119350,132374,121003,186823,138354,27110,19977,19265,185731,20066,27351,37639,44522,197553,90236,220180,220204,328120,245812,220180,62815,47389161,3592512,4649774,134738,1968377,69466391,78882965,283439014,2226271,22492,57496,50643,184328,58688,100,50,50,188677,60,31527,31217,37008,189468,15458,
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.002648, 0.002005,68767,136301,736453,927234,266891,17012,16801,30766,38491,53539,16791,1533,16561,41285,3025,18665,24536,25497,41797,29925,35708,35732,77712,50623,35708,39743,3303039,629276,818615,40094,306082,20184230,24756964,41624278,376852,128927,19065,18214,40825,41336,80,50,50,36838,70,17492,17953,16620,38400,2725,
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.002648, 0.002005,75719,123707,891298,876841,378806,16881,16200,18755,38311,52947,16911,1573,16410,41025,2995,18394,25026,23533,41827,32019,35708,35732,77712,50623,35708,32510,2914936,618727,790062,45083,301594,20189560,22841263,41710978,368026,19205,41085,17382,61583,40805,80,50,50,36607,50,17613,17332,18233,38400,2775,
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.002648, 0.002005,79426,124148,721726,864168,305882,16911,16150,23003,40455,52988,16941,1523,17181,40725,3006,18654,24475,23965,41466,32099,35708,35732,77712,50623,35708,37840,2955551,645466,764334,46396,351586,19514109,23185365,40611047,392712,19475,19536,19576,63407,40535,250,50,50,37128,60,17402,17773,17432,38220,2615,
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.002648, 0.002005,73875,133416,676123,1055119,285284,16931,16651,19285,38110,53528,17162,1543,16370,41016,3216,18985,23754,24375,44291,31268,35708,35732,77712,50623,35708,36046,2919525,617986,716617,45905,327371,20230775,23530740,41255180,386591,17942,17893,23703,39021,40525,90,50,50,38230,71,17673,17482,16179,41637,3166,
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.002648, 0.002005,115202,120862,759305,933796,243537,17833,16210,20448,40405,67183,31327,1532,16520,76000,3005,18514,24485,26097,41877,30556,35708,35732,77712,50623,35708,38351,2982381,679148,725052,43019,365582,20392654,23345479,41246845,366784,18083,19095,42227,40624,45233,70,50,50,39944,381,18725,17532,15959,38832,2685,
2.000000, 494.000000, 494.000000, 1080.000000, 0.007967, 0.004426,25386,48519,255520,360552,101186,7695,6812,8075,17382,22671,7815,672,6702,18974,1343,8024,9698,11521,19806,13895,14940,14964,32908,20852,14940,18233,623756,298589,339304,16520,126683,3882705,4360894,7885491,156207,35535,8455,8175,19887,19346,80,60,50,17161,50,7283,7223,6512,17262,1673,
2.000000, 494.000000, 494.000000, 1080.000000, 0.007967, 0.004426,79756,42187,279113,348600,157128,6873,6172,8205,17402,22180,6662,682,6271,18574,1342,7894,10088,9677,19286,14356,14940,14964,32908,20852,14940,12082,686982,264847,307165,16851,126042,3503107,4066743,6930525,139537,6532,18063,7163,28863,17141,81,50,50,16781,50,7764,7424,6782,18133,1042,
2.000000, 494.000000, 494.000000, 1080.000000, 0.007967, 0.004426,32319,42488,258194,348109,124679,6202,6633,8215,17111,22130,6792,682,6272,18564,1303,7894,10038,9488,19436,12523,14940,14964,32908,20852,14940,10339,603770,258134,305020,15268,127584,3445101,4116795,6903686,136912,7794,7284,8847,31568,16089,70,51,50,16901,60,7243,6882,6472,17011,1393,
2.000000, 494.000000, 494.000000, 1080.000000, 0.007967, 0.004426,29224,43289,258806,350043,183587,6732,7113,8135,17031,22842,6902,782,6412,18694,1823,7834,11060,9488,19816,12724,14940,14964,32908,20852,14940,13245,668298,263063,305711,92690,133355,3467241,4285885,7395320,147101,6953,7524,7153,17883,41486,81,50,50,22171,80,7824,7374,6562,17432,2043,
2.000000, 494.000000, 494.000000, 1080.000000, 0.007967, 0.004426,39152,41687,439678,361434,170844,6913,5791,8446,17723,22581,7614,681,6462,19476,1363,7895,9908,9407,21109,12543,14940,14964,32908,20852,14940,15228,619479,280295,350805,94063,132314,3405668,3951802,7115175,139126,8285,8025,18193,17502,17232,90,50,50,19246,100,7744,6763,6442,17231,1403,
3.000000, 662.000000, 662.000000, 1568.000000, 0.001538, 0.003578,37709,78054,466327,675551,163490,9197,8977,10499,23694,30306,9207,962,8956,23883,1894,10500,13214,16049,26038,18545,21468,21492,46236,29959,21468,24796,1203131,604471,544019,22591,182706,6871346,8344293,14417544,204085,49040,12323,11501,27220,24335,80,50,50,22281,50,9908,9507,17743,22531,2113,
3.000000, 662.000000, 662.000000, 1568.000000, 0.001538, 0.003578,113289,68106,399995,492896,218382,9137,8486,10449,22381,29044,9227,952,8806,24395,1894,10209,13565,12664,25016,18163,21468,21492,46236,29959,21468,17442,1312842,369809,465686,27100,174751,7050536,7797439,14507078,286166,9938,23503,18554,37448,23493,81,50,50,30957,50,10028,10139,9758,22331,1763,
3.000000, 662.000000, 662.000000, 1568.000000, 0.001538, 0.003578,54230,84345,453012,506150,239230,10079,9758,11401,25497,32610,9046,1082,10139,26939,2134,11571,13375,13976,28312,19205,21468,21492,46236,29959,21468,20818,1391107,375640,485612,25817,203534,6412073,8072123,14096584,229792,12683,11011,14858,40254,26989,91,50,50,24615,60,10930,10859,9056,25206,1763,
3.000000, 662.000000, 662.000000, 1568.000000, 0.001538, 0.003578,45003,68346,372365,501471,149194,9367,8736,11561,22592,30176,9367,1363,8887,24245,1893,10529,12493,12262,25427,18143,21468,21492,46236,29959,21468,18294,1178726,367465,523452,120040,184149,7133318,7582634,14287975,203985,9657,10059,9828,23413,23192,181,50,50,36126,622,9728,11822,8756,22592,1723,
3.000000, 662.000000, 662.000000, 1568.000000, 0.001538, 0.003578,54040,66042,377413,497925,165785,9057,8015,10740,25066,36146,9367,961,9137,29374,1904,10249,13615,12533,26709,19997,21468,21492,46236,29959,21468,20147,1232935,377303,441702,117536,183787,6722843,7660978,14449702,210066,10329,11120,25317,23002,23623,81,50,50,22211,271,11131,8766,8576,22652,1763,
4.000000, 685.000000, 685.000000, 1967.000000, 0.004685, 0.004192,44321,100655,456630,676583,172256,11060,10740,12343,27700,37559,11331,1172,10599,29274,2374,14567,16550,17772,29865,22852,26348,26372,53212,34989,26348,29614,1968598,517451,565830,27480,359421,7734152,8559619,18257851,325408,52987,14457,12282,32810,27170,70,50,50,26990,50,11842,11912,10469,27771,2405,
4.000000, 685.000000, 685.000000, 1967.000000, 0.004685, 0.004192,137643,79997,452001,619428,280706,11110,10249,12824,27430,37318,11101,1212,10399,29394,2335,12022,16580,15007,29534,21890,26348,26372,53212,34989,26348,20458,1540611,439217,506461,34423,228209,7931996,8660764,17516930,323975,11772,25608,11662,42578,26138,80,50,50,27230,61,11892,12042,11140,28071,2093,
4.000000, 685.000000, 685.000000, 1967.000000, 0.004685, 0.004192,53849,80999,467358,777398,212270,10750,10779,14136,28202,40875,13475,1192,10960,29324,2294,12343,15689,17602,30035,24846,26348,26372,53212,34989,26348,24635,1536243,430962,520256,26509,251853,7831651,9650975,17224893,323204,12964,13525,30857,49531,25767,100,50,50,26769,60,10870,13415,12734,27611,1934,
4.000000, 685.000000, 685.000000, 1967.000000, 0.004685, 0.004192,49030,81249,484340,677264,179100,10830,10860,12664,27761,38000,12033,1182,10549,29584,2335,12643,15048,14636,30416,20788,26348,26372,53212,34989,26348,24966,1776805,444016,518653,142331,244239,7924862,8616674,17835174,324376,11441,13354,11902,32089,26258,70,50,51,26759,60,11391,11621,10630,31758,7504,
4.000000, 685.000000, 685.000000, 1967.000000, 0.004685, 0.004192,68956,94684,676644,727557,188666,10870,10540,12713,30216,38451,11031,1192,10780,33090,2344,11942,16931,14877,29585,22482,26348,26372,53212,34989,26348,27371,1610309,445087,524063,187214,252424,7567937,8541506,17771376,328604,12513,12383,28031,31107,27180,120,60,50,27621,290,13876,12072,10870,27902,2194,
5.000000, 313.000000, 176.000000, 1557.000000, 0.861971, 0.028264,32540,75489,166907,188166,171485,4108,4117,4609,13375,20027,4038,1142,511,12944,2244,6612,7694,6843,16481,25787,19392,19416,13996,6409,19392,11621,693144,238619,237466,15959,224953,1173366,1916622,5100502,316532,15658,5741,2354,13265,9427,81,60,60,12062,60,4629,4358,691,13625,1964,
5.000000, 313.000000, 176.000000, 1557.000000, 0.861971, 0.028264,34313,70519,165194,186002,210456,3817,4207,5029,13415,18163,6442,1122,471,12683,2074,4689,5550,5951,16661,25567,19392,19416,13996,6409,19392,10048,619919,232808,236464,12633,238238,1503163,1259424,4540263,313977,4829,11241,2144,17963,9107,110,51,60,12193,60,4408,4248,1613,13554,1653,
5.000000, 313.000000, 176.000000, 1557.000000, 0.861971, 0.028264,29284,56143,143874,156868,151849,3396,3286,3717,11120,16621,3797,1022,351,10719,1954,5129,5250,5069,13865,26770,19392,19416,13996,6409,19392,7634,501983,196211,198715,11050,205067,1066309,1542294,4155937,258775,3296,4408,2134,14667,7174,70,50,50,10008,50,4238,3657,832,11300,2395,
5.000000, 313.000000, 176.000000, 1557.000000, 0.861971, 0.028264,27771,56434,138836,153262,142161,3366,3196,3877,11130,16580,3366,942,381,10449,1863,3616,4679,4718,13695,20618,19392,19416,13996,6409,19392,8225,560860,193305,203173,11842,185451,1196028,1073472,4248818,254177,3226,4478,1002,11130,7213,80,50,50,9919,50,3777,3607,561,11251,1413,
5.000000, 313.000000, 176.000000, 1557.000000, 0.861971, 0.028264,31668,52456,144817,151889,142522,3386,2886,4017,11290,16370,3446,951,410,10670,1823,3797,4939,6182,13294,20819,19392,19416,13996,6409,19392,8796,521518,196360,198304,11972,183106,964994,1132581,3930061,250721,3096,4588,5079,10980,7685,60,50,50,10159,60,4027,3636,411,11251,1423,
6.000000, 130.000000, 130.000000, 1282.000000, 0.215690, 0.075858,28332,55652,394545,578062,132774,3025,3397,5531,14848,14847,2765,902,2214,15118,1493,3246,10239,7294,15989,17673,15908,15932,22404,14296,12968,8165,364510,257443,324837,10048,733999,406196,499407,1806058,688726,13375,5770,4819,15709,6692,80,50,60,14567,101,3306,3396,2956,15078,1503,
6.000000, 130.000000, 130.000000, 1282.000000, 0.215690, 0.075858,76500,53689,388454,580808,171255,2996,2865,5520,14867,14306,2805,891,2254,15128,1452,3105,3887,6121,16149,18374,15908,15932,22404,14296,12968,7765,427906,249559,303267,9377,624688,425372,428858,1740839,904312,2625,7314,3377,22932,6672,80,60,60,14777,60,3337,3025,3076,15008,1273,
6.000000, 130.000000, 130.000000, 1282.000000, 0.215690, 0.075858,29204,53308,411356,585626,149605,2895,2885,5961,15047,14426,2875,901,2244,14927,1413,3527,4469,6271,16661,17662,15908,15932,22404,14296,12968,6461,346987,247485,303327,10549,667286,406437,538098,1796712,660223,2745,5570,3526,17512,6271,80,61,60,14166,110,3406,3266,2845,15418,1483,
6.000000, 130.000000, 130.000000, 1282.000000, 0.215690, 0.075858,25527,48368,389827,551594,128636,2635,2564,4849,13355,12943,2445,801,1903,13395,1282,3116,3546,5370,14978,15048,15908,15932,22404,14296,12968,6482,347608,220635,265338,17743,572482,430821,372204,1785651,746612,3577,4989,2906,13605,9167,50,50,50,19797,50,2915,2755,2414,14476,1813,
6.000000, 130.000000, 130.000000, 1282.000000, 0.215690, 0.075858,28352,47478,386671,555251,176815,2645,2885,5721,13434,12564,2465,782,1933,13615,1253,2866,3677,6633,13916,17822,15908,15932,22404,14296,12968,6612,308477,227068,266560,16139,562193,318035,369599,1570516,562454,2835,5189,10199,13265,6072,70,50,50,12633,60,3316,2725,2304,13064,1002,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,8967,22372,60922,67835,47528,1773,1693,2204,4177,6812,1813,360,300,4518,711,2094,3016,3145,23293,10759,5600,5624,5516,2672,5600,6211,107548,95836,99994,5180,81600,241303,533190,1047806,103451,1943,2335,601,4849,4438,90,50,50,4318,60,2314,1974,351,4308,841,
