Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF1 Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF1 InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF1 Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF1 Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF1 Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF1 Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF1 Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF1 Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF1 Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF1 Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time,
21.000000, 1723.000000, 1723.000000, 4117.000000, 0.517803, 0.001387,177065,238568,697522,1386026,480413,22421,16660,28963,40384,67624,15749,5059,4378,54721,5790,22090,24285,23573,47888,45022,56300,56324,92304,54593,56300,55081,7033074,1368274,875559,45704,608358,54961106,57650548,96000169,570518,17492,24996,14036,56333,72544,80,100,50,37930,191,16791,21219,4227,38591,5400,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,321902,605202,2199342,2449081,1187993,51745,50693,63146,131321,204075,52537,7714,13424,125521,15459,65781,82291,86238,151358,133155,184056,184080,287508,170152,184056,204917,67443253,2937458,3247798,137273,1656044,465788697,547745962,981607620,1833318,54731,78895,36908,128846,149064,81,50,50,119209,60,51735,54099,27180,132223,12053,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,322643,541054,2460461,2445423,1227385,52336,47407,78644,131411,203934,52186,7724,14096,125871,15318,58237,80748,78575,153772,100735,184056,184080,287508,170152,184056,155125,67665131,2945172,3114122,172407,1755356,460972227,523740429,968269601,1593649,55211,142451,40144,130009,148252,100,50,51,120211,50,52126,53989,37899,128116,11792,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,322963,534212,2204060,2568891,1413016,52096,49241,70489,130871,203604,52727,7704,13986,126392,15288,59168,94293,109040,158021,98562,184056,184080,287508,170152,184056,156288,66921695,3327335,3162532,137673,1628403,450218796,526767602,976806498,1718548,55912,56915,44242,225504,152229,70,50,60,118718,110,53018,54079,35886,125731,11832,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,326029,532729,2218587,2467073,1233276,51604,48118,71812,131742,221578,52636,7815,14547,125691,15388,58938,77101,78885,153943,98721,184056,184080,287508,170152,184056,128997,67432764,2979865,2962083,149945,1589872,448474401,516667031,981431035,1590011,56945,58076,37579,128155,148904,130,61,50,124679,51,51565,53769,32259,128506,14336,
22.000000, 5300.000000, 5300.000000, 13571.000000, 0.526558, 0.000483,431503,528791,2256065,2541330,1196609,52577,47137,67484,133786,203824,52887,13084,15759,127484,15258,58147,78855,77994,155426,94745,184056,184080,287508,170152,184056,127514,67789739,2910057,3022684,143564,1601663,450632747,524098537,974521309,1628974,55382,57236,39903,130279,149615,71,50,50,120020,310,52126,53268,14507,127514,11902,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,7383,10790,71892,102829,42638,1132,1012,1823,3997,5360,1002,211,1192,4368,581,1293,2154,2475,3486,7343,2884,2908,4940,3086,2884,3136,65049,46906,95836,4328,45073,39042,40584,103290,59660,1282,1283,1453,3286,2465,70,50,50,4138,80,1703,1042,1042,3256,891,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,18354,13505,94764,123407,28492,1272,961,1543,3917,3476,1082,210,1052,4448,370,1482,1583,1914,3797,7373,2884,2908,4940,3086,2884,1803,53989,80247,103641,3857,54300,56774,35004,101917,56945,1002,1593,1343,4478,3196,91,50,50,4037,60,1482,1142,911,4097,371,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,5180,13134,63146,142723,22842,752,1062,1582,2956,5220,1212,401,782,3687,371,1042,1743,2314,3306,5721,2884,2908,4940,3086,2884,1893,43921,46235,81951,3868,41587,43019,61603,139186,52637,1062,1543,1142,4218,1834,111,50,60,3857,120,1011,852,1102,4278,340,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,4759,9157,65821,132674,43320,1242,861,1383,3928,5581,922,460,741,4238,380,1062,1703,1602,4779,6452,2884,2908,4940,3086,2884,1553,50162,70850,59690,14156,40094,54810,46916,127915,45805,792,1002,942,3026,2004,100,50,50,2895,70,1343,1001,912,4228,401,
23.000000, 48.000000, 48.000000, 224.000000, 0.058730, 0.097222,18433,11661,84225,108359,43299,1182,872,1333,3997,5710,872,431,992,4127,451,1032,1433,2274,3286,6041,2884,2908,4940,3086,2884,64980,58067,60340,59850,16690,29344,32119,46085,144034,39613,982,912,942,3928,2285,71,50,60,2925,80,1082,1202,812,3076,341,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,56304,94513,850092,1237584,234120,4428,4659,7454,24706,23032,3827,1483,2605,24956,2955,4628,5159,8365,26118,38862,26800,26824,35460,23691,26800,12012,585295,512071,640848,14437,338422,315740,334455,1589852,588672,6041,9628,8305,25196,7764,80,60,60,23924,60,4979,4538,4238,25066,3848,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,58908,120642,802855,1215353,250611,4388,5811,7353,25216,56163,3837,1502,3967,25187,2935,6863,5280,11290,26238,34754,26800,26824,35460,23691,26800,10339,568775,518102,633043,13315,323966,280204,337159,1614266,573754,3246,9608,4258,25107,9107,80,60,60,26288,60,6913,7494,4488,31177,2404,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,53929,67324,792496,1071659,205287,4308,3867,5901,25146,20518,3847,1303,2314,22231,2595,3667,8035,7174,26308,31287,26800,26824,35460,23691,26800,10699,483778,458864,596937,11711,250300,279414,334064,1676931,535183,2866,8486,4498,22101,7824,100,50,50,20888,60,4258,4548,4298,22201,2244,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,49360,111835,760478,1088921,313927,3948,4027,5771,22131,20548,3376,1382,2314,22221,2615,3766,7724,7002,23823,26709,26800,26824,35460,23691,26800,8756,482837,463351,554840,18303,297526,247986,302136,1495849,606415,3166,8415,3737,22181,6923,70,50,50,21370,90,4257,4147,3647,22121,2184,
24.000000, 66.000000, 66.000000, 2211.000000, 0.076737, 0.507576,54521,72172,761068,1043598,356244,3927,4107,6251,26219,20678,3417,2685,2395,22912,3477,4979,4999,7343,22912,30145,26800,26824,35460,23691,26800,9157,620971,570508,633785,14647,268764,246172,298910,1429998,541916,4478,8466,5250,22150,6903,80,50,50,21179,50,4448,6933,3587,22031,2144,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,8436,18875,103400,143845,45373,1102,1132,1343,4298,7003,1082,351,842,4318,662,1402,2034,2876,5059,8435,4964,4988,9600,5932,4964,4328,106866,88532,177026,4709,29104,164383,252514,508885,34874,1172,1503,1273,4308,3496,90,60,60,3997,70,1553,1132,1112,4217,701,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,28362,16460,96347,140979,40424,1022,892,1412,3857,6192,942,320,861,4167,661,1102,1703,1973,4579,7694,4964,4988,9600,5932,4964,3136,90045,95536,112157,4508,27050,211589,199176,513874,35505,871,1212,962,4328,3246,70,60,60,3737,70,1312,991,1072,3987,561,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,8756,24355,168199,142752,70119,892,962,1242,3937,6312,1032,350,731,4117,601,1322,1823,2044,4839,6872,4964,4988,9600,5932,4964,2845,132103,89504,114330,3727,44462,181703,228660,515928,50553,1052,10118,1273,3967,3286,90,70,60,12644,70,1122,1102,1052,11852,581,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,9277,16210,102217,142722,46115,892,952,1242,3957,6361,981,370,802,4138,661,1292,1944,2094,5050,7544,4964,4988,9600,5932,4964,2695,114380,93472,110343,29975,27180,197984,204626,579125,32439,831,1172,1022,3977,3306,90,60,60,3677,61,1473,1012,942,3988,531,
25.000000, 112.000000, 112.000000, 376.000000, 0.004464, 0.029974,30115,13625,100234,139757,46586,921,912,1302,3957,5861,1022,391,751,4228,631,1233,1923,1944,4859,6642,4964,4988,9600,5932,4964,2935,94534,98181,114320,28883,26759,172307,193335,508675,31107,912,1132,1072,3957,3337,90,60,60,3666,60,1323,1032,942,4047,511,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,54591,73495,954363,1138152,194848,4388,4778,11922,29023,22050,4338,2465,3547,24074,3516,6943,6011,10630,25647,27751,23212,23236,32280,21086,23212,12012,659723,502263,504687,17742,499598,571260,792265,3097071,559388,14556,7464,6402,24114,9788,80,60,50,28512,130,5200,4609,5410,25177,3316,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,117015,75349,592659,880858,299080,4308,4047,8836,24024,27511,4318,2916,3597,24044,2525,4899,7984,9627,25446,69448,23212,23236,32280,21086,23212,10269,609240,433076,506882,14907,306774,671184,650004,3065423,750319,36117,7825,5400,26168,9808,90,60,50,23092,60,4899,4538,4759,25026,2174,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,42107,66201,544391,742915,227147,3726,3626,7654,21700,19245,3827,1132,3116,21689,2264,4529,5670,8816,22832,31237,23212,23236,32280,21086,23212,9608,549991,409733,452661,12363,242886,681372,666575,2857311,519564,3597,6181,6372,22361,8275,80,50,50,20367,60,4689,4098,4308,22171,2014,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,51505,67023,797315,757893,203214,3807,5530,10159,21559,19356,3917,1132,4599,21499,2254,5971,6733,11581,22992,28222,23212,23236,32280,21086,23212,8917,645877,375319,483528,100585,346517,830005,606495,2824170,525025,3838,6332,5109,21229,8506,90,60,50,20508,50,4929,6823,3637,22261,1904,
26.000000, 132.000000, 132.000000, 1890.000000, 0.081038, 0.108471,39913,88062,642250,751862,203073,3958,3516,8045,22060,19055,3807,1142,3146,21690,2274,4157,6382,8546,22321,24956,23212,23236,32280,21086,23212,10259,616814,375290,489980,117896,245120,509797,602207,2709078,482797,3937,6562,10118,21269,8906,81,50,50,20507,90,4358,4277,3496,22501,1884,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,26929,63978,368577,550983,140688,3627,3467,6342,16631,23874,3476,972,2795,17632,1894,3948,4819,7264,17953,21269,16072,16096,23272,14760,16072,9868,495050,327693,349823,14787,175492,591627,681973,2235047,257623,13104,4699,3436,17321,7994,90,61,60,16741,70,4068,3687,3176,17382,1763,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,81449,62525,388904,512392,187234,3567,3135,6181,16591,23663,3577,1012,2605,17562,1903,3647,4999,7323,18273,22331,16072,16096,23272,14760,16072,7163,502593,287268,354531,10540,201219,618416,725092,2239405,276568,2975,7614,3567,20829,7764,90,70,60,16701,70,4217,3626,3547,17231,1472,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,27421,62715,361354,507543,162338,3156,3437,6552,17242,23834,3376,962,2525,17362,1883,3887,5731,6943,18273,21580,16072,16096,23272,14760,16072,7042,464944,287689,355033,12944,144065,620551,699705,2257859,233609,2916,4478,4318,20758,6762,90,60,60,16200,70,3927,3526,3116,16961,1543,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,22001,52366,310600,426895,122014,2916,2796,5650,14276,20227,2965,811,2124,14467,1593,3005,4017,5580,15789,20107,16072,16096,23272,14760,16072,6472,432845,244500,413891,61584,122956,544420,558526,2286131,194066,2855,3757,2855,13996,7794,70,50,50,16120,50,3807,3286,2424,14326,1763,
27.000000, 153.000000, 153.000000, 1288.000000, 0.113812, 0.055022,26398,49862,310420,431613,122735,2935,2565,5210,14136,19556,2885,792,2966,15188,1573,3066,4108,6442,14887,19627,16072,16096,23272,14760,16072,7193,390788,245452,299520,60171,138845,527599,542336,1882089,189848,2675,4027,5339,14266,6522,70,50,50,14066,100,3486,3336,2504,14216,1233,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,70359,196181,1221114,1671933,366613,8125,7755,10148,45274,62885,9588,2505,6603,47418,4849,9558,13044,15869,47728,19847,51364,51388,78744,54852,51364,25016,2880573,846746,1103588,27020,505149,4565750,6300738,21883703,626541,8205,13505,10890,73344,21319,80,50,50,43771,50,8906,8676,8756,45774,4097,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,72924,139757,1137791,1542385,533751,8155,7774,11030,46486,40605,9908,2475,6462,47257,7244,8185,11191,12863,47948,20477,51364,51388,78744,54852,51364,18233,3165787,803556,996361,35024,466086,4710135,5445848,19662591,629137,6642,16150,10068,49862,17662,70,50,50,45283,81,9006,8326,18805,46535,3878,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,73615,178729,1384735,2572277,451449,8275,7875,9898,46045,42989,7934,4608,6492,47858,4789,8075,16710,14417,47587,21359,51364,51388,78744,54852,51364,21780,2792542,1171452,1616510,30466,421464,4753405,5520164,19726719,620761,6151,12984,11652,50263,17021,80,50,51,44872,70,8826,32440,11471,50203,3787,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,71151,138184,1126140,1583409,370771,8175,8105,10279,46505,41406,7914,2414,6432,47207,4748,8435,11010,12924,49431,19987,51364,51388,78744,54852,51364,19185,2823117,818464,1008273,33271,440229,4798247,5292646,22214652,576309,7945,11321,9368,45333,17452,80,51,50,50383,50,9127,8295,8155,58607,5040,
28.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,77162,138455,1214031,1554778,628104,8155,7564,11612,47087,41607,8165,2535,6592,47808,4759,9548,12263,15008,47458,17762,51364,51388,78744,54852,51364,20117,2839217,818634,997123,28212,412699,4827241,5269202,19612429,566831,6652,11762,16260,44712,18584,80,50,50,45113,311,9447,8075,7834,46245,4138,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,68967,166716,1244106,1595402,419581,8205,8435,10249,45514,40785,8986,2404,6462,47998,4749,8385,11041,16891,47297,21419,51364,51388,78744,54852,51364,25387,2903485,798397,1127472,24565,480032,4966216,6551038,21209865,645076,8195,14216,10710,54129,20999,80,50,50,44391,70,8946,8496,8326,47557,3998,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,90466,139877,1133473,2336574,507763,9768,7634,13615,46175,48539,9187,2875,7273,57676,5360,9337,13385,14527,48159,21139,51364,51388,78744,54852,51364,18113,2975057,970865,1031886,41717,456699,5620668,6611419,22818100,636279,6532,19936,11992,49772,20949,70,60,60,44952,60,10068,9407,10950,51395,4609,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,83513,137303,1105722,1564585,430902,8125,7434,10189,46655,41115,7945,2395,6532,47066,6532,8476,11501,14307,48268,23904,51364,51388,78744,54852,51364,42758,3135852,803386,1063514,26178,418870,4775996,5586977,19390822,587580,6582,11340,12904,49962,25537,70,50,50,44111,80,8886,10199,8776,46425,3978,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,73205,137643,1134315,1637549,399093,8165,7554,10239,46716,70410,8105,2404,6973,47227,4759,8466,13625,12844,47888,19546,51364,51388,78744,54852,51364,20508,2871377,880468,1061851,36607,415013,5245329,5619828,20002727,596596,6902,11381,8215,46686,17141,80,50,50,44762,60,9227,8285,7985,46786,3937,
29.000000, 420.000000, 420.000000, 4140.000000, 0.016162, 0.023469,80027,139627,1109779,2125386,611294,8205,8936,12212,46155,41066,8295,5149,6562,59039,4768,9908,11912,15398,47327,17683,51364,51388,78744,54852,51364,21279,2870004,877953,1027268,30115,422225,4697853,5587217,19496968,571831,8766,11992,18054,45163,17482,80,51,60,44221,311,9267,14146,7895,46175,3857,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,174331,295744,1944614,2531171,611344,20357,20638,47026,85758,85708,20167,5300,16260,90556,7964,21099,28853,48679,95716,54691,88504,88528,128952,89726,88504,72874,9991681,1490299,1745818,64949,6222464,26488134,29478750,84227335,11957944,89625,30275,25116,107989,46525,70,50,50,104913,371,21029,63136,18494,101787,15037,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,187875,271119,1803665,2576815,899383,20418,19085,41477,87390,84455,20327,4007,16581,95656,7945,20989,29014,37539,102519,42077,88504,88528,128952,89726,88504,60922,9954121,1394894,1883210,72033,5416022,23245336,29244408,84426923,12102740,20809,57996,24685,124549,46746,80,50,50,107047,60,21479,22020,35014,99943,6351,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,157109,266199,1901885,2762847,754336,20467,18544,33712,88613,85187,48990,4018,16761,90957,12573,22001,30306,56674,105143,41847,88504,88528,128952,89726,88504,57856,9652818,1405633,1796832,62484,7434432,25382392,29941089,85920536,9768210,21649,28984,28062,111905,44632,90,50,50,84135,181,20578,21860,30015,115533,6642,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,150567,267141,1890103,2566867,711537,20367,19365,41156,90536,85647,20347,4017,16420,90626,7975,21599,28633,39653,115622,42759,88504,88528,128952,89726,88504,48348,9342768,1443142,1711044,69778,7459277,26532255,26240939,85737150,9438484,20969,28793,23323,108189,45855,70,50,50,102709,50,21239,21500,20308,122275,7323,
30.000000, 1074.000000, 1074.000000, 7017.000000, 0.054561, 0.006083,178568,269826,1892999,2608614,693094,20568,19957,44853,87802,85167,20978,4098,16741,91879,7974,21089,29695,38060,94223,41907,88504,88528,128952,89726,88504,48479,9777227,1458590,1719290,63938,7525669,27010805,26256588,88510696,9467207,21139,29545,51324,88723,45684,70,50,50,104622,80,21179,21449,16801,92540,6311,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,156588,368266,2097925,2644820,1075146,16701,17522,17683,78033,121433,13364,5550,7113,81971,11011,13936,32549,27822,87772,38811,121456,121480,164704,116586,121456,81540,18722153,1536855,2057401,48790,1206627,29895866,33256372,103141161,1231844,8987,27931,15288,80347,32560,81,50,50,73285,60,25005,17192,15358,85417,9347,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,178107,368808,1930958,2954089,1162947,16811,19696,28312,87731,88974,13314,5650,7023,106957,11200,13725,21049,21660,86810,34523,121456,121480,164704,116586,121456,38070,16609552,1456376,1847815,50012,1035423,31012629,35191387,101946435,1141367,8516,51975,25015,100826,34994,80,60,50,99313,60,18144,16871,21941,78705,8546,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,158261,347609,1970962,2754501,973609,16741,16530,17492,78054,89374,13344,5550,7223,81930,10970,13685,21199,23103,87310,37519,121456,121480,164704,116586,121456,40635,15872316,1521656,1864156,61153,1039750,30316288,33705366,101583188,1008784,8605,22511,16169,97219,31097,80,50,50,71361,80,17482,17322,16902,77482,8606,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,158211,350184,1937270,2616668,894614,16621,17863,18774,78324,89995,13475,5540,7314,79106,10981,13836,20317,21379,90476,34814,121456,121480,164704,116586,121456,39132,15877886,1548916,1849279,49702,1181561,30499846,33208954,101639842,1019664,9317,23222,15568,78764,30757,80,50,50,73115,80,17773,17252,13585,79897,9277,
31.000000, 1083.000000, 1083.000000, 9760.000000, 0.196275, 0.008321,178569,350014,1959471,2628159,888653,16640,17101,18414,79205,89975,13335,5670,7474,79597,11020,13255,20538,20959,87290,32510,121456,121480,164704,116586,121456,38661,15890229,1473398,1896324,50293,1185248,30345323,32812005,101769130,1017680,10229,23383,16170,78344,31718,70,50,50,72503,150,17983,16781,12984,77853,8575,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,219714,451730,3007236,4828633,1113847,20087,20447,22802,108048,108900,16911,6883,12874,111004,13034,35916,23464,33001,114800,45564,143284,143308,220024,162792,143284,94334,20466870,2614053,3380532,84085,1025935,33425522,38960554,142988935,1389312,13345,33321,23603,103600,37779,70,50,50,112988,80,23403,20317,22612,107247,11892,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,192384,426313,3017795,4019315,1467016,20067,29844,25677,107547,107578,16901,6552,11090,113468,13044,16911,24215,25707,114441,42658,143284,143308,220024,162792,143284,54350,20140520,2354306,3031120,97088,842879,34079334,37970924,140138627,1208481,12593,38340,53749,104542,35715,80,61,50,120702,71,21359,20097,25547,104441,10119,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,204907,423128,2828918,4250411,1060769,19957,19847,20217,117716,109050,16871,6572,10941,113068,13044,17102,32470,32199,121994,42058,143284,143308,220024,162792,143284,94463,19969255,2455642,2908083,80508,837168,34424587,37983558,137433326,1237504,22952,28483,25847,120711,35234,70,60,50,108660,60,20778,20367,23403,116895,10028,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,189027,465405,2916649,4115533,1027337,20057,22732,26178,110773,109301,17341,6552,11071,110453,13144,17622,23483,26649,120471,41095,143284,143308,220024,162792,143284,44853,19965438,2271443,2887105,67975,1048076,34460384,38745008,141200970,1250167,11632,29585,22742,105514,35335,80,50,50,104673,80,21119,20337,20006,106275,10971,
32.000000, 1086.000000, 1086.000000, 11578.000000, 0.000000, 0.009817,206550,435430,2918353,4135168,1115410,20036,20307,24846,114371,108440,16761,6562,11411,124810,13024,20007,24855,25567,116724,38621,143284,143308,220024,162792,143284,45334,19848434,2306108,2871046,83393,1005638,33818335,37929419,140203295,1175300,11291,29053,25657,104783,36046,80,70,51,102198,231,20738,19846,19857,118378,10128,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,311542,610703,4789170,6540589,1749645,30847,30787,53268,188006,166055,26599,10059,19286,195189,20097,27260,46575,50803,189838,69237,220180,220204,328120,245812,220180,147321,43537775,3584687,5069966,121333,2065967,66384497,77436838,300712716,2892676,24505,55873,36367,184369,58357,70,60,50,196512,351,31668,32139,34403,188627,19446,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,307155,619979,4604271,6626316,2259943,30897,31488,46345,207081,165444,26689,10209,19536,196081,20227,27079,37008,44812,199065,64759,220180,220204,328120,245812,220180,68335,45783882,4922225,5568383,129718,2077437,74573786,84210394,294555792,2283205,19556,58448,36127,184879,57565,100,51,50,200148,60,31888,31538,37599,196571,27551,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,305161,611133,4803657,7283123,1702168,30967,34854,44582,195790,167127,26759,10199,27270,196331,20227,27781,57946,58507,210707,64899,220180,220204,328120,245812,220180,76290,45197375,3638046,4850323,125340,1703601,67705866,79499337,313594858,2210351,19315,48629,39953,188026,56534,71,50,50,179520,80,31488,31638,36908,187995,16390,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,298618,609110,4670732,6466854,1706576,30906,31268,41036,188647,165875,26549,10509,19426,197172,20037,27581,36617,45213,199256,66983,220180,220204,328120,245812,220180,72252,42903689,3644277,4714543,125020,1728136,67653319,78577784,298250060,2376367,29645,50563,47107,181523,214083,70,50,60,213072,60,31578,31077,30566,190811,97810,
33.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,311873,609310,4679780,6747850,1687531,30796,34654,43951,197763,165814,26579,10078,20026,196762,20077,26318,37970,45103,197062,60421,220180,220204,328120,245812,220180,75258,52074341,3946603,4556783,109671,1839801,68143450,84971714,291523830,2144160,31087,48950,39623,178478,58147,70,50,50,186743,551,31939,31197,30355,186874,15449,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,319507,633695,5331948,6593637,1670960,30967,31057,41175,188797,176404,26409,10119,19355,195980,20117,26609,43069,50723,196361,74667,220180,220204,328120,245812,220180,171375,43651083,3545445,4843060,145096,2095551,66782559,78414594,291167777,2819491,20588,56774,35695,190701,57797,70,51,50,180672,61,42187,36297,32500,187796,16010,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,303919,618517,4743747,6504172,2395772,30937,30446,40955,188817,164743,26479,10099,18725,196601,20047,27140,37189,53257,195429,64298,220180,220204,328120,245812,220180,68085,43004745,3607519,4619558,129818,1804225,68725198,78338314,289459307,2280300,19415,56885,37128,189358,56885,100,50,50,183357,60,32099,35515,37830,188766,15369,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,304280,609670,4678176,6557850,1698271,30536,34143,37509,196101,164973,26479,10088,19296,196451,20057,27250,37358,51435,194107,63356,220180,220204,328120,245812,220180,73635,43015485,3617397,4580508,121864,1675840,66988136,79664491,291240140,2228926,34794,48619,38371,186903,56223,80,50,50,178699,70,31759,31408,36788,186904,15659,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,299671,621843,4501242,6721702,1584682,30887,30517,39713,189187,165484,26629,10089,19125,195529,20036,29504,40264,44772,196551,63557,220180,220204,328120,245812,220180,80197,43826435,3718813,4444006,115182,1686068,68243223,78090909,291559567,2390542,33982,49311,58968,179250,56284,70,50,50,185270,80,31678,32029,30877,186363,21930,
34.000000, 1473.000000, 1473.000000, 17857.000000, 0.016394, 0.008230,312505,606745,4663089,6415489,1574994,37188,30616,42218,191592,165645,26399,10059,19666,196060,20067,26699,36096,44531,192373,61393,220180,220204,328120,245812,220180,71040,43158999,3645268,4507333,110664,1806149,67412406,78570099,289471820,2201025,18784,53729,38520,180501,59379,80,50,51,183898,521,32811,31057,30636,188276,15388,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.045165, 0.010704,925030,1758692,19216883,21626731,4808917,75509,103570,138214,462850,413219,71402,24485,78223,491533,48178,74217,106646,189689,476686,176685,523332,523356,724796,560565,523332,370611,223140600,12440220,16822103,432885,9402989,207649204,245079826,965227991,15539545,159894,155716,94102,444406,143904,80,90,60,448083,290,94774,78123,90606,548288,38020,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.045165, 0.010704,913068,1696477,15920385,18178756,6995775,75929,72723,172467,570208,403601,77973,24104,54760,474261,48128,73856,96197,134357,551884,171535,523332,523356,724796,560565,523332,291856,223194099,9963208,15843574,370861,12015029,208490801,241508313,950122393,15233874,65009,160134,158962,446861,141860,90,50,50,506862,81,76310,76821,89414,453614,36317,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.045165, 0.010704,888913,1984005,18114888,19713224,4294701,75528,80498,112386,500410,403962,81510,24395,55091,477458,48019,75619,94864,190600,479251,167518,523332,523356,724796,560565,523332,295774,215491354,10213729,15099006,334494,9064257,215069038,251151192,938458711,14378593,57856,150436,100073,453163,142392,100,50,50,429339,351,75860,79205,89374,461268,37820,
35.000000, 2003.000000, 2003.000000, 42943.000000, 0.045165, 0.010704,875469,1682412,13788888,19725167,4014367,80057,72954,159032,449305,404744,89134,24495,54530,493668,48148,76571,94253,141941,465245,167728,523332,523356,724796,560565,523332,185391,207220566,11598524,14644290,323374,9050932,209125096,243091622,948524387,14612642,60481,148673,91238,439107,143163,80,50,60,434749,50,89334,77352,88973,439328,40204,
