Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF1 Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo Constructor Time,Avg Eigen InnerIterator Time,Avg CSF1 InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF1 Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF1 Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF1 Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSF1 Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF1 Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Avg Eigen Outer Sum Time,Avg CSF1 Outer Sum Time,Avg CSF2 Outer Sum Time,Avg CSF3 Outer Sum Time,Avg Armadillo Outer Sum Time,Avg Eigen Sum Time,Avg CSF1 Sum Time,Avg CSF2 Sum Time,Avg CSF3 Sum Time,Avg Armadillo Sum Time,Avg Eigen Norm Time,Avg CSF1 Norm Time,Avg CSF2 Norm Time,Avg CSF3 Norm Time,Avg Armadillo Norm Time
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,6320,7720,35320,32220,19140,760,960,1600,1900,3440,760,160,200,1780,300,1140,1520,1680,2420,5940,4040,4064,6404,3389,4040,2740,10140,37060,38360,5240,82840,131560,157300,230440,93260,900,980,920,1680,2460,220,860,540,1780,300,860,880,540,1920,320,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,15980,20180,86800,86340,54900,2320,2740,5040,4880,8600,2360,440,360,5120,640,3020,4020,4020,5740,6220,12416,12440,15852,8130,12416,6440,28540,117400,91560,10040,578620,759720,1196400,1553300,562040,2500,3820,2960,6420,6600,480,2700,1560,5180,800,2440,2660,1140,5920,740,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,16120,22980,105000,111440,73100,3160,3720,7980,6660,13060,3220,500,960,7160,760,3880,5060,6800,7940,7240,14172,14196,23648,13183,14172,8780,32060,138780,152020,17780,1376200,2192480,3754800,3238420,1687720,10520,5580,4700,8420,8900,720,5480,4220,7720,1080,3440,3140,3720,7800,1140,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,59020,95500,372500,462660,231680,11360,12300,25980,25100,38540,11700,1740,2440,25220,2620,11880,15920,18600,28620,23040,46344,46368,77508,45239,46344,32920,89160,510760,716580,29920,17123620,20951620,33151060,39489460,18072380,20660,17780,19300,33560,35900,2220,12320,15780,27580,3660,11340,12840,11020,27840,2880,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,50860,78520,375460,412260,207420,10840,12100,29540,22020,44380,12220,1900,2660,22560,2160,12140,24060,18860,31580,24100,51068,51092,85824,50188,51068,26560,89800,456180,472080,33220,21421860,25098700,39964260,50735040,17840260,19260,19240,15640,28840,42160,1940,17220,11920,27240,3100,15800,11720,13420,26100,2980,
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.002648, 0.002005,46180,78960,376280,589540,180680,14400,15800,16280,20760,31960,7560,1300,29760,20900,1620,10760,18000,14940,20860,18060,35708,35732,77712,50623,35708,46400,77700,500580,445660,27680,10687240,13425320,16010260,27039820,11445420,16940,29500,17180,28240,31340,1460,10760,14840,23940,3400,8160,8480,11100,20220,2500,
2.000000, 494.000000, 494.000000, 1080.000000, 0.007967, 0.004426,25540,24340,178820,250700,88120,3540,4120,7540,8360,12680,3760,2240,3200,9060,720,3800,5340,5800,12760,8460,14940,14964,32908,20852,14940,11080,31220,199540,282880,24980,1788520,2825080,3100440,4880600,2389920,7480,6400,8420,12260,9760,680,4160,7340,10220,1320,3800,3700,9500,10400,1200,
3.000000, 662.000000, 662.000000, 1568.000000, 0.001538, 0.003578,31920,37100,288540,303200,97540,4460,4960,8280,24340,17720,4300,840,4700,14300,1060,4640,10980,12460,15440,21540,21468,21492,46236,29959,21468,19960,55480,274180,357960,42060,3106740,4760680,5578480,10330160,3734960,18660,9380,11120,17920,13700,840,5360,8440,22260,1660,4860,5360,8820,13940,1600,
4.000000, 685.000000, 685.000000, 1967.000000, 0.004685, 0.004192,36560,43080,307660,455580,118380,5280,6380,10100,13560,20220,5320,940,5460,13300,1200,6320,8960,14280,21380,14700,26348,26372,53212,34989,26348,14340,60120,374300,425640,52260,3808900,5747840,5882500,11095000,4356980,12140,10920,12840,17840,16020,1260,7740,8000,16200,2260,6000,6140,8940,17600,2380,
5.000000, 313.000000, 176.000000, 1557.000000, 0.861971, 0.028264,20460,36640,100260,136340,127000,6800,2760,6240,6960,14840,1740,960,360,7520,1020,3040,4020,5100,8760,20640,19392,19416,13996,6409,19392,8180,45520,153440,160180,11840,1065580,1603660,1410900,2751900,977680,3460,4380,4360,8580,6200,1160,2360,2240,8340,1940,2220,2600,1820,7640,2280,
6.000000, 130.000000, 130.000000, 1282.000000, 0.215690, 0.075858,13640,31140,214200,264180,103260,1420,1900,2900,6720,7340,1340,600,1380,9500,680,1940,2800,3900,7260,11640,15908,15932,22404,14296,12968,5760,46660,145280,169920,14940,145700,231200,317160,809320,195580,2600,3120,3940,8460,4320,720,1520,2680,7660,1020,1800,1780,2220,6720,1340,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,6440,10020,37580,37960,27640,780,960,1720,2000,3540,800,240,200,2240,380,1500,2580,2960,6500,7160,5600,5624,5516,2672,5600,2940,10940,64080,67260,5260,240900,257700,363820,583600,193420,900,1240,900,2420,2440,280,960,560,2220,440,960,920,480,2160,560,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,18400,33720,105800,129200,91740,4400,3360,7560,6420,16680,2360,780,420,7180,1420,3020,4680,4960,7360,8440,16172,16196,17872,9026,16172,12440,31440,138080,128460,10700,753100,1204740,1554980,2478820,781660,5080,5200,4480,9220,8040,780,3180,2760,7580,1520,2840,3360,2200,7320,1840,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,8660,20480,38560,48120,36740,900,1260,2260,2820,4080,980,400,160,3020,420,1840,3360,3420,8760,8840,8364,8388,7248,3527,8364,3820,14180,92020,103420,6460,238100,337860,565660,1081480,379100,1300,1380,1340,3220,3140,400,1240,880,3400,700,1080,1140,740,3180,1040,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,17140,25880,73020,77320,83080,1840,2520,3900,5020,9260,1660,620,340,5140,880,2960,3900,3920,6460,16840,15348,15372,13160,6856,15348,6080,22740,150580,159280,9500,779780,1191840,2224440,3594220,1368000,3160,3720,3360,6680,5740,680,2220,1540,7280,1240,2080,2180,1120,5260,1300,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,6480,11840,43220,38480,30120,680,760,1560,1820,3400,700,220,200,1820,680,3200,1660,1760,2320,11500,3992,4016,4980,2538,3992,2280,11200,45340,40120,5940,37640,68060,96300,170400,52920,820,1020,800,2460,2360,200,700,560,1940,360,780,740,440,1980,400,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,19480,38440,118320,123300,129640,2600,4160,7120,9300,23060,4760,1200,500,7400,1280,3640,5340,5200,8960,14380,24164,24188,20536,11064,24164,9480,40000,469520,303360,18720,2892460,3987420,5649880,8785380,4560040,3240,5480,4880,9100,9080,1080,3440,3260,9480,1960,3500,3360,2780,10480,2060,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,2460,2860,13780,15880,7920,360,360,740,740,1420,340,100,140,840,220,880,1060,1020,1260,2580,1180,1204,2080,1123,1180,1400,6280,18180,17260,1240,6200,10040,15920,22620,9820,380,460,420,920,1060,160,380,220,820,180,380,360,200,1100,260,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,2360,3280,13540,16300,9860,440,480,820,860,1660,440,140,160,1020,160,660,1140,1100,1400,3000,1496,1520,2612,1406,1496,1300,6300,17540,19120,1240,9640,15440,22860,27300,11600,500,600,300,1060,1240,160,440,260,980,100,480,460,120,960,200,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,13640,7980,39980,41080,22380,860,1080,1840,2060,3620,820,200,260,2180,280,1340,1960,2020,2780,6040,4040,4064,6404,3389,4040,2880,11300,45520,50960,6320,94060,150180,153780,231480,102220,1000,1140,1020,2400,2740,360,940,720,4760,340,880,940,580,2260,360,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,15520,29680,97160,93460,84020,2560,3120,8160,5860,11480,2560,580,580,5440,920,3840,4480,5900,7280,8700,12416,12440,15852,8130,12416,8840,29660,125540,123340,16000,628080,1120240,1489300,2061500,818900,2900,5440,7860,11100,9120,820,2940,2520,6440,1240,3160,2920,2300,6080,1180,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,17920,54700,125100,126020,85380,3340,3840,8920,8700,11860,3420,540,780,7700,640,4200,5160,7840,8940,9100,14172,14196,23648,13183,14172,10760,37380,154240,164680,16980,2016040,2567260,3545780,3292700,1880880,6860,6480,6160,9820,9640,700,3340,5200,8480,1260,6380,3420,3240,11920,1160,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,53960,76480,400180,378020,225700,10140,11960,32920,20520,38960,17280,1580,3100,29080,1900,11660,20900,20560,26380,21240,46344,46368,77508,45239,46344,32940,109220,474520,459000,30640,17958160,21752480,34500600,40979940,19389420,20560,18020,25220,27220,34040,2840,13380,16560,27320,5820,10900,15340,9880,25100,3200,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,56960,84860,367720,498540,259320,11940,16420,27720,25480,50860,10740,1900,4020,23660,1940,12000,21960,29880,33100,24700,51068,51092,85824,50188,51068,31440,97520,821800,581700,38060,22501080,26642140,44884880,54865280,22365000,23200,19900,18700,32340,41820,2400,13760,14240,29480,3560,11980,13080,11260,35040,3540,
20.000000, 1624.000000, 1624.000000, 3837.000000, 0.424929, 0.001455,58440,178220,434120,445960,269140,11180,23540,32060,33880,48360,11500,1500,4040,23240,2040,12260,17260,27540,34600,29280,52544,52568,86828,50748,52544,30480,89560,486140,637920,38780,23235740,26732579,42049399,55629240,25316940,24680,19240,19660,38540,32300,2700,14060,13200,31200,3420,11620,11880,13200,25960,3820,
1.000000, 1138.000000, 1138.000000, 2596.000000, 0.002648, 0.002005,38800,63680,427660,404740,163020,7540,8880,14320,16940,37480,7760,1060,7400,17040,1380,8180,15360,16000,21160,16680,35708,35732,77712,50623,35708,20140,70800,364640,442600,28160,9768840,11817320,14290620,22728900,8959060,15740,14980,14900,22420,21320,1440,11880,13820,25820,2680,7460,7720,9600,19560,3040,
2.000000, 494.000000, 494.000000, 1080.000000, 0.007967, 0.004426,20480,19960,132980,188380,66620,3160,3800,6000,9620,11860,3100,580,2940,8480,720,3900,9200,5500,9600,7820,14940,14964,32908,20852,14940,8580,27520,159600,190300,20840,1741780,2514080,2861280,4107940,1958440,6880,8760,12320,10460,8760,640,6880,6560,8540,1220,3480,3520,4460,8760,1140,
3.000000, 662.000000, 662.000000, 1568.000000, 0.001538, 0.003578,29660,30720,236600,254260,123720,4080,5140,6660,10920,16320,6880,680,4160,10380,900,4780,6720,7780,12240,9760,21468,21492,46236,29959,21468,11140,52680,213820,280680,31640,2899420,4221740,4648840,7478780,3446240,8440,7800,9120,13400,12220,900,7680,7860,11660,1380,4500,4460,8580,12640,1300,
4.000000, 685.000000, 685.000000, 1967.000000, 0.004685, 0.004192,35880,37060,226460,364760,108520,5140,6180,9000,17820,18980,5380,860,5740,16480,1280,6360,7820,9860,14420,13460,26348,26372,53212,34989,26348,13300,51460,309820,293080,37880,3483000,4386500,5206520,8905280,3605180,10340,9260,9680,16160,15620,1080,5880,7840,13140,2600,5520,6260,7560,15320,2140,
5.000000, 313.000000, 176.000000, 1557.000000, 0.861971, 0.028264,15360,27320,70740,95460,76020,1680,2340,3160,5240,8780,1620,1020,220,5100,880,2160,3860,2720,6220,14520,19392,19416,13996,6409,19392,5420,26460,108980,134060,8660,755200,1022860,1009240,1977240,601140,2640,3400,2380,6260,5020,800,2100,1480,5940,1440,2060,1980,1480,5580,1520,
6.000000, 130.000000, 130.000000, 1282.000000, 0.215690, 0.075858,12140,25640,199460,281520,67180,1340,4420,3440,6120,6300,1180,680,1100,6220,680,1980,2780,3500,7200,10540,15908,15932,22404,14296,12968,4780,39340,173380,206360,16720,180100,257280,275380,786240,169360,2640,2900,4200,7560,5880,780,1700,2640,6460,800,1760,1840,2020,7080,780,
7.000000, 219.000000, 85.000000, 438.000000, 0.786004, 0.023529,5880,9080,32140,30100,23120,700,960,1600,1880,3220,760,280,140,1880,300,1280,2380,2640,5660,6500,5600,5624,5516,2672,5600,2840,11060,52040,50820,5140,202480,240220,301960,462320,154760,780,1080,680,2000,2020,180,940,460,2040,320,840,860,440,2040,440,
8.000000, 292.000000, 292.000000, 1250.000000, 0.733427, 0.014660,27540,27100,103640,95820,74700,2260,3080,7920,5600,11520,2200,520,360,10660,740,2620,9600,4940,6600,7460,16172,16196,17872,9026,16172,7380,39580,113180,119800,9500,673000,990100,1297960,1986240,596760,4000,4400,3660,8080,6620,540,5840,2440,6960,1240,2480,2600,1280,8480,1080,
9.000000, 331.000000, 104.000000, 662.000000, 0.830654, 0.019231,8120,13420,45000,41360,30800,900,1160,2020,2780,4680,900,340,200,2780,2500,1540,3020,3600,9280,7920,8364,8388,7248,3527,8364,3060,16140,74680,90320,9100,217740,330040,551420,903240,254340,960,1380,1340,3280,3100,360,1060,640,3180,740,2260,1100,480,2740,660,
10.000000, 608.000000, 188.000000, 1216.000000, 0.831237, 0.010638,17520,29120,93780,87780,89320,2000,2960,5480,5360,9660,1800,640,240,5380,1160,2720,3700,3520,6700,21980,15348,15372,13160,6856,15348,6940,24860,160980,188220,12060,928100,1277880,2411440,4373900,1634960,6160,3780,2680,6760,5720,740,2480,1580,5500,1320,1880,2100,1700,5900,2000,
11.000000, 85.000000, 85.000000, 304.000000, 0.676471, 0.042076,6800,10020,24420,27380,15460,560,700,1240,3220,2460,560,180,180,1500,240,1000,1320,1300,2000,4980,3992,4016,4980,2538,3992,2000,9500,29460,29840,4260,30420,48780,60840,117980,42300,660,760,580,1640,1640,140,660,360,1720,240,700,720,340,1720,360,
12.000000, 958.000000, 292.000000, 1916.000000, 0.835311, 0.006849,19060,33600,107020,117460,113060,2580,3880,6160,6940,16220,2500,860,520,7540,1140,3500,4840,4680,9120,8980,24164,24188,20536,11064,24164,9660,40100,214400,265540,16060,2149420,3486500,5024640,8052020,3968060,2940,8100,4400,13640,8140,980,3000,2980,8180,1840,2680,3260,1720,8380,1760,
13.000000, 39.000000, 39.000000, 85.000000, 0.405128, 0.055884,1820,2560,10940,11900,5960,300,300,520,580,1140,280,60,120,820,120,520,800,760,980,2340,1180,1204,2080,1123,1180,1000,4660,18520,12720,960,5620,7140,11380,17880,6640,400,380,240,680,880,140,300,200,700,80,340,300,100,620,160,
14.000000, 49.000000, 49.000000, 108.000000, 0.403061, 0.044981,2420,2740,11840,14480,6960,440,440,760,760,1360,400,140,120,960,140,620,1000,920,1260,2580,1496,1520,2612,1406,1496,1260,5180,14640,15100,1220,6860,11740,16580,24860,8740,460,580,240,960,1180,160,460,140,820,120,420,420,200,920,160,
15.000000, 118.000000, 118.000000, 297.000000, 0.528672, 0.021330,5720,6480,29100,29580,15440,760,800,1580,1740,2920,700,160,180,1660,220,1020,1460,1500,2240,5080,4040,4064,6404,3389,4040,2320,9540,32180,38260,4620,73380,97400,128180,200100,78000,780,900,820,1700,2020,160,840,600,1840,240,820,780,360,1800,320,
16.000000, 274.000000, 274.000000, 943.000000, 0.529807, 0.012561,12060,18200,73960,74560,49200,2340,2580,5080,4740,8380,2240,440,420,4900,520,2660,3520,4180,6620,5900,12416,12440,15852,8130,12416,6420,21100,90540,90720,13060,504040,771940,1120840,1497640,503800,2460,3640,3460,8840,6100,460,2700,1280,7180,820,4680,2460,1580,5460,740,
17.000000, 443.000000, 443.000000, 1033.000000, 0.424952, 0.005264,14860,19600,93280,97580,62380,3180,3520,12280,6360,10740,2960,560,620,6680,640,3560,5040,8600,8000,20020,14172,14196,23648,13183,14172,8580,24540,112240,132520,17660,1322560,1894420,3082920,3090640,1364760,5840,5120,4900,7980,8840,520,3500,3240,7340,1160,3200,6220,6800,7340,880,
18.000000, 1454.000000, 1454.000000, 3377.000000, 0.423182, 0.001597,52220,77480,299900,398960,162980,9820,11240,28520,24380,37900,10040,1340,2220,20500,1780,11120,14480,18420,23880,28140,46344,46368,77508,45239,46344,24020,79920,400660,453940,34940,18333920,21785820,33503300,40452960,15104780,16380,19800,15380,42880,36320,1880,18900,10960,22280,3100,9780,10420,8300,22700,2660,
19.000000, 1612.000000, 1612.000000, 3718.000000, 0.411681, 0.001431,51180,83620,333720,361160,181600,10600,12840,25420,24940,39140,10680,1440,3200,27760,2060,11900,15800,20740,27240,23140,51068,51092,85824,50188,51068,33080,86020,485140,418280,38340,20677480,27250760,38823260,47379920,18666100,18840,17340,13400,33100,31760,1820,15600,11900,35480,3500,11460,11700,9520,25580,3120,
