Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo COnstructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Armadillo Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Armadillo InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Armadillo Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Armadillo Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Armadillo Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Armadillo Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Min Armadillo Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Armadillo Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Armadillo InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Armadillo Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Armadillo Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Armadillo Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Armadillo Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Q1 Armadillo Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Armadillo Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Armadillo InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Armadillo Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Armadillo Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Armadillo Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Armadillo Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Median Armadillo Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Armadillo Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Armadillo InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Armadillo Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Armadillo Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Armadillo Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Armadillo Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Q3 Armadillo Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Armadillo Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Armadillo InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Armadillo Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Armadillo Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Armadillo Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Armadillo Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time,Max Armadillo Matrix Multiplication Time
474.000000, 800.000000, 800.000000, 4694.000000, -nan, 0.007334,22994,68308,109205,151724,20,13275,13967,20799,20,37039,40927,20,6242,19206,17734,10750,59532,39569,25550,59532,24315,215223,230111,22702,1228715,11275829,12366796,2268986,22994,68308,109205,151724,20,13275,13967,20799,20,37039,40927,20,6242,19206,17734,10750,59532,39569,25550,59532,24315,215223,230111,22702,1228715,11275829,12366796,2268986,22994,68308,109205,151724,20,13275,13967,20799,20,37039,40927,20,6242,19206,17734,10750,59532,39569,25550,59532,24315,215223,230111,22702,1228715,11275829,12366796,2268986,22994,68308,109205,151724,20,13275,13967,20799,20,37039,40927,20,6242,19206,17734,10750,59532,39569,25550,59532,24315,215223,230111,22702,1228715,11275829,12366796,2268986,22994,68308,109205,151724,20,13275,13967,20799,20,37039,40927,20,6242,19206,17734,10750,59532,39569,25550,59532,24315,215223,230111,22702,1228715,11275829,12366796,2268986,22994,68308,109205,151724,20,13275,13967,20799,20,37039,40927,20,6242,19206,17734,10750,59532,39569,25550,59532,24315,215223,230111,22702,1228715,11275829,12366796,2268986,
475.000000, 800.000000, 800.000000, 4661.000000, -nan, 0.007283,22833,67977,105628,152146,20,13295,14026,21120,20,37460,42169,20,6051,19206,18194,10850,59136,39112,25119,59136,25308,215174,229872,21580,1314846,11135406,12277237,2476184,22833,67977,105628,152146,20,13295,14026,21120,20,37460,42169,20,6051,19206,18194,10850,59136,39112,25119,59136,25308,215174,229872,21580,1314846,11135406,12277237,2476184,22833,67977,105628,152146,20,13295,14026,21120,20,37460,42169,20,6051,19206,18194,10850,59136,39112,25119,59136,25308,215174,229872,21580,1314846,11135406,12277237,2476184,22833,67977,105628,152146,20,13295,14026,21120,20,37460,42169,20,6051,19206,18194,10850,59136,39112,25119,59136,25308,215174,229872,21580,1314846,11135406,12277237,2476184,22833,67977,105628,152146,20,13295,14026,21120,20,37460,42169,20,6051,19206,18194,10850,59136,39112,25119,59136,25308,215174,229872,21580,1314846,11135406,12277237,2476184,22833,67977,105628,152146,20,13295,14026,21120,20,37460,42169,20,6051,19206,18194,10850,59136,39112,25119,59136,25308,215174,229872,21580,1314846,11135406,12277237,2476184,
476.000000, 800.000000, 800.000000, 4672.000000, -nan, 0.007300,22191,66455,104265,149892,20,13626,13485,21130,20,37590,40657,30,6131,18845,17533,10660,59268,39117,25096,59268,25097,209443,235041,21641,1241448,11169811,12046084,2262784,22191,66455,104265,149892,20,13626,13485,21130,20,37590,40657,30,6131,18845,17533,10660,59268,39117,25096,59268,25097,209443,235041,21641,1241448,11169811,12046084,2262784,22191,66455,104265,149892,20,13626,13485,21130,20,37590,40657,30,6131,18845,17533,10660,59268,39117,25096,59268,25097,209443,235041,21641,1241448,11169811,12046084,2262784,22191,66455,104265,149892,20,13626,13485,21130,20,37590,40657,30,6131,18845,17533,10660,59268,39117,25096,59268,25097,209443,235041,21641,1241448,11169811,12046084,2262784,22191,66455,104265,149892,20,13626,13485,21130,20,37590,40657,30,6131,18845,17533,10660,59268,39117,25096,59268,25097,209443,235041,21641,1241448,11169811,12046084,2262784,22191,66455,104265,149892,20,13626,13485,21130,20,37590,40657,30,6131,18845,17533,10660,59268,39117,25096,59268,25097,209443,235041,21641,1241448,11169811,12046084,2262784,
477.000000, 800.000000, 800.000000, 4667.000000, -nan, 0.007292,22753,68518,105017,148399,20,13505,13505,20488,20,37260,41458,20,5831,18966,17874,11031,59208,39292,25190,59208,24476,212839,226675,21129,1283808,12254625,12233345,2345729,22753,68518,105017,148399,20,13505,13505,20488,20,37260,41458,20,5831,18966,17874,11031,59208,39292,25190,59208,24476,212839,226675,21129,1283808,12254625,12233345,2345729,22753,68518,105017,148399,20,13505,13505,20488,20,37260,41458,20,5831,18966,17874,11031,59208,39292,25190,59208,24476,212839,226675,21129,1283808,12254625,12233345,2345729,22753,68518,105017,148399,20,13505,13505,20488,20,37260,41458,20,5831,18966,17874,11031,59208,39292,25190,59208,24476,212839,226675,21129,1283808,12254625,12233345,2345729,22753,68518,105017,148399,20,13505,13505,20488,20,37260,41458,20,5831,18966,17874,11031,59208,39292,25190,59208,24476,212839,226675,21129,1283808,12254625,12233345,2345729,22753,68518,105017,148399,20,13505,13505,20488,20,37260,41458,20,5831,18966,17874,11031,59208,39292,25190,59208,24476,212839,226675,21129,1283808,12254625,12233345,2345729,
478.000000, 800.000000, 800.000000, 4694.000000, -nan, 0.007334,22332,146244,166893,150322,20,16271,17793,20699,20,43321,46097,21,6211,20799,22332,10821,59532,44743,30340,59532,25037,256651,293691,22643,1206032,11660912,12705611,2465364,22332,146244,166893,150322,20,16271,17793,20699,20,43321,46097,21,6211,20799,22332,10821,59532,44743,30340,59532,25037,256651,293691,22643,1206032,11660912,12705611,2465364,22332,146244,166893,150322,20,16271,17793,20699,20,43321,46097,21,6211,20799,22332,10821,59532,44743,30340,59532,25037,256651,293691,22643,1206032,11660912,12705611,2465364,22332,146244,166893,150322,20,16271,17793,20699,20,43321,46097,21,6211,20799,22332,10821,59532,44743,30340,59532,25037,256651,293691,22643,1206032,11660912,12705611,2465364,22332,146244,166893,150322,20,16271,17793,20699,20,43321,46097,21,6211,20799,22332,10821,59532,44743,30340,59532,25037,256651,293691,22643,1206032,11660912,12705611,2465364,22332,146244,166893,150322,20,16271,17793,20699,20,43321,46097,21,6211,20799,22332,10821,59532,44743,30340,59532,25037,256651,293691,22643,1206032,11660912,12705611,2465364,
479.000000, 800.000000, 800.000000, 4661.000000, -nan, 0.007283,23865,145723,167985,151704,20,16942,17543,20930,20,41818,45936,20,6051,21190,22112,10710,59136,44221,29792,59136,25748,257563,299902,21871,1295750,11582444,12507009,2686259,23865,145723,167985,151704,20,16942,17543,20930,20,41818,45936,20,6051,21190,22112,10710,59136,44221,29792,59136,25748,257563,299902,21871,1295750,11582444,12507009,2686259,23865,145723,167985,151704,20,16942,17543,20930,20,41818,45936,20,6051,21190,22112,10710,59136,44221,29792,59136,25748,257563,299902,21871,1295750,11582444,12507009,2686259,23865,145723,167985,151704,20,16942,17543,20930,20,41818,45936,20,6051,21190,22112,10710,59136,44221,29792,59136,25748,257563,299902,21871,1295750,11582444,12507009,2686259,23865,145723,167985,151704,20,16942,17543,20930,20,41818,45936,20,6051,21190,22112,10710,59136,44221,29792,59136,25748,257563,299902,21871,1295750,11582444,12507009,2686259,23865,145723,167985,151704,20,16942,17543,20930,20,41818,45936,20,6051,21190,22112,10710,59136,44221,29792,59136,25748,257563,299902,21871,1295750,11582444,12507009,2686259,
480.000000, 800.000000, 800.000000, 19176.000000, -nan, 0.029962,91702,157335,268173,624381,20,37781,37019,54332,20,67126,70792,20,12594,60744,51868,26821,233316,99759,49763,233316,41548,488316,522390,53330,6287192,36020412,38642650,10824062,91702,157335,268173,624381,20,37781,37019,54332,20,67126,70792,20,12594,60744,51868,26821,233316,99759,49763,233316,41548,488316,522390,53330,6287192,36020412,38642650,10824062,91702,157335,268173,624381,20,37781,37019,54332,20,67126,70792,20,12594,60744,51868,26821,233316,99759,49763,233316,41548,488316,522390,53330,6287192,36020412,38642650,10824062,91702,157335,268173,624381,20,37781,37019,54332,20,67126,70792,20,12594,60744,51868,26821,233316,99759,49763,233316,41548,488316,522390,53330,6287192,36020412,38642650,10824062,91702,157335,268173,624381,20,37781,37019,54332,20,67126,70792,20,12594,60744,51868,26821,233316,99759,49763,233316,41548,488316,522390,53330,6287192,36020412,38642650,10824062,91702,157335,268173,624381,20,37781,37019,54332,20,67126,70792,20,12594,60744,51868,26821,233316,99759,49763,233316,41548,488316,522390,53330,6287192,36020412,38642650,10824062,
481.000000, 800.000000, 800.000000, 4672.000000, -nan, 0.007300,23084,146044,168757,151775,20,16631,17593,21240,20,42540,46567,20,6151,21069,22592,11031,59268,44200,29871,59268,25959,255549,292428,21440,1336947,11638119,12620311,2305956,23084,146044,168757,151775,20,16631,17593,21240,20,42540,46567,20,6151,21069,22592,11031,59268,44200,29871,59268,25959,255549,292428,21440,1336947,11638119,12620311,2305956,23084,146044,168757,151775,20,16631,17593,21240,20,42540,46567,20,6151,21069,22592,11031,59268,44200,29871,59268,25959,255549,292428,21440,1336947,11638119,12620311,2305956,23084,146044,168757,151775,20,16631,17593,21240,20,42540,46567,20,6151,21069,22592,11031,59268,44200,29871,59268,25959,255549,292428,21440,1336947,11638119,12620311,2305956,23084,146044,168757,151775,20,16631,17593,21240,20,42540,46567,20,6151,21069,22592,11031,59268,44200,29871,59268,25959,255549,292428,21440,1336947,11638119,12620311,2305956,23084,146044,168757,151775,20,16631,17593,21240,20,42540,46567,20,6151,21069,22592,11031,59268,44200,29871,59268,25959,255549,292428,21440,1336947,11638119,12620311,2305956,
482.000000, 800.000000, 800.000000, 4667.000000, -nan, 0.007292,22652,143619,168035,149630,20,15900,17593,20538,10,41779,45696,10,6052,20548,22101,10810,59208,44375,30053,59208,25287,252553,289814,21160,1260915,11574359,12789589,2571804,22652,143619,168035,149630,20,15900,17593,20538,10,41779,45696,10,6052,20548,22101,10810,59208,44375,30053,59208,25287,252553,289814,21160,1260915,11574359,12789589,2571804,22652,143619,168035,149630,20,15900,17593,20538,10,41779,45696,10,6052,20548,22101,10810,59208,44375,30053,59208,25287,252553,289814,21160,1260915,11574359,12789589,2571804,22652,143619,168035,149630,20,15900,17593,20538,10,41779,45696,10,6052,20548,22101,10810,59208,44375,30053,59208,25287,252553,289814,21160,1260915,11574359,12789589,2571804,22652,143619,168035,149630,20,15900,17593,20538,10,41779,45696,10,6052,20548,22101,10810,59208,44375,30053,59208,25287,252553,289814,21160,1260915,11574359,12789589,2571804,22652,143619,168035,149630,20,15900,17593,20538,10,41779,45696,10,6052,20548,22101,10810,59208,44375,30053,59208,25287,252553,289814,21160,1260915,11574359,12789589,2571804,
483.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,134041,249998,394510,644770,20,48531,43792,69270,20,108904,115567,20,18474,64381,70011,39354,247884,136684,92071,247884,79779,747772,830879,101030,3262540,117522490,127164746,5858759,134041,249998,394510,644770,20,48531,43792,69270,20,108904,115567,20,18474,64381,70011,39354,247884,136684,92071,247884,79779,747772,830879,101030,3262540,117522490,127164746,5858759,134041,249998,394510,644770,20,48531,43792,69270,20,108904,115567,20,18474,64381,70011,39354,247884,136684,92071,247884,79779,747772,830879,101030,3262540,117522490,127164746,5858759,134041,249998,394510,644770,20,48531,43792,69270,20,108904,115567,20,18474,64381,70011,39354,247884,136684,92071,247884,79779,747772,830879,101030,3262540,117522490,127164746,5858759,134041,249998,394510,644770,20,48531,43792,69270,20,108904,115567,20,18474,64381,70011,39354,247884,136684,92071,247884,79779,747772,830879,101030,3262540,117522490,127164746,5858759,134041,249998,394510,644770,20,48531,43792,69270,20,108904,115567,20,18474,64381,70011,39354,247884,136684,92071,247884,79779,747772,830879,101030,3262540,117522490,127164746,5858759,
484.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,133200,250560,391965,656451,20,46837,45776,70582,20,108724,113303,20,18234,64552,69280,38362,247884,136684,91946,247884,80551,761268,832081,103595,3422420,116334412,127595053,5860392,133200,250560,391965,656451,20,46837,45776,70582,20,108724,113303,20,18234,64552,69280,38362,247884,136684,91946,247884,80551,761268,832081,103595,3422420,116334412,127595053,5860392,133200,250560,391965,656451,20,46837,45776,70582,20,108724,113303,20,18234,64552,69280,38362,247884,136684,91946,247884,80551,761268,832081,103595,3422420,116334412,127595053,5860392,133200,250560,391965,656451,20,46837,45776,70582,20,108724,113303,20,18234,64552,69280,38362,247884,136684,91946,247884,80551,761268,832081,103595,3422420,116334412,127595053,5860392,133200,250560,391965,656451,20,46837,45776,70582,20,108724,113303,20,18234,64552,69280,38362,247884,136684,91946,247884,80551,761268,832081,103595,3422420,116334412,127595053,5860392,133200,250560,391965,656451,20,46837,45776,70582,20,108724,113303,20,18234,64552,69280,38362,247884,136684,91946,247884,80551,761268,832081,103595,3422420,116334412,127595053,5860392,
485.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,144571,317335,389270,638587,20,49583,44042,70191,20,108644,113663,20,18224,69060,70011,36939,247884,136606,92106,247884,76704,771748,841779,110377,3639206,116866590,126585269,5874429,144571,317335,389270,638587,20,49583,44042,70191,20,108644,113663,20,18224,69060,70011,36939,247884,136606,92106,247884,76704,771748,841779,110377,3639206,116866590,126585269,5874429,144571,317335,389270,638587,20,49583,44042,70191,20,108644,113663,20,18224,69060,70011,36939,247884,136606,92106,247884,76704,771748,841779,110377,3639206,116866590,126585269,5874429,144571,317335,389270,638587,20,49583,44042,70191,20,108644,113663,20,18224,69060,70011,36939,247884,136606,92106,247884,76704,771748,841779,110377,3639206,116866590,126585269,5874429,144571,317335,389270,638587,20,49583,44042,70191,20,108644,113663,20,18224,69060,70011,36939,247884,136606,92106,247884,76704,771748,841779,110377,3639206,116866590,126585269,5874429,144571,317335,389270,638587,20,49583,44042,70191,20,108644,113663,20,18224,69060,70011,36939,247884,136606,92106,247884,76704,771748,841779,110377,3639206,116866590,126585269,5874429,
486.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,123882,252794,394550,640392,20,46908,45536,69640,20,109165,113813,20,18184,63890,69520,36899,247884,136697,92061,247884,77725,774773,850415,82325,3695742,115619301,127028690,5908291,123882,252794,394550,640392,20,46908,45536,69640,20,109165,113813,20,18184,63890,69520,36899,247884,136697,92061,247884,77725,774773,850415,82325,3695742,115619301,127028690,5908291,123882,252794,394550,640392,20,46908,45536,69640,20,109165,113813,20,18184,63890,69520,36899,247884,136697,92061,247884,77725,774773,850415,82325,3695742,115619301,127028690,5908291,123882,252794,394550,640392,20,46908,45536,69640,20,109165,113813,20,18184,63890,69520,36899,247884,136697,92061,247884,77725,774773,850415,82325,3695742,115619301,127028690,5908291,123882,252794,394550,640392,20,46908,45536,69640,20,109165,113813,20,18184,63890,69520,36899,247884,136697,92061,247884,77725,774773,850415,82325,3695742,115619301,127028690,5908291,123882,252794,394550,640392,20,46908,45536,69640,20,109165,113813,20,18184,63890,69520,36899,247884,136697,92061,247884,77725,774773,850415,82325,3695742,115619301,127028690,5908291,
487.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,118933,244849,377749,625794,20,45746,45024,68588,20,106479,111610,10,18074,63449,67687,37831,247884,136788,91976,247884,73588,741711,812374,99827,3642832,113651450,125069085,5765273,118933,244849,377749,625794,20,45746,45024,68588,20,106479,111610,10,18074,63449,67687,37831,247884,136788,91976,247884,73588,741711,812374,99827,3642832,113651450,125069085,5765273,118933,244849,377749,625794,20,45746,45024,68588,20,106479,111610,10,18074,63449,67687,37831,247884,136788,91976,247884,73588,741711,812374,99827,3642832,113651450,125069085,5765273,118933,244849,377749,625794,20,45746,45024,68588,20,106479,111610,10,18074,63449,67687,37831,247884,136788,91976,247884,73588,741711,812374,99827,3642832,113651450,125069085,5765273,118933,244849,377749,625794,20,45746,45024,68588,20,106479,111610,10,18074,63449,67687,37831,247884,136788,91976,247884,73588,741711,812374,99827,3642832,113651450,125069085,5765273,118933,244849,377749,625794,20,45746,45024,68588,20,106479,111610,10,18074,63449,67687,37831,247884,136788,91976,247884,73588,741711,812374,99827,3642832,113651450,125069085,5765273,
488.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,118232,549481,629661,635142,20,58249,57929,69260,20,122590,124534,20,18515,74139,80822,37320,247884,158693,111494,247884,83136,979828,1110022,101210,3539268,129121606,146563841,5953186,118232,549481,629661,635142,20,58249,57929,69260,20,122590,124534,20,18515,74139,80822,37320,247884,158693,111494,247884,83136,979828,1110022,101210,3539268,129121606,146563841,5953186,118232,549481,629661,635142,20,58249,57929,69260,20,122590,124534,20,18515,74139,80822,37320,247884,158693,111494,247884,83136,979828,1110022,101210,3539268,129121606,146563841,5953186,118232,549481,629661,635142,20,58249,57929,69260,20,122590,124534,20,18515,74139,80822,37320,247884,158693,111494,247884,83136,979828,1110022,101210,3539268,129121606,146563841,5953186,118232,549481,629661,635142,20,58249,57929,69260,20,122590,124534,20,18515,74139,80822,37320,247884,158693,111494,247884,83136,979828,1110022,101210,3539268,129121606,146563841,5953186,118232,549481,629661,635142,20,58249,57929,69260,20,122590,124534,20,18515,74139,80822,37320,247884,158693,111494,247884,83136,979828,1110022,101210,3539268,129121606,146563841,5953186,
489.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,132619,558978,638057,639991,20,59441,56676,69851,20,122720,125295,20,18896,75492,79850,37120,247884,158797,111599,247884,84638,999364,1114581,102572,3138637,129680544,147739667,6082709,132619,558978,638057,639991,20,59441,56676,69851,20,122720,125295,20,18896,75492,79850,37120,247884,158797,111599,247884,84638,999364,1114581,102572,3138637,129680544,147739667,6082709,132619,558978,638057,639991,20,59441,56676,69851,20,122720,125295,20,18896,75492,79850,37120,247884,158797,111599,247884,84638,999364,1114581,102572,3138637,129680544,147739667,6082709,132619,558978,638057,639991,20,59441,56676,69851,20,122720,125295,20,18896,75492,79850,37120,247884,158797,111599,247884,84638,999364,1114581,102572,3138637,129680544,147739667,6082709,132619,558978,638057,639991,20,59441,56676,69851,20,122720,125295,20,18896,75492,79850,37120,247884,158797,111599,247884,84638,999364,1114581,102572,3138637,129680544,147739667,6082709,132619,558978,638057,639991,20,59441,56676,69851,20,122720,125295,20,18896,75492,79850,37120,247884,158797,111599,247884,84638,999364,1114581,102572,3138637,129680544,147739667,6082709,
490.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,126447,570890,634320,646933,20,58771,57437,69461,21,122139,125796,20,18264,76864,79759,38271,247884,158615,111394,247884,77425,983986,1145619,106079,3430525,130094341,146896486,6002809,126447,570890,634320,646933,20,58771,57437,69461,21,122139,125796,20,18264,76864,79759,38271,247884,158615,111394,247884,77425,983986,1145619,106079,3430525,130094341,146896486,6002809,126447,570890,634320,646933,20,58771,57437,69461,21,122139,125796,20,18264,76864,79759,38271,247884,158615,111394,247884,77425,983986,1145619,106079,3430525,130094341,146896486,6002809,126447,570890,634320,646933,20,58771,57437,69461,21,122139,125796,20,18264,76864,79759,38271,247884,158615,111394,247884,77425,983986,1145619,106079,3430525,130094341,146896486,6002809,126447,570890,634320,646933,20,58771,57437,69461,21,122139,125796,20,18264,76864,79759,38271,247884,158615,111394,247884,77425,983986,1145619,106079,3430525,130094341,146896486,6002809,126447,570890,634320,646933,20,58771,57437,69461,21,122139,125796,20,18264,76864,79759,38271,247884,158615,111394,247884,77425,983986,1145619,106079,3430525,130094341,146896486,6002809,
491.000000, 800.000000, 800.000000, 19176.000000, -nan, 0.029962,91882,157386,263173,627948,20,39334,36358,55143,20,66685,71614,20,12303,59772,55675,28263,233316,99759,49830,233316,40486,485190,520256,51397,6001307,37077333,37837209,10721129,91882,157386,263173,627948,20,39334,36358,55143,20,66685,71614,20,12303,59772,55675,28263,233316,99759,49830,233316,40486,485190,520256,51397,6001307,37077333,37837209,10721129,91882,157386,263173,627948,20,39334,36358,55143,20,66685,71614,20,12303,59772,55675,28263,233316,99759,49830,233316,40486,485190,520256,51397,6001307,37077333,37837209,10721129,91882,157386,263173,627948,20,39334,36358,55143,20,66685,71614,20,12303,59772,55675,28263,233316,99759,49830,233316,40486,485190,520256,51397,6001307,37077333,37837209,10721129,91882,157386,263173,627948,20,39334,36358,55143,20,66685,71614,20,12303,59772,55675,28263,233316,99759,49830,233316,40486,485190,520256,51397,6001307,37077333,37837209,10721129,91882,157386,263173,627948,20,39334,36358,55143,20,66685,71614,20,12303,59772,55675,28263,233316,99759,49830,233316,40486,485190,520256,51397,6001307,37077333,37837209,10721129,
492.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,133661,450345,632857,638448,20,59442,56826,69420,20,121267,127799,20,18234,75221,80241,37030,247884,158901,111626,247884,81182,987352,1123176,104235,3216052,131859001,148668028,6074694,133661,450345,632857,638448,20,59442,56826,69420,20,121267,127799,20,18234,75221,80241,37030,247884,158901,111626,247884,81182,987352,1123176,104235,3216052,131859001,148668028,6074694,133661,450345,632857,638448,20,59442,56826,69420,20,121267,127799,20,18234,75221,80241,37030,247884,158901,111626,247884,81182,987352,1123176,104235,3216052,131859001,148668028,6074694,133661,450345,632857,638448,20,59442,56826,69420,20,121267,127799,20,18234,75221,80241,37030,247884,158901,111626,247884,81182,987352,1123176,104235,3216052,131859001,148668028,6074694,133661,450345,632857,638448,20,59442,56826,69420,20,121267,127799,20,18234,75221,80241,37030,247884,158901,111626,247884,81182,987352,1123176,104235,3216052,131859001,148668028,6074694,133661,450345,632857,638448,20,59442,56826,69420,20,121267,127799,20,18234,75221,80241,37030,247884,158901,111626,247884,81182,987352,1123176,104235,3216052,131859001,148668028,6074694,
493.000000, 2000.000000, 2000.000000, 19990.000000, -nan, 0.004998,130064,455494,639269,640301,20,58980,57929,70402,20,123281,126838,20,18405,75080,78136,38853,247884,158667,111459,247884,77545,1001678,1131142,107472,3538427,130847343,146837946,6485344,130064,455494,639269,640301,20,58980,57929,70402,20,123281,126838,20,18405,75080,78136,38853,247884,158667,111459,247884,77545,1001678,1131142,107472,3538427,130847343,146837946,6485344,130064,455494,639269,640301,20,58980,57929,70402,20,123281,126838,20,18405,75080,78136,38853,247884,158667,111459,247884,77545,1001678,1131142,107472,3538427,130847343,146837946,6485344,130064,455494,639269,640301,20,58980,57929,70402,20,123281,126838,20,18405,75080,78136,38853,247884,158667,111459,247884,77545,1001678,1131142,107472,3538427,130847343,146837946,6485344,130064,455494,639269,640301,20,58980,57929,70402,20,123281,126838,20,18405,75080,78136,38853,247884,158667,111459,247884,77545,1001678,1131142,107472,3538427,130847343,146837946,6485344,130064,455494,639269,640301,20,58980,57929,70402,20,123281,126838,20,18405,75080,78136,38853,247884,158667,111459,247884,77545,1001678,1131142,107472,3538427,130847343,146837946,6485344,
