Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo COnstructor Time,Avg Eigen InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Min Eigen Constructor Time,Min CSF2 Constructor Time,Min CSF3 Constructor Time,Min Armadillo Constructor Time,Min Eigen InnerIterator Time,Min CSF2 InnerIterator Time,Min CSF3 InnerIterator Time,Min Armadillo InnerIterator Time,Min Eigen Scalar Multiplication Time,Min CSF2 Scalar Multiplication Time,Min CSF3 Scalar Multiplication Time,Min Armadillo Scalar Multiplication Time,Min Eigen Vector Multiplication Time,Min CSF2 Vector Multiplication Time,Min CSF3 Vector Multiplication Time,Min Armadillo Vector Multiplication Time,Min Eigen Memory Usage,Min CSF2 Memory Usage,Min CSF3 Memory Usage,Min Armadillo Memory Usage,Min Eigen Transpose Time,Min CSF2 Transpose Time,Min CSF3 Transpose Time,Min Armadillo Transpose Time,Min Eigen Matrix Multiplication Time,Min CSF2 Matrix Multiplication Time,Min CSF3 Matrix Multiplication Time,Min Armadillo Matrix Multiplication Time,Q1 Eigen Constructor Time,Q1 CSF2 Constructor Time,Q1 CSF3 Constructor Time,Q1 Armadillo Constructor Time,Q1 Eigen InnerIterator Time,Q1 CSF2 InnerIterator Time,Q1 CSF3 InnerIterator Time,Q1 Armadillo InnerIterator Time,Q1 Eigen Scalar Multiplication Time,Q1 CSF2 Scalar Multiplication Time,Q1 CSF3 Scalar Multiplication Time,Q1 Armadillo Scalar Multiplication Time,Q1 Eigen Vector Multiplication Time,Q1 CSF2 Vector Multiplication Time,Q1 CSF3 Vector Multiplication Time,Q1 Armadillo Vector Multiplication Time,Q1 Eigen Memory Usage,Q1 CSF2 Memory Usage,Q1 CSF3 Memory Usage,Q1 Armadillo Memory Usage,Q1 Eigen Transpose Time,Q1 CSF2 Transpose Time,Q1 CSF3 Transpose Time,Q1 Armadillo Transpose Time,Q1 Eigen Matrix Multiplication Time,Q1 CSF2 Matrix Multiplication Time,Q1 CSF3 Matrix Multiplication Time,Q1 Armadillo Matrix Multiplication Time,Median Eigen Constructor Time,Median CSF2 Constructor Time,Median CSF3 Constructor Time,Median Armadillo Constructor Time,Median Eigen InnerIterator Time,Median CSF2 InnerIterator Time,Median CSF3 InnerIterator Time,Median Armadillo InnerIterator Time,Median Eigen Scalar Multiplication Time,Median CSF2 Scalar Multiplication Time,Median CSF3 Scalar Multiplication Time,Median Armadillo Scalar Multiplication Time,Median Eigen Vector Multiplication Time,Median CSF2 Vector Multiplication Time,Median CSF3 Vector Multiplication Time,Median Armadillo Vector Multiplication Time,Median Eigen Memory Usage,Median CSF2 Memory Usage,Median CSF3 Memory Usage,Median Armadillo Memory Usage,Median Eigen Transpose Time,Median CSF2 Transpose Time,Median CSF3 Transpose Time,Median Armadillo Transpose Time,Median Eigen Matrix Multiplication Time,Median CSF2 Matrix Multiplication Time,Median CSF3 Matrix Multiplication Time,Median Armadillo Matrix Multiplication Time,Q3 Eigen Constructor Time,Q3 CSF2 Constructor Time,Q3 CSF3 Constructor Time,Q3 Armadillo Constructor Time,Q3 Eigen InnerIterator Time,Q3 CSF2 InnerIterator Time,Q3 CSF3 InnerIterator Time,Q3 Armadillo InnerIterator Time,Q3 Eigen Scalar Multiplication,Q3 CSF2 Scalar Multiplication Time,Q3 CSF3 Scalar Multiplication Time,Q3 Armadillo Scalar Multiplication Time,Q3 Eigen Vector Multiplication Time,Q3 CSF2 Vector Multiplication Time,Q3 CSF3 Vector Multiplication Time,Q3 Armadillo Vector Multiplication Time,Q3 Eigen Memory Usage,Q3 CSF2 Memory Usage,Q3 CSF3 Memory Usage,Q3 Armadillo Memory Usage,Q3 Eigen Transpose Time,Q3 CSF2 Transpose Time,Q3 CSF3 Transpose Time,Q3 Armadillo Transpose Time,Q3 Eigen Matrix Multiplication Time,Q3 CSF2 Matrix Multiplication Time,Q3 CSF3 Matrix Multiplication Time,Q3 Armadillo Matrix Multiplication Time,Max Eigen Constructor Time,Max CSF2 Constructor Time,Max CSF3 Constructor Time,Max Armadillo Constructor Time,Max Eigen InnerIterator Time,Max CSF2 InnerIterator Time,Max CSF3 InnerIterator Time,Max Armadillo InnerIterator Time,Max Eigen Scalar Multiplication Time,Max CSF2 Scalar Multiplication Time,Max CSF3 Scalar Multiplication Time,Max Armadillo Scalar Multiplication Time,Max Eigen Vector Multiplication Time,Max CSF2 Vector Multiplication Time,Max CSF3 Vector Multiplication Time,Max Armadillo Vector Multiplication Time,Max Eigen Memory Usage,Max CSF2 Memory Usage,Max CSF3 Memory Usage,Max Armadillo Memory Usage,Max Eigen Transpose Time,Max CSF2 Transpose Time,Max CSF3 Transpose Time,Max Armadillo Transpose Time,Max Eigen Matrix Multiplication Time,Max CSF2 Matrix Multiplication Time,Max CSF3 Matrix Multiplication Time,Max Armadillo Matrix Multiplication Time
494.000000, 2000.000000, 2000.000000, 4000.000000, -nan, 0.001000,20809,218891,257914,126117,20,17964,17443,19687,20,74820,81052,20,3406,22733,23134,6262,56004,86530,71794,56004,33944,315973,359405,25318,80791,44747310,51769501,79799,20809,218891,257914,126117,20,17964,17443,19687,20,74820,81052,20,3406,22733,23134,6262,56004,86530,71794,56004,33944,315973,359405,25318,80791,44747310,51769501,79799,20809,218891,257914,126117,20,17964,17443,19687,20,74820,81052,20,3406,22733,23134,6262,56004,86530,71794,56004,33944,315973,359405,25318,80791,44747310,51769501,79799,20809,218891,257914,126117,20,17964,17443,19687,20,74820,81052,20,3406,22733,23134,6262,56004,86530,71794,56004,33944,315973,359405,25318,80791,44747310,51769501,79799,20809,218891,257914,126117,20,17964,17443,19687,20,74820,81052,20,3406,22733,23134,6262,56004,86530,71794,56004,33944,315973,359405,25318,80791,44747310,51769501,79799,20809,218891,257914,126117,20,17964,17443,19687,20,74820,81052,20,3406,22733,23134,6262,56004,86530,71794,56004,33944,315973,359405,25318,80791,44747310,51769501,79799,
495.000000, 2000.000000, 2000.000000, 4000.000000, -nan, 0.001000,20578,220133,258775,127499,20,17683,17152,19657,20,74820,81443,20,3497,22622,22852,6192,56004,87102,72272,56004,33503,317967,354905,24606,82324,52714614,49724115,79368,20578,220133,258775,127499,20,17683,17152,19657,20,74820,81443,20,3497,22622,22852,6192,56004,87102,72272,56004,33503,317967,354905,24606,82324,52714614,49724115,79368,20578,220133,258775,127499,20,17683,17152,19657,20,74820,81443,20,3497,22622,22852,6192,56004,87102,72272,56004,33503,317967,354905,24606,82324,52714614,49724115,79368,20578,220133,258775,127499,20,17683,17152,19657,20,74820,81443,20,3497,22622,22852,6192,56004,87102,72272,56004,33503,317967,354905,24606,82324,52714614,49724115,79368,20578,220133,258775,127499,20,17683,17152,19657,20,74820,81443,20,3497,22622,22852,6192,56004,87102,72272,56004,33503,317967,354905,24606,82324,52714614,49724115,79368,20578,220133,258775,127499,20,17683,17152,19657,20,74820,81443,20,3497,22622,22852,6192,56004,87102,72272,56004,33503,317967,354905,24606,82324,52714614,49724115,79368,
496.000000, 2000.000000, 2000.000000, 4000.000000, -nan, 0.001000,21210,220934,267401,126898,20,17442,16982,19366,20,74189,80451,20,3626,22542,22692,6172,56004,86712,71973,56004,34394,313839,357230,25768,80331,46616877,51962563,78507,21210,220934,267401,126898,20,17442,16982,19366,20,74189,80451,20,3626,22542,22692,6172,56004,86712,71973,56004,34394,313839,357230,25768,80331,46616877,51962563,78507,21210,220934,267401,126898,20,17442,16982,19366,20,74189,80451,20,3626,22542,22692,6172,56004,86712,71973,56004,34394,313839,357230,25768,80331,46616877,51962563,78507,21210,220934,267401,126898,20,17442,16982,19366,20,74189,80451,20,3626,22542,22692,6172,56004,86712,71973,56004,34394,313839,357230,25768,80331,46616877,51962563,78507,21210,220934,267401,126898,20,17442,16982,19366,20,74189,80451,20,3626,22542,22692,6172,56004,86712,71973,56004,34394,313839,357230,25768,80331,46616877,51962563,78507,21210,220934,267401,126898,20,17442,16982,19366,20,74189,80451,20,3626,22542,22692,6172,56004,86712,71973,56004,34394,313839,357230,25768,80331,46616877,51962563,78507,
497.000000, 2000.000000, 2000.000000, 11778.000000, -nan, 0.002945,61234,164118,264106,375655,20,33503,32080,50395,20,91061,100048,20,14858,53831,45615,26109,149340,98467,67930,149340,63038,588313,622507,64601,5458768,72910413,80106621,7803346,61234,164118,264106,375655,20,33503,32080,50395,20,91061,100048,20,14858,53831,45615,26109,149340,98467,67930,149340,63038,588313,622507,64601,5458768,72910413,80106621,7803346,61234,164118,264106,375655,20,33503,32080,50395,20,91061,100048,20,14858,53831,45615,26109,149340,98467,67930,149340,63038,588313,622507,64601,5458768,72910413,80106621,7803346,61234,164118,264106,375655,20,33503,32080,50395,20,91061,100048,20,14858,53831,45615,26109,149340,98467,67930,149340,63038,588313,622507,64601,5458768,72910413,80106621,7803346,61234,164118,264106,375655,20,33503,32080,50395,20,91061,100048,20,14858,53831,45615,26109,149340,98467,67930,149340,63038,588313,622507,64601,5458768,72910413,80106621,7803346,61234,164118,264106,375655,20,33503,32080,50395,20,91061,100048,20,14858,53831,45615,26109,149340,98467,67930,149340,63038,588313,622507,64601,5458768,72910413,80106621,7803346,
498.000000, 2000.000000, 2000.000000, 11766.000000, -nan, 0.002942,60403,168046,265568,382136,20,33182,32461,51126,20,91842,100679,20,14837,51586,46006,26470,149196,98770,68379,149196,64281,595497,621776,61766,5781153,73344989,81173181,7672872,60403,168046,265568,382136,20,33182,32461,51126,20,91842,100679,20,14837,51586,46006,26470,149196,98770,68379,149196,64281,595497,621776,61766,5781153,73344989,81173181,7672872,60403,168046,265568,382136,20,33182,32461,51126,20,91842,100679,20,14837,51586,46006,26470,149196,98770,68379,149196,64281,595497,621776,61766,5781153,73344989,81173181,7672872,60403,168046,265568,382136,20,33182,32461,51126,20,91842,100679,20,14837,51586,46006,26470,149196,98770,68379,149196,64281,595497,621776,61766,5781153,73344989,81173181,7672872,60403,168046,265568,382136,20,33182,32461,51126,20,91842,100679,20,14837,51586,46006,26470,149196,98770,68379,149196,64281,595497,621776,61766,5781153,73344989,81173181,7672872,60403,168046,265568,382136,20,33182,32461,51126,20,91842,100679,20,14837,51586,46006,26470,149196,98770,68379,149196,64281,595497,621776,61766,5781153,73344989,81173181,7672872,
499.000000, 2000.000000, 2000.000000, 11785.000000, -nan, 0.002946,61435,165270,266981,376116,20,34014,31820,50395,20,91041,98956,20,14617,46728,45616,26349,149424,98690,68048,149424,62928,585107,622518,66515,6214867,72866612,80474151,7976380,61435,165270,266981,376116,20,34014,31820,50395,20,91041,98956,20,14617,46728,45616,26349,149424,98690,68048,149424,62928,585107,622518,66515,6214867,72866612,80474151,7976380,61435,165270,266981,376116,20,34014,31820,50395,20,91041,98956,20,14617,46728,45616,26349,149424,98690,68048,149424,62928,585107,622518,66515,6214867,72866612,80474151,7976380,61435,165270,266981,376116,20,34014,31820,50395,20,91041,98956,20,14617,46728,45616,26349,149424,98690,68048,149424,62928,585107,622518,66515,6214867,72866612,80474151,7976380,61435,165270,266981,376116,20,34014,31820,50395,20,91041,98956,20,14617,46728,45616,26349,149424,98690,68048,149424,62928,585107,622518,66515,6214867,72866612,80474151,7976380,61435,165270,266981,376116,20,34014,31820,50395,20,91041,98956,20,14617,46728,45616,26349,149424,98690,68048,149424,62928,585107,622518,66515,6214867,72866612,80474151,7976380,
500.000000, 2000.000000, 2000.000000, 11779.000000, -nan, 0.002945,59973,164278,268324,381586,20,32781,32391,52438,20,92182,99116,20,15218,46928,44834,26800,149352,98471,68308,149352,64370,592211,620514,56446,5740157,72203258,80907543,7910648,59973,164278,268324,381586,20,32781,32391,52438,20,92182,99116,20,15218,46928,44834,26800,149352,98471,68308,149352,64370,592211,620514,56446,5740157,72203258,80907543,7910648,59973,164278,268324,381586,20,32781,32391,52438,20,92182,99116,20,15218,46928,44834,26800,149352,98471,68308,149352,64370,592211,620514,56446,5740157,72203258,80907543,7910648,59973,164278,268324,381586,20,32781,32391,52438,20,92182,99116,20,15218,46928,44834,26800,149352,98471,68308,149352,64370,592211,620514,56446,5740157,72203258,80907543,7910648,59973,164278,268324,381586,20,32781,32391,52438,20,92182,99116,20,15218,46928,44834,26800,149352,98471,68308,149352,64370,592211,620514,56446,5740157,72203258,80907543,7910648,59973,164278,268324,381586,20,32781,32391,52438,20,92182,99116,20,15218,46928,44834,26800,149352,98471,68308,149352,64370,592211,620514,56446,5740157,72203258,80907543,7910648,
501.000000, 2000.000000, 2000.000000, 11778.000000, -nan, 0.002945,66856,368491,399019,380444,20,40066,39925,51026,20,101721,108434,20,15098,51847,51957,26460,149340,110856,80139,149340,65042,713368,826831,57077,5562564,74921225,85658555,7967975,66856,368491,399019,380444,20,40066,39925,51026,20,101721,108434,20,15098,51847,51957,26460,149340,110856,80139,149340,65042,713368,826831,57077,5562564,74921225,85658555,7967975,66856,368491,399019,380444,20,40066,39925,51026,20,101721,108434,20,15098,51847,51957,26460,149340,110856,80139,149340,65042,713368,826831,57077,5562564,74921225,85658555,7967975,66856,368491,399019,380444,20,40066,39925,51026,20,101721,108434,20,15098,51847,51957,26460,149340,110856,80139,149340,65042,713368,826831,57077,5562564,74921225,85658555,7967975,66856,368491,399019,380444,20,40066,39925,51026,20,101721,108434,20,15098,51847,51957,26460,149340,110856,80139,149340,65042,713368,826831,57077,5562564,74921225,85658555,7967975,66856,368491,399019,380444,20,40066,39925,51026,20,101721,108434,20,15098,51847,51957,26460,149340,110856,80139,149340,65042,713368,826831,57077,5562564,74921225,85658555,7967975,
502.000000, 800.000000, 800.000000, 19176.000000, -nan, 0.029962,93185,158497,267021,622567,20,37701,36990,54042,21,67847,71935,20,12243,61164,52679,26910,233316,99720,49906,233316,40956,477956,536086,52298,6068473,36463323,38680281,10773878,93185,158497,267021,622567,20,37701,36990,54042,21,67847,71935,20,12243,61164,52679,26910,233316,99720,49906,233316,40956,477956,536086,52298,6068473,36463323,38680281,10773878,93185,158497,267021,622567,20,37701,36990,54042,21,67847,71935,20,12243,61164,52679,26910,233316,99720,49906,233316,40956,477956,536086,52298,6068473,36463323,38680281,10773878,93185,158497,267021,622567,20,37701,36990,54042,21,67847,71935,20,12243,61164,52679,26910,233316,99720,49906,233316,40956,477956,536086,52298,6068473,36463323,38680281,10773878,93185,158497,267021,622567,20,37701,36990,54042,21,67847,71935,20,12243,61164,52679,26910,233316,99720,49906,233316,40956,477956,536086,52298,6068473,36463323,38680281,10773878,93185,158497,267021,622567,20,37701,36990,54042,21,67847,71935,20,12243,61164,52679,26910,233316,99720,49906,233316,40956,477956,536086,52298,6068473,36463323,38680281,10773878,
503.000000, 2000.000000, 2000.000000, 11766.000000, -nan, 0.002942,60304,375485,406924,374222,20,40145,40617,51687,20,101971,108483,20,14708,52438,52478,26520,149196,111419,80921,149196,64340,732494,845827,56296,5598390,75324402,88383797,7727975,60304,375485,406924,374222,20,40145,40617,51687,20,101971,108483,20,14708,52438,52478,26520,149196,111419,80921,149196,64340,732494,845827,56296,5598390,75324402,88383797,7727975,60304,375485,406924,374222,20,40145,40617,51687,20,101971,108483,20,14708,52438,52478,26520,149196,111419,80921,149196,64340,732494,845827,56296,5598390,75324402,88383797,7727975,60304,375485,406924,374222,20,40145,40617,51687,20,101971,108483,20,14708,52438,52478,26520,149196,111419,80921,149196,64340,732494,845827,56296,5598390,75324402,88383797,7727975,60304,375485,406924,374222,20,40145,40617,51687,20,101971,108483,20,14708,52438,52478,26520,149196,111419,80921,149196,64340,732494,845827,56296,5598390,75324402,88383797,7727975,60304,375485,406924,374222,20,40145,40617,51687,20,101971,108483,20,14708,52438,52478,26520,149196,111419,80921,149196,64340,732494,845827,56296,5598390,75324402,88383797,7727975,
504.000000, 2000.000000, 2000.000000, 11785.000000, -nan, 0.002946,60554,364794,410069,376776,20,40737,39083,51056,20,100358,107863,20,14557,52078,51927,26379,149424,111378,80521,149424,65052,714490,821300,56456,6209166,75516472,88894574,9444114,60554,364794,410069,376776,20,40737,39083,51056,20,100358,107863,20,14557,52078,51927,26379,149424,111378,80521,149424,65052,714490,821300,56456,6209166,75516472,88894574,9444114,60554,364794,410069,376776,20,40737,39083,51056,20,100358,107863,20,14557,52078,51927,26379,149424,111378,80521,149424,65052,714490,821300,56456,6209166,75516472,88894574,9444114,60554,364794,410069,376776,20,40737,39083,51056,20,100358,107863,20,14557,52078,51927,26379,149424,111378,80521,149424,65052,714490,821300,56456,6209166,75516472,88894574,9444114,60554,364794,410069,376776,20,40737,39083,51056,20,100358,107863,20,14557,52078,51927,26379,149424,111378,80521,149424,65052,714490,821300,56456,6209166,75516472,88894574,9444114,60554,364794,410069,376776,20,40737,39083,51056,20,100358,107863,20,14557,52078,51927,26379,149424,111378,80521,149424,65052,714490,821300,56456,6209166,75516472,88894574,9444114,
505.000000, 2000.000000, 2000.000000, 11779.000000, -nan, 0.002945,61035,369964,407074,376426,20,40847,39745,51647,20,102622,109546,20,14688,52428,52078,26721,149352,111120,80504,149352,65162,719750,835958,61335,4827244,75669039,89107543,8083802,61035,369964,407074,376426,20,40847,39745,51647,20,102622,109546,20,14688,52428,52078,26721,149352,111120,80504,149352,65162,719750,835958,61335,4827244,75669039,89107543,8083802,61035,369964,407074,376426,20,40847,39745,51647,20,102622,109546,20,14688,52428,52078,26721,149352,111120,80504,149352,65162,719750,835958,61335,4827244,75669039,89107543,8083802,61035,369964,407074,376426,20,40847,39745,51647,20,102622,109546,20,14688,52428,52078,26721,149352,111120,80504,149352,65162,719750,835958,61335,4827244,75669039,89107543,8083802,61035,369964,407074,376426,20,40847,39745,51647,20,102622,109546,20,14688,52428,52078,26721,149352,111120,80504,149352,65162,719750,835958,61335,4827244,75669039,89107543,8083802,61035,369964,407074,376426,20,40847,39745,51647,20,102622,109546,20,14688,52428,52078,26721,149352,111120,80504,149352,65162,719750,835958,61335,4827244,75669039,89107543,8083802,
506.000000, 1000.000000, 1000.000000, 9990.000000, -nan, 0.009990,54402,127479,192120,325621,20,22923,23263,34494,20,55254,58981,10,9277,31399,33543,18495,123884,68308,42600,123884,36639,349255,362470,35597,1333531,27886354,30348743,2751340,54402,127479,192120,325621,20,22923,23263,34494,20,55254,58981,10,9277,31399,33543,18495,123884,68308,42600,123884,36639,349255,362470,35597,1333531,27886354,30348743,2751340,54402,127479,192120,325621,20,22923,23263,34494,20,55254,58981,10,9277,31399,33543,18495,123884,68308,42600,123884,36639,349255,362470,35597,1333531,27886354,30348743,2751340,54402,127479,192120,325621,20,22923,23263,34494,20,55254,58981,10,9277,31399,33543,18495,123884,68308,42600,123884,36639,349255,362470,35597,1333531,27886354,30348743,2751340,54402,127479,192120,325621,20,22923,23263,34494,20,55254,58981,10,9277,31399,33543,18495,123884,68308,42600,123884,36639,349255,362470,35597,1333531,27886354,30348743,2751340,54402,127479,192120,325621,20,22923,23263,34494,20,55254,58981,10,9277,31399,33543,18495,123884,68308,42600,123884,36639,349255,362470,35597,1333531,27886354,30348743,2751340,
507.000000, 1000.000000, 1000.000000, 9990.000000, -nan, 0.009990,55123,126778,193272,325240,20,24336,22563,35487,20,55304,59372,20,9307,32400,33613,18715,123884,68282,42509,123884,37180,347021,372760,35807,1414353,28912780,30593392,2878970,55123,126778,193272,325240,20,24336,22563,35487,20,55304,59372,20,9307,32400,33613,18715,123884,68282,42509,123884,37180,347021,372760,35807,1414353,28912780,30593392,2878970,55123,126778,193272,325240,20,24336,22563,35487,20,55304,59372,20,9307,32400,33613,18715,123884,68282,42509,123884,37180,347021,372760,35807,1414353,28912780,30593392,2878970,55123,126778,193272,325240,20,24336,22563,35487,20,55304,59372,20,9307,32400,33613,18715,123884,68282,42509,123884,37180,347021,372760,35807,1414353,28912780,30593392,2878970,55123,126778,193272,325240,20,24336,22563,35487,20,55304,59372,20,9307,32400,33613,18715,123884,68282,42509,123884,37180,347021,372760,35807,1414353,28912780,30593392,2878970,55123,126778,193272,325240,20,24336,22563,35487,20,55304,59372,20,9307,32400,33613,18715,123884,68282,42509,123884,37180,347021,372760,35807,1414353,28912780,30593392,2878970,
508.000000, 1000.000000, 1000.000000, 9990.000000, -nan, 0.009990,55063,135194,205205,323136,20,24606,22934,34956,20,56766,66074,20,9308,32180,33813,18795,123884,68334,42900,123884,36879,353854,370836,35386,1381922,28935273,30939352,2798069,55063,135194,205205,323136,20,24606,22934,34956,20,56766,66074,20,9308,32180,33813,18795,123884,68334,42900,123884,36879,353854,370836,35386,1381922,28935273,30939352,2798069,55063,135194,205205,323136,20,24606,22934,34956,20,56766,66074,20,9308,32180,33813,18795,123884,68334,42900,123884,36879,353854,370836,35386,1381922,28935273,30939352,2798069,55063,135194,205205,323136,20,24606,22934,34956,20,56766,66074,20,9308,32180,33813,18795,123884,68334,42900,123884,36879,353854,370836,35386,1381922,28935273,30939352,2798069,55063,135194,205205,323136,20,24606,22934,34956,20,56766,66074,20,9308,32180,33813,18795,123884,68334,42900,123884,36879,353854,370836,35386,1381922,28935273,30939352,2798069,55063,135194,205205,323136,20,24606,22934,34956,20,56766,66074,20,9308,32180,33813,18795,123884,68334,42900,123884,36879,353854,370836,35386,1381922,28935273,30939352,2798069,
509.000000, 1000.000000, 1000.000000, 9990.000000, -nan, 0.009990,56075,128411,194935,327094,20,23364,23705,34725,20,55485,60714,20,9178,35086,36258,18655,123884,68399,42809,123884,36999,352811,377358,36258,1376482,28301804,31411627,2839856,56075,128411,194935,327094,20,23364,23705,34725,20,55485,60714,20,9178,35086,36258,18655,123884,68399,42809,123884,36999,352811,377358,36258,1376482,28301804,31411627,2839856,56075,128411,194935,327094,20,23364,23705,34725,20,55485,60714,20,9178,35086,36258,18655,123884,68399,42809,123884,36999,352811,377358,36258,1376482,28301804,31411627,2839856,56075,128411,194935,327094,20,23364,23705,34725,20,55485,60714,20,9178,35086,36258,18655,123884,68399,42809,123884,36999,352811,377358,36258,1376482,28301804,31411627,2839856,56075,128411,194935,327094,20,23364,23705,34725,20,55485,60714,20,9178,35086,36258,18655,123884,68399,42809,123884,36999,352811,377358,36258,1376482,28301804,31411627,2839856,56075,128411,194935,327094,20,23364,23705,34725,20,55485,60714,20,9178,35086,36258,18655,123884,68399,42809,123884,36999,352811,377358,36258,1376482,28301804,31411627,2839856,
510.000000, 1000.000000, 1000.000000, 9990.000000, -nan, 0.009990,54643,128070,195406,316323,20,23374,23474,35156,20,55384,59782,10,9247,31659,33644,18655,123884,68386,42718,123884,36449,352891,372228,34906,1427958,30237735,31365059,2832873,54643,128070,195406,316323,20,23374,23474,35156,20,55384,59782,10,9247,31659,33644,18655,123884,68386,42718,123884,36449,352891,372228,34906,1427958,30237735,31365059,2832873,54643,128070,195406,316323,20,23374,23474,35156,20,55384,59782,10,9247,31659,33644,18655,123884,68386,42718,123884,36449,352891,372228,34906,1427958,30237735,31365059,2832873,54643,128070,195406,316323,20,23374,23474,35156,20,55384,59782,10,9247,31659,33644,18655,123884,68386,42718,123884,36449,352891,372228,34906,1427958,30237735,31365059,2832873,54643,128070,195406,316323,20,23374,23474,35156,20,55384,59782,10,9247,31659,33644,18655,123884,68386,42718,123884,36449,352891,372228,34906,1427958,30237735,31365059,2832873,54643,128070,195406,316323,20,23374,23474,35156,20,55384,59782,10,9247,31659,33644,18655,123884,68386,42718,123884,36449,352891,372228,34906,1427958,30237735,31365059,2832873,
511.000000, 3000.000000, 3000.000000, 6000.000000, -nan, 0.000667,30748,255238,269155,200506,20,13205,12614,28584,20,84819,100819,20,4699,20459,21961,9147,84004,111011,92429,84004,53299,448220,410190,35747,147707,100153332,99069049,132098,30748,255238,269155,200506,20,13205,12614,28584,20,84819,100819,20,4699,20459,21961,9147,84004,111011,92429,84004,53299,448220,410190,35747,147707,100153332,99069049,132098,30748,255238,269155,200506,20,13205,12614,28584,20,84819,100819,20,4699,20459,21961,9147,84004,111011,92429,84004,53299,448220,410190,35747,147707,100153332,99069049,132098,30748,255238,269155,200506,20,13205,12614,28584,20,84819,100819,20,4699,20459,21961,9147,84004,111011,92429,84004,53299,448220,410190,35747,147707,100153332,99069049,132098,30748,255238,269155,200506,20,13205,12614,28584,20,84819,100819,20,4699,20459,21961,9147,84004,111011,92429,84004,53299,448220,410190,35747,147707,100153332,99069049,132098,30748,255238,269155,200506,20,13205,12614,28584,20,84819,100819,20,4699,20459,21961,9147,84004,111011,92429,84004,53299,448220,410190,35747,147707,100153332,99069049,132098,
512.000000, 3000.000000, 3000.000000, 6000.000000, -nan, 0.000667,31269,265157,280797,195526,20,13466,12814,29004,20,86352,95650,20,5139,21240,21651,9137,84004,111011,92549,84004,54743,451167,422483,36899,119264,100753528,100276493,119655,31269,265157,280797,195526,20,13466,12814,29004,20,86352,95650,20,5139,21240,21651,9137,84004,111011,92549,84004,54743,451167,422483,36899,119264,100753528,100276493,119655,31269,265157,280797,195526,20,13466,12814,29004,20,86352,95650,20,5139,21240,21651,9137,84004,111011,92549,84004,54743,451167,422483,36899,119264,100753528,100276493,119655,31269,265157,280797,195526,20,13466,12814,29004,20,86352,95650,20,5139,21240,21651,9137,84004,111011,92549,84004,54743,451167,422483,36899,119264,100753528,100276493,119655,31269,265157,280797,195526,20,13466,12814,29004,20,86352,95650,20,5139,21240,21651,9137,84004,111011,92549,84004,54743,451167,422483,36899,119264,100753528,100276493,119655,31269,265157,280797,195526,20,13466,12814,29004,20,86352,95650,20,5139,21240,21651,9137,84004,111011,92549,84004,54743,451167,422483,36899,119264,100753528,100276493,119655,
513.000000, 800.000000, 800.000000, 19176.000000, -nan, 0.029962,92754,158758,269084,624802,20,40045,35877,54642,20,66415,72425,20,12313,60734,51827,27692,233316,99720,49886,233316,41017,491752,524895,52729,6074364,37098493,38011867,10790629,92754,158758,269084,624802,20,40045,35877,54642,20,66415,72425,20,12313,60734,51827,27692,233316,99720,49886,233316,41017,491752,524895,52729,6074364,37098493,38011867,10790629,92754,158758,269084,624802,20,40045,35877,54642,20,66415,72425,20,12313,60734,51827,27692,233316,99720,49886,233316,41017,491752,524895,52729,6074364,37098493,38011867,10790629,92754,158758,269084,624802,20,40045,35877,54642,20,66415,72425,20,12313,60734,51827,27692,233316,99720,49886,233316,41017,491752,524895,52729,6074364,37098493,38011867,10790629,92754,158758,269084,624802,20,40045,35877,54642,20,66415,72425,20,12313,60734,51827,27692,233316,99720,49886,233316,41017,491752,524895,52729,6074364,37098493,38011867,10790629,92754,158758,269084,624802,20,40045,35877,54642,20,66415,72425,20,12313,60734,51827,27692,233316,99720,49886,233316,41017,491752,524895,52729,6074364,37098493,38011867,10790629,
