Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
166.000000, 512.000000, 512.000000, 2192.000000, 0.628776, 0.008362,22882,82020,109241,80999,20,9147,7624,8135,1824,1523,8025,942,3065,11231,9327,4879,28356,36776,19559,25764,5410,149555,161587,5389,141501,5589745,5495261,94784,13174,21469,13334,5080,40,20,7594,260,2014,2024,8716,1793,
166.000000, 512.000000, 512.000000, 2192.000000, 0.628776, 0.008362,30656,74286,98611,82161,20,6382,7203,8105,2043,1613,7915,942,2785,9007,9818,4468,28356,36776,19559,25764,7304,140148,145046,5981,133145,5566403,5540083,108088,2174,11070,8265,5060,30,20,7724,40,2345,1473,7804,1042,
166.000000, 512.000000, 512.000000, 2192.000000, 0.628776, 0.008362,16820,81330,132934,79667,20,8696,7635,8305,2895,2154,7864,941,3116,9357,9107,6101,28356,36776,19559,25764,30456,137993,173469,9578,139095,5607537,5441502,80749,2134,13014,31648,4999,30,20,10058,30,2394,1744,8135,2084,
166.000000, 512.000000, 512.000000, 2192.000000, 0.628776, 0.008362,23073,76150,156959,108369,20,8746,7734,8756,2174,2194,8045,952,3486,9909,9317,5600,28356,36776,19559,25764,5840,207882,151810,8145,130279,5552486,5238199,130049,9738,1903,33682,5110,40,20,8245,20,2755,1984,8145,1192,
166.000000, 512.000000, 512.000000, 2192.000000, 0.628776, 0.008362,23934,121985,140278,121183,20,6292,9337,8175,2775,1833,8466,941,4258,9057,12763,6562,28356,36776,19559,25764,7163,144315,173960,10048,150667,5612205,5370623,81390,1784,3517,26539,5019,30,20,7574,20,1913,1483,8445,941,
166.000000, 512.000000, 512.000000, 2192.000000, 0.628776, 0.008362,29685,127985,112457,141851,20,6472,7584,9348,1884,1503,9277,971,4619,9076,9387,5861,28356,36776,19559,25764,10740,170573,188256,5350,160505,5545113,5483660,85467,15508,15108,35145,5410,30,20,7875,30,4167,1823,11962,972,
166.000000, 512.000000, 512.000000, 2192.000000, 0.628776, 0.008362,23223,119530,127344,118237,20,6212,7503,9337,2064,2174,12834,942,4258,9207,13676,5520,28356,36776,19559,25764,5811,151689,186002,5430,153483,5576551,5373297,117556,6542,5089,8356,5059,30,20,7954,40,2805,1623,8075,881,
166.000000, 512.000000, 512.000000, 2192.000000, 0.628776, 0.008362,44522,119791,148433,106757,20,11010,10459,8145,2113,1703,11391,941,2605,9136,9427,3797,28356,36776,19559,25764,27821,137794,162909,7053,119089,5611935,5389156,137202,2635,2164,12594,4868,40,20,10971,30,1894,9498,9197,1593,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,41086,267201,428848,176284,20,20328,20809,15118,3136,2675,23654,1924,3858,19636,24255,8656,58260,77412,51418,51924,9868,459003,475134,10920,305030,8066517,9453677,480854,5540,7233,22913,7935,30,20,22532,370,4087,3657,22953,1793,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,59369,292728,621312,171005,20,17783,26539,22041,3917,2645,26969,1943,3787,18834,24244,13094,58260,77412,51418,51924,17001,435350,476876,22211,285785,9707334,10578615,548889,13234,10379,33782,12082,40,20,39843,30,3507,7073,33211,2144,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,80819,337380,617645,240442,20,32359,23754,15148,4298,4188,22782,2184,6572,31388,29194,11562,58260,77412,51418,51924,14556,482938,487516,15238,403422,9320903,10216239,465966,17122,125210,39482,12894,41,30,31057,822,4578,15078,27701,4648,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,70760,296225,399644,172767,30,17271,24455,15098,3186,3096,32801,1943,5971,22491,26609,10389,58260,77412,51418,51924,17863,404003,460827,11361,302396,9126125,9115876,481084,3817,16440,22982,9177,40,20,21350,40,3827,3807,22441,2515,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,38160,312034,436241,204546,20,21199,21800,15579,3106,2766,23132,3065,4708,19907,27421,9197,58260,77412,51418,51924,87961,388414,503636,23524,343952,8548343,9298512,466588,3235,16170,95054,8005,40,20,21951,31,4498,6993,24565,4188,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,38901,285615,395457,177486,20,22662,22120,15248,4799,2735,22883,2024,4257,21860,25757,8456,58260,77412,51418,51924,9187,399264,515177,12543,331058,8449782,9329028,463482,11021,5019,92971,8296,30,20,22231,111,4388,3486,22923,1904,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,38471,268634,445378,179961,20,17532,23944,15458,4759,2675,23272,1953,6392,20047,24234,13424,58260,77412,51418,51924,9237,406488,478148,24164,345465,8466753,9509350,483058,3165,7914,95134,7905,40,20,21930,100,3597,3286,23563,1633,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,46485,260048,466367,184499,20,18514,21540,19065,2875,2494,23634,1954,4498,19656,24204,9237,58260,77412,51418,51924,14146,400186,517120,15839,407239,8461723,9368561,429800,7664,11371,24595,8535,31,20,26398,40,5140,4739,23663,6451,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,41046,347519,426494,172347,20,17532,23222,16360,3196,2685,25067,2856,3927,20127,39363,10880,58260,77412,51418,51924,9036,389686,499939,14366,335957,8464158,9171147,454155,7003,15979,29475,8025,40,30,26790,40,3537,4438,24725,1923,
167.000000, 434.000000, 434.000000, 4710.000000, 0.207730, 0.025006,142653,292859,406658,183648,20,17522,22271,15148,3196,3156,23333,1953,4118,20077,23974,8586,58260,77412,51418,51924,41927,419661,471988,10820,262112,8438381,9442086,485722,4098,3617,22812,7304,40,20,21489,40,3567,12273,24785,2324,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,1262,8075,9378,6152,20,972,672,1032,401,80,871,111,571,1112,1062,2235,1644,2064,982,1644,561,9718,13515,891,15609,19556,18634,16550,371,160,901,1092,41,20,642,31,311,100,1062,380,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,2174,7965,9558,11421,30,801,901,872,250,140,922,260,421,1062,1112,1403,1644,2064,982,1644,421,15198,13525,1222,26749,23604,16701,10349,290,100,601,601,40,31,792,40,451,130,982,110,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,1273,4358,9598,7463,30,712,791,1402,231,120,551,130,431,802,1092,1433,1644,2064,982,1644,772,14818,10449,871,11582,21089,22170,10379,321,140,942,741,30,30,862,30,281,111,982,130,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,2985,12714,12403,8997,20,1062,871,1262,451,160,1002,270,551,1222,1332,2235,1644,2064,982,1644,1002,14757,17241,1102,38020,25296,27601,7484,341,210,1553,882,90,40,671,30,390,110,1573,280,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,1543,12142,12292,7825,20,661,1283,1392,491,191,581,100,561,1203,1082,1743,1644,2064,982,1644,1001,13135,11852,671,11521,36677,19807,12283,301,260,1082,851,40,30,721,30,210,81,731,120,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,3106,13705,11982,12643,60,1222,1082,1623,281,130,871,281,351,1092,1142,2544,1644,2064,982,1644,711,20097,19677,882,15288,32209,30766,17232,381,180,801,1112,80,50,1062,30,411,130,1633,301,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,1753,8456,9157,12253,40,1012,1242,1483,210,80,1382,140,621,1223,1092,1122,1644,2064,982,1644,1242,12553,17482,1082,22120,22882,27000,9377,491,200,1222,1233,40,40,972,21,411,110,861,190,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,1172,5861,5350,8395,20,440,631,861,221,60,732,100,210,641,651,1092,1644,2064,982,1644,410,11791,9267,401,10409,21680,16029,8165,251,90,531,461,30,30,481,30,170,110,912,120,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,2164,4448,6121,7113,30,401,471,1342,191,60,561,190,210,691,1042,1463,1644,2064,982,1644,361,10920,8927,561,8646,21690,14888,9908,250,80,912,671,30,20,510,20,180,60,902,110,
168.000000, 32.000000, 32.000000, 126.000000, 0.712946, 0.123047,5750,4990,6132,6862,20,531,551,781,310,70,521,161,280,591,591,1934,1644,2064,982,1644,691,9328,10048,501,6953,20648,17252,11010,221,131,902,481,20,20,662,40,260,141,892,90,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,53689,271760,440169,171355,20,21419,17202,17242,3497,1313,18183,2314,4198,20899,24425,9737,58068,58456,38508,57912,10269,433638,623827,15048,2245598,21271620,19866959,2592436,5580,14957,22782,9768,30,20,17242,351,4538,4608,21359,1943,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,54841,284143,397441,172938,20,15338,16931,16410,3596,1193,18153,2174,4078,24214,20238,9507,58068,58456,38508,57912,13104,387842,481065,31457,2093608,21149716,20038734,2736790,9407,7073,23874,12753,30,20,17602,40,4508,3597,18604,2315,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,48439,258516,436873,163420,30,15007,17012,15849,3196,1263,18634,2174,6152,25086,22181,14226,58068,58456,38508,57912,10349,412559,521248,12814,2392007,21425163,19594337,2770904,15388,84455,20207,8626,110,60,17573,280,4388,4098,23493,3486,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,80358,279253,405214,190841,20,20357,16591,16380,3516,1243,18274,2184,4889,19085,23534,9898,58068,58456,38508,57912,18224,623796,495530,16721,2227475,21407760,19838305,2614566,4298,3756,20067,8255,41,20,17693,40,4047,2074,19335,3126,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,43220,329215,419882,184840,30,29344,18924,16350,3576,2014,18544,2264,9127,22150,23193,13414,58068,58456,38508,57912,108790,379608,533070,28353,2254485,21291216,19985566,2771004,6092,4939,105444,8115,40,21,23764,30,5611,6782,19626,4418,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,48028,317143,427276,240001,30,20258,16981,15979,3537,1262,18464,2164,7644,21209,20879,10650,58068,58456,38508,57912,10329,418168,558567,15298,2581455,24218488,20986225,2547082,9678,2825,95205,9527,30,30,18644,20,5109,2605,18554,3396,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,47096,240963,420683,169772,20,15679,16691,16730,3636,1242,18434,2204,4098,22462,23793,9528,58068,58456,38508,57912,11732,396770,538109,23212,2246930,21638705,19928030,2700915,4218,3627,96307,8165,30,20,26760,20,4569,2054,19015,2014,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,52867,237878,431763,170143,20,15217,16791,16120,3266,1293,18254,2204,4909,23653,21530,10750,58068,58456,38508,57912,11681,412899,515578,13565,2303594,21675643,20039335,2605019,5510,10008,98592,8585,30,20,17533,20,5219,2886,23503,2404,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,54280,347508,415123,164192,20,15518,16791,15779,3516,1252,18243,2184,4218,19917,20888,10740,58068,58456,38508,57912,11240,390898,518222,16370,2319213,21427186,20036380,2776924,4278,8195,19676,8255,30,20,17392,40,4478,2074,22862,1863,
169.000000, 1033.000000, 320.000000, 4732.000000, 0.610061, 0.014315,185060,258956,413770,172848,20,21169,16871,15799,3617,1233,18264,2204,4718,20077,21078,11912,58068,58456,38508,57912,44723,493928,503816,13294,2536392,21476858,20138558,2699883,4969,2294,19666,8054,30,20,18504,40,4819,7554,21440,3036,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,89264,493597,784662,313597,20,43921,36076,29915,7524,6212,33040,3907,8976,54269,38410,22011,107948,112612,74871,106484,20187,870620,949626,32480,8286231,70627654,69450780,6860691,10530,20838,48800,23133,30,20,32559,241,10539,8055,37229,3827,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,90186,567753,741854,354011,20,29574,31237,30967,7604,2936,33602,4318,8005,37689,38841,38751,107948,112612,74871,106484,55231,762792,852808,32810,7439315,71331217,68489413,6920902,23112,15749,61353,18364,41,20,32670,30,8836,7534,33992,20036,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,89655,504438,783390,425472,30,46325,30906,30136,6703,2915,34473,3867,11672,42759,58728,19035,107948,112612,74871,106484,29715,1013323,1063776,28432,7332829,71424488,69367687,6967698,10059,169251,61593,23934,30,20,32089,260,8926,22321,40925,5640,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,156438,515668,781877,317374,20,80538,31258,31648,9357,2955,33601,4018,9608,34704,42218,21980,107948,112612,74871,106484,30767,888092,920532,28452,8774859,71245339,69820700,7030172,9027,7534,37439,18744,30,20,36336,40,8445,4278,40395,11091,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,113990,530495,833292,475394,20,55222,31678,35025,10119,2976,35345,3957,15559,36708,72022,20347,107948,112612,74871,106484,24575,789792,1011358,53738,8472714,73700281,73869152,7027688,9888,28462,198986,21730,41,20,34724,30,11111,23263,48729,9116,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,83994,464073,760878,340867,20,44532,31548,31298,7805,3917,35536,3947,9718,41977,40755,17853,107948,112612,74871,106484,20107,831679,929809,28472,8384692,73396654,70749818,7087077,23263,6983,186443,39212,30,20,40053,30,9768,4298,35685,5951,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,87751,467750,806602,314848,20,36207,31207,31628,7964,3066,33762,3967,10650,43851,64468,21339,107948,112612,74871,106484,60912,816782,892842,38361,8615236,75004930,70950226,7229960,24105,14817,185671,27591,30,20,76260,40,11521,4087,34614,3226,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,89034,483359,794761,342669,20,32520,31778,47227,10059,3306,37889,3968,33782,38310,50362,19426,107948,112612,74871,106484,23954,971296,961858,28142,8857631,73800756,71237194,7308715,30446,34002,194608,17622,30,20,32189,20,9698,17422,48830,4749,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,100334,620982,776918,298239,20,39272,31458,32440,7604,3006,33782,3967,11801,45423,49902,22671,107948,112612,74871,106484,21359,738848,933176,40164,8141586,72837225,69533202,7185358,10018,22090,52697,22671,30,30,34543,40,8846,4668,83985,4017,
170.000000, 1850.000000, 712.000000, 8758.000000, 0.611348, 0.006649,90546,476125,783129,323545,20,55401,31157,30025,7544,3096,34293,3947,10148,39403,48660,20968,107948,112612,74871,106484,89345,786906,976705,25096,8745064,72746698,71085315,7138682,10620,6131,38802,33652,40,20,33051,140,10339,30095,37970,6332,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,5651,38221,50803,23333,20,2945,3136,3667,1162,1052,5220,300,1302,3106,4428,2675,7696,15752,8898,7696,2384,61623,66452,2965,28282,569607,631992,28072,1623,1293,3176,2996,30,20,3046,30,1182,1052,3626,351,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,8585,41937,48650,22522,20,2515,3106,3486,1243,941,2835,290,1012,3016,3426,3055,7696,15752,8898,7696,3176,56824,64459,7134,28473,692383,831789,28172,4528,1393,6692,4117,30,20,2995,60,1152,1032,3406,421,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,6021,41677,63838,22802,40,2846,3006,3857,852,992,5470,300,1303,4178,3606,3256,7696,15752,8898,7696,2084,75649,68977,2886,32089,617245,660604,27260,6011,13295,5129,2976,20,20,4379,50,1011,962,3847,401,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,9467,41626,50964,23914,30,2654,2745,5490,1112,831,4639,441,1172,4018,5510,2665,7696,15752,8898,7696,2955,60131,65611,2554,30005,635669,730472,29073,1252,5531,3436,3216,31,20,3116,170,892,1062,3125,261,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,5460,47968,56023,24234,20,6732,5310,5741,992,1182,3426,321,1252,3687,3497,3777,7696,15752,8898,7696,16721,76090,73185,3066,26659,928646,659993,27341,1302,7293,16941,2605,40,21,3507,30,1322,1483,3547,611,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,7684,42458,56694,34242,330,4108,3206,4468,1182,982,3266,351,1192,3827,3717,2044,7696,15752,8898,7696,3116,68756,80608,3617,27721,703964,626111,34503,4759,1252,15919,3046,30,20,4117,40,1062,922,4678,501,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,7504,41156,55852,28953,20,2584,2855,3357,1232,942,4328,421,1072,2995,5250,2645,7696,15752,8898,7696,3226,69298,76421,3496,28843,752684,695439,32209,761,1623,15168,2745,30,20,2966,30,902,942,3106,521,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,13285,49942,88202,34985,20,3256,3957,3667,891,902,4849,371,1362,3717,4779,4118,7696,15752,8898,7696,6101,70059,73175,3827,40905,783841,791555,32760,6361,1963,15809,3917,50,20,4007,40,1162,1092,5330,270,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,8045,57365,68536,23393,20,2825,3286,3897,1262,981,3908,561,1412,3396,4668,2895,7696,15752,8898,7696,1984,70730,73205,2655,33101,701159,638324,34684,3136,1613,3386,2975,30,30,3506,40,1072,1052,3937,592,
171.000000, 207.000000, 207.000000, 572.000000, 0.095491, 0.013349,19856,46656,63447,24906,20,4608,3086,3457,1633,1232,3557,351,1292,3336,5119,2284,7696,15752,8898,7696,8966,77222,76130,2856,28072,690529,730744,32390,1392,1463,3006,2324,60,30,5481,30,872,1152,4819,421,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,3176,21129,32951,14597,50,1733,1493,2375,391,371,1653,190,611,1833,2735,4167,3984,6468,3840,3492,1303,29575,34263,1332,18935,103901,134447,17182,381,581,1744,1052,30,20,1552,20,451,521,1713,360,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,3727,27480,29244,14136,20,1613,1483,1963,350,291,1522,190,531,1994,1924,2715,3984,6468,3840,3492,1422,34033,32991,2846,16340,98891,104352,15458,360,531,1944,1042,30,20,1462,30,351,321,1543,161,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,12563,39332,39423,23513,20,1112,1283,1794,371,451,2194,170,922,2675,2305,5340,3984,6468,3840,3492,982,41756,31307,952,19486,93391,122526,17963,801,551,2104,6783,30,20,1243,30,321,541,1543,151,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,6111,32540,45153,18033,40,1714,1243,2425,401,300,1984,271,751,1954,2535,3497,3984,6468,3840,3492,2254,43551,45514,7012,16460,97129,139706,13064,361,361,2484,1463,40,20,2315,30,702,371,1914,260,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,3286,22221,59299,12573,20,1693,1382,1673,440,351,1653,200,391,1533,1943,4668,3984,6468,3840,3492,8175,31027,36898,1282,18314,101477,94774,18123,291,401,1543,1062,30,20,1262,20,400,461,1643,231,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,4478,17993,31979,12192,20,1493,1502,1793,310,300,1673,170,752,1994,1833,3226,3984,6468,3840,3492,761,32119,28773,5329,12503,71502,84195,17322,541,321,1433,762,30,20,1503,30,391,260,1413,281,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,3086,20888,33882,13304,21,1583,1382,1552,340,300,1563,231,491,2014,1823,3116,3984,6468,3840,3492,1343,30857,34604,1433,22031,105754,94123,17192,621,381,1523,1162,30,20,1543,20,321,341,1533,150,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,3216,20327,32510,14767,20,1403,1472,1503,360,300,1582,200,520,1643,2054,2375,3984,6468,3840,3492,1613,30887,36447,1392,15008,89014,87571,16159,441,401,1823,962,30,20,1482,30,340,431,1543,251,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,4027,20558,30406,12363,10,1062,1252,1352,241,200,1393,160,391,1533,1663,2074,3984,6468,3840,3492,1362,37108,29074,751,12593,75739,69588,12924,271,381,1282,771,20,20,1222,30,270,320,1653,220,
172.000000, 59.000000, 59.000000, 312.000000, 0.196713, 0.089629,7624,18423,41196,12063,20,1132,1142,1212,271,261,1493,160,481,1362,1784,2083,3984,6468,3840,3492,3206,25787,28392,832,13835,73725,70990,13164,191,251,1332,671,30,20,1412,21,281,391,1222,220,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,3987,276959,309039,16059,30,19105,1723,25998,671,481,21399,221,8535,22411,2505,39313,5484,9192,4787,5352,1413,37659,448114,21189,242967,246944,247475,271709,751,7664,21559,19175,31,230,1704,390,592,6061,1874,2464,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,60020,285525,412268,178699,230,16390,27080,24435,8906,4298,19686,2465,6532,28442,22050,39042,5484,9192,4787,5352,15949,429119,614790,60121,281848,3127999,1644383,253396,29795,9427,34654,3256,331,230,31388,240,5740,4168,30726,2274,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,3777,21340,42638,17042,20,1493,1683,2355,421,480,1833,250,881,3226,2404,3576,5484,9192,4787,5352,1332,38200,41657,1834,29955,263855,310771,25176,3987,7734,3235,1533,30,20,1774,40,531,461,1803,210,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,7423,19907,23503,16891,20,1523,1433,2294,531,371,1974,231,601,2034,2294,3437,5484,9192,4787,5352,1403,37759,39292,1753,23363,286497,348180,23273,491,3516,2044,1783,30,20,1803,30,431,411,1803,200,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,3958,21459,24695,17392,80,2234,1814,3005,441,431,1834,261,792,2615,1964,3797,5484,9192,4787,5352,10289,37048,44011,2275,18184,297537,289212,22942,531,4198,9557,1583,30,20,2524,40,831,531,2846,571,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,3887,19315,23032,16550,20,1693,1653,2775,821,320,1863,471,631,1934,3306,3256,5484,9192,4787,5352,1984,37429,43019,2745,23713,293810,312845,26509,2785,832,9728,2805,20,30,1693,20,832,321,2625,191,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,3937,19977,26619,19276,20,2455,1663,2174,511,320,1733,361,511,2265,2044,3626,5484,9192,4787,5352,1623,36377,45213,2084,24124,279032,266660,22161,652,501,9036,1483,40,20,2445,30,431,341,1743,191,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,3927,22061,30116,19085,20,1723,1683,2304,400,250,1834,221,661,1994,1874,2925,5484,9192,4787,5352,2455,39061,41446,1854,23944,252986,284052,21069,3747,671,9418,1562,30,20,1703,20,531,341,1794,191,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,5009,27661,28182,16670,30,1393,1633,2234,461,270,1874,211,541,1913,1944,3828,5484,9192,4787,5352,1242,39423,41376,1543,22972,285174,283872,23073,1593,642,1683,1833,30,20,1723,30,491,361,1724,180,
173.000000, 137.000000, 137.000000, 411.000000, 0.288200, 0.021898,12453,32741,25507,29554,20,1512,1572,2074,511,350,1994,231,942,1863,1974,3436,5484,9192,4787,5352,6152,37199,38391,1283,16130,298919,279033,32169,681,531,1673,1392,50,20,1683,30,401,511,1674,461,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,12793,95525,96147,47597,20,6562,5701,7364,1493,1272,6482,601,1613,8456,7083,3366,17772,28912,15802,16764,3967,123216,141079,4067,79887,2819273,3456303,83684,2174,1764,5971,4528,30,20,5811,141,1513,1112,6101,591,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,13114,92640,71922,46906,20,4538,5470,6212,1443,1102,5651,601,1462,5710,7584,3897,17772,28912,15802,16764,4228,105664,129398,13274,81830,3083709,3632086,69418,8205,2685,6221,4739,30,20,5630,40,1342,1112,5861,841,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,11411,59930,80968,48930,20,4708,5420,6321,1163,1042,5740,601,2093,7303,6702,3516,17772,28912,15802,16764,3396,117687,127665,4077,75348,2897085,3675796,68576,10659,25277,9637,4338,30,20,5630,50,1412,1062,6091,922,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,23523,63667,73656,48319,20,4698,4919,6362,1272,1082,5750,601,1734,6011,9046,3496,17772,28912,15802,16764,4649,116835,120952,4278,81029,3047602,3695643,80789,1392,10259,6302,4568,30,20,5661,20,1122,981,5851,561,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,12523,66302,76882,50694,21,7364,5470,6401,1232,1082,5590,651,1884,6261,6532,4448,17772,28912,15802,16764,29364,107809,134587,6311,76932,3097544,3542992,67544,1343,10429,28372,4458,30,20,5520,20,2164,1132,5590,1453,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,12403,55632,77593,48148,30,6081,5580,6763,1302,1012,5800,602,1893,7003,6231,2544,17772,28912,15802,16764,3567,124479,130810,4498,70810,2937259,3543293,79977,10419,1062,26228,4628,30,20,5560,20,1573,1022,5680,581,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,12282,56274,81119,55252,30,4548,5270,6201,2094,1342,5701,632,1442,5881,7534,3376,17772,28912,15802,16764,3727,106485,123988,13755,78865,3468165,3920647,73926,1102,2194,26639,4348,30,20,5340,20,1212,1012,5771,1272,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,16670,62835,99974,76481,20,8386,7914,6252,1242,1202,8175,661,3216,8095,9467,4418,17772,28912,15802,16764,10639,178879,197422,4409,109321,3473124,4025019,90837,19305,4849,30676,4909,40,20,8185,20,2835,1623,6662,2635,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,16741,121123,92139,83503,20,6191,6131,6792,1532,1693,6341,671,1994,7474,9447,3576,17772,28912,15802,16764,3737,184749,181313,4608,94844,3686477,4182929,89124,5530,4177,6432,5059,30,20,6352,41,2094,1192,6522,672,
174.000000, 425.000000, 425.000000, 1339.000000, 0.301255, 0.007413,44953,68676,100875,47818,20,5541,5861,6572,2224,1463,6071,632,1783,6852,9066,4548,17772,28912,15802,16764,14737,136421,152670,4568,91899,3874422,4280748,81019,2795,1763,7754,4559,40,30,6762,30,2124,7413,7303,1183,
175.000000, 225.000000, 225.000000, 1308.000000, 0.144984, 0.025837,11782,111956,151448,57986,20,6442,6702,6271,1273,1362,6723,661,1673,6151,6862,4038,16600,27132,16412,16540,3977,139577,145087,4398,91629,1413469,1463771,111715,1973,2284,6492,3767,30,20,5651,40,5140,1613,6071,722,
